,classes,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,stalk-shape,veil-color,ring-number,population,latitude,longitude
6486,1,3,3,7,1.9,2,-1,1,2,1,3.0,57.10110275,-97.85194024
6487,1,3,2,0,3.97,2,-1,1,2,1,5.0,57.29175722,-99.21393597
6488,1,3,3,0,8.29,2,-1,1,2,1,2.0,57.51437889,-97.45854295
6489,1,2,3,7,10.82,2,-1,1,2,1,4.0,57.39342347,-98.40197062
6490,1,3,2,0,9.34,2,-1,1,2,1,-2.0,57.6873154,-99.33952226
6491,1,3,3,0,6.13,2,-1,1,2,1,9.0,57.65651439,-97.66187515
6492,1,3,2,0,0.55,2,-1,1,2,1,6.0,57.85031699,-99.27944673
6493,1,3,3,7,15.27,2,-1,1,2,1,6.0,57.72919464,-97.59482038
6494,1,3,2,0,8.21,2,-1,1,2,1,8.0,57.75358574,-99.99842488
6495,1,3,2,0,13.04,2,-1,1,2,1,5.0,57.7386115,-97.78862805
6496,1,3,3,7,3.89,2,-1,1,2,1,6.0,57.585605,-99.01020798
6497,1,3,3,7,8.23,2,-1,1,2,1,1.0,57.28700875,-98.48259029
6498,1,3,2,0,10.35,2,-1,1,2,1,-3.0,56.95864986,-96.24369922
6499,1,3,3,7,9.21,2,-1,1,2,1,5.0,57.48529887,-98.32314762
6500,1,3,3,0,1.35,2,-1,1,2,1,5.0,57.24044064,-97.84950826
6501,1,4,2,7,13.08,2,-1,1,2,1,5.0,57.40900275,-95.59892732
6502,1,3,2,7,-0.36,2,-1,1,2,1,7.0,57.15561778,-98.12775025
6503,1,3,3,7,5.82,2,-1,1,2,1,12.0,56.92051133,-99.29448721
6504,1,3,2,7,9.7,2,-1,1,2,1,9.0,57.87840922,-100.3725411
6505,1,3,2,0,13.72,2,-1,1,2,1,6.0,57.76511228,-97.58766124
6506,1,3,2,7,3.99,2,-1,1,2,1,2.0,57.61337125,-98.52911204
6507,1,3,3,0,9.89,2,-1,1,2,1,4.0,57.61268052,-96.62210884
6508,1,2,2,7,2.62,2,-1,1,2,1,-2.0,57.68319961,-96.12580239
6509,0,2,0,8,3.51,2,0,0,2,2,17.0,57.28299613,-98.66130173
6510,1,2,3,7,7.65,2,-1,1,2,1,9.0,57.48540304,-100.08344
6511,1,2,3,7,3.72,2,-1,1,2,1,3.0,57.26123657,-98.90704184
6512,1,3,2,0,13.64,2,-1,1,2,1,9.0,57.34128238,-98.49548886
6513,1,2,3,7,7.6,2,-1,1,2,1,4.0,57.57423794,-97.17953474
6514,1,2,3,0,8.53,2,-1,1,2,1,11.0,57.52624186,-97.70176507
6515,1,2,3,0,7.34,2,-1,1,2,1,6.0,57.1051743,-98.31251739
6516,1,2,3,0,3.09,2,-1,1,2,1,-1.0,57.81385495,-98.01526969
6517,0,2,0,3,-5.22,2,0,0,2,2,8.0,57.49925626,-98.66703056
6518,1,3,2,7,6.02,2,-1,1,2,1,4.54,57.8879406,-99.7134487
6519,1,3,2,7,8.3,2,-1,1,2,1,8.0,56.96879249,-99.31243102
6520,1,2,2,7,-2.5,2,-1,1,2,1,8.0,57.32458968,-96.80589346
6521,1,2,3,0,5.38,2,-1,1,2,1,-2.0,57.38602537,-98.967966
6522,1,4,3,7,0.89,2,-1,1,2,1,9.0,57.6204847,-99.32160689
6523,1,4,2,7,-2.17,2,-1,1,2,1,7.0,57.23382995,-98.27709789
6524,1,3,2,7,10.91,2,-1,1,2,1,2.0,56.9771017,-99.06465261
6525,1,2,3,0,10.36,2,-1,1,2,1,16.0,57.41010398,-99.9567016
6526,1,3,3,0,4.55,2,-1,1,2,1,9.0,58.0755329,-98.03635255
6527,1,2,3,7,4.08,2,-1,1,2,1,1.0,57.35992547,-99.38707926
6528,1,3,2,0,12.02,2,-1,1,2,1,7.0,57.38452864,-97.20542767
6529,1,2,3,0,9.5,2,-1,1,2,1,3.0,57.58322091,-98.3216821
6530,0,4,0,8,-1.93,2,0,0,2,2,12.0,57.34610227,-99.55274856
6531,1,4,2,0,1.5,2,-1,1,2,1,-5.0,57.58877557,-98.61492665
6532,1,3,3,7,-5.61,2,-1,1,2,1,4.0,57.01142239,-99.85792496
6533,1,2,2,7,2.46,2,-1,1,2,1,-4.0,57.74119125,-97.98805915
6534,1,2,3,0,10.01,2,-1,1,2,1,7.0,57.96070218,-98.44527405
6535,1,2,3,0,4.39,2,-1,1,2,1,1.0,57.37770767,-97.18972141
6536,1,3,2,7,2.58,2,-1,1,2,1,0.0,57.65736107,-98.07220912
6537,1,3,2,0,9.16,2,-1,1,2,1,2.0,57.77921914,-98.57081633
6538,1,2,2,7,12.62,2,-1,1,2,1,10.0,57.54345467,-95.89883176
6539,1,3,3,7,8.07,2,-1,1,2,1,4.0,57.7502,-97.86325603
6540,1,2,3,7,6.67,2,-1,1,2,1,2.0,57.4647426,-97.33231302
6541,1,2,3,0,2.71,2,-1,1,2,1,4.54,57.41532434,-98.47042416
6542,1,3,2,0,7.98,2,-1,1,2,1,5.0,57.51428982,-97.30323337
6543,1,3,2,7,1.42,2,-1,1,2,1,-2.0,57.70990545,-98.2319685
6544,1,3,2,0,10.87,2,-1,1,2,1,-10.0,57.64863612,-97.36308307
6545,1,3,2,0,8.67,2,-1,1,2,1,9.0,57.61885271,-98.58984409
6546,1,3,3,0,-3.85,2,-1,1,2,1,4.0,57.50651693,-99.17285187
6547,1,3,2,7,4.12,2,-1,1,2,1,8.0,57.31957466,-98.97992199
6548,1,3,2,7,7.35,2,-1,1,2,1,-1.0,57.4733875,-99.48901481
6549,1,2,2,7,5.48,2,-1,1,2,1,6.0,57.46874298,-96.72646452
6550,1,4,3,7,3.96,2,-1,1,2,1,2.0,57.58201963,-97.66708924
6551,1,3,2,7,6.58,2,-1,1,2,1,3.0,57.56436053,-97.44897484
6552,1,3,2,0,4.68,2,-1,1,2,1,4.54,57.45806069,-97.90608229
6553,1,3,3,0,8.9,2,-1,1,2,1,7.0,57.69505224,-98.87472681
6554,1,3,3,7,-1.19,2,-1,1,2,1,5.0,57.74894269,-97.55781011
6555,1,4,3,7,8.16,2,-1,1,2,1,7.0,57.04361442,-98.17850331
6556,1,3,2,7,2.71,2,-1,1,2,1,8.0,10.0,-98.36513638
6557,1,3,3,0,5.11,2,-1,1,2,1,5.0,57.42354897,-99.08034728
6558,0,2,3,0,4.37,0,-1,0,1,1,6.0,57.58709882,-97.40920454
6559,1,2,3,0,2.9,2,-1,1,2,1,2.0,57.45759033,-98.68668543
6560,1,4,3,0,-4.58,2,-1,1,2,1,0.0,57.90335603,-96.94802961
6561,1,3,3,0,4.19,2,-1,1,2,1,2.0,57.61793856,-100.1218497
6562,1,3,3,0,-1.83,2,-1,1,2,1,-1.0,57.61813687,-99.60559486
6563,1,2,3,0,3.03,2,-1,1,2,1,-1.0,57.68356832,-99.74189707
6564,1,3,3,0,3.03,2,-1,1,2,1,4.0,57.79486186,-98.68989321
6565,1,3,2,7,5.29,2,-1,1,2,1,-2.0,57.52258128,-97.47745582
6566,1,3,2,7,4.38,2,-1,1,2,1,5.0,57.74242294,-98.59596216
6567,1,3,3,0,2.48,2,-1,1,2,1,-3.0,57.62774228,-97.31989961
6568,1,2,3,7,6.7,2,-1,1,2,1,5.0,57.25813218,-97.19983921
6569,1,2,3,0,6.02,2,-1,1,2,1,2.0,57.78126419,-98.20702604
6570,1,2,3,7,8.87,2,-1,1,2,1,1.0,57.57336019,-97.73143598
6571,1,2,3,7,7.01,2,-1,1,2,1,6.0,57.53421207,-98.8540216
6572,1,3,2,7,0.58,2,-1,1,2,1,-2.0,57.92244708,-98.31763054
6573,1,2,3,7,2.71,2,-1,1,2,1,0.0,57.39743613,-97.86864762
6574,1,4,3,0,2.97,2,-1,1,2,1,-1.0,57.40253368,-97.8509718
6575,1,2,2,7,6.61,2,-1,1,2,1,-3.0,57.31129721,-98.53234025
6576,1,3,3,0,6.61,2,-1,1,2,1,4.0,56.91385216,-100.5282395
6577,1,3,3,0,9.15,2,-1,1,2,1,4.54,57.58084555,-97.67526803
6578,1,2,3,0,7.14,2,-1,1,2,1,4.0,57.52526202,-96.59840538
6579,1,4,2,7,4.35,2,-1,1,2,1,2.0,57.79191693,-97.35467081
6580,1,2,3,7,12.81,2,-1,1,2,1,2.0,57.50382627,-102.092822
6581,1,3,2,0,11.5,2,-1,1,2,1,4.54,58.01194244,-98.46036483
6582,1,3,2,7,9.82,2,-1,1,2,1,10.0,57.62800719,-99.51640169
6583,1,3,2,0,10.43,2,-1,1,2,1,4.0,57.8477447,-98.31705012
6584,1,3,3,0,12.2,2,-1,1,2,1,6.0,57.86039971,-97.4501323
6585,1,3,3,7,3.91,2,-1,1,2,1,3.0,57.52514616,-97.38580036
6586,1,4,2,0,1.59,2,-1,1,2,1,-7.0,58.02390857,-99.42804428
6587,1,3,2,7,-3.67,2,-1,1,2,1,5.0,57.64348273,-97.31164523
6588,1,3,3,7,18.49,2,-1,1,2,1,-1.0,57.4276063,-99.14308226
6589,1,3,3,0,7.18,2,-1,1,2,1,-3.0,57.22255959,-97.6940113
6590,1,2,3,0,5.05,2,-1,1,2,1,3.0,57.18872001,-98.41095826
6591,1,3,2,0,7.3,2,-1,1,2,1,9.0,57.24647503,-98.36037027
6592,1,3,2,7,7.27,2,-1,1,2,1,4.0,57.69039399,-98.10501349
6593,1,2,2,7,4.9,2,-1,1,2,1,9.0,57.96198206,-99.93589308
6594,1,3,3,7,9.81,2,-1,1,2,1,4.0,57.85420139,-97.46455622
6595,1,2,3,0,11.81,2,-1,1,2,1,4.0,57.22292527,-98.72513926
6596,1,3,3,0,8.98,2,-1,1,2,1,-1.0,57.72418426,-98.56952404
6597,1,3,3,0,8.96,2,-1,1,2,1,7.0,57.76938078,-98.37494397
6598,1,3,3,7,3.81,2,-1,1,2,1,6.0,57.52759801,-96.34129506
6599,0,2,3,3,-3.41,2,0,0,2,2,4.0,57.28025759,-98.37144802
6600,1,4,2,0,1.06,2,-1,1,2,1,3.0,57.82508517,-98.2446282
6601,1,2,2,7,6.19,2,-1,1,2,1,1.0,57.98503441,-98.97581244
6602,1,2,3,0,10.09,2,-1,1,2,1,5.0,57.69963806,-97.38401598
6603,1,2,3,0,8.27,2,-1,1,2,1,7.0,57.62513407,-96.73786692
6604,1,3,2,7,0.99,2,-1,1,2,1,-1.0,57.8786475,-98.66758285
6605,1,4,2,0,5.93,2,-1,1,2,1,-2.0,57.54743927,-99.19649787
6606,1,2,3,7,6.24,2,-1,1,2,1,1.0,57.72645939,-98.81409883
6607,1,2,3,0,7.28,2,-1,1,2,1,8.0,57.67262252,-97.39261435
6608,1,4,2,0,10.63,2,-1,1,2,1,1.0,57.57427979,-99.28092183
6609,1,2,2,7,13.86,2,-1,1,2,1,0.0,57.65817285,-98.8563328
6610,1,4,3,0,0.78,2,-1,1,2,1,1.0,57.84918824,-96.46169947
6611,1,2,3,0,9.44,2,-1,1,2,1,3.0,57.82054359,-98.52951894
6612,1,2,2,7,1.0,2,-1,1,2,1,2.0,10.0,-98.8364151
6613,1,3,3,7,9.14,2,-1,1,2,1,1.0,57.56136283,-97.96064889
6614,1,3,3,0,8.41,2,-1,1,2,1,3.0,57.81878389,-97.6079601
6615,1,3,3,0,4.77,2,-1,1,2,1,1.0,57.51254625,-97.50106906
6616,1,3,3,7,3.7,2,-1,1,2,1,7.0,57.80494192,-97.15407352
6617,1,2,2,7,6.02,2,-1,1,2,1,3.0,57.69834293,-99.81435666
6618,1,2,3,7,6.84,2,-1,1,2,1,3.0,57.68506633,-98.93788576
6619,1,3,3,0,6.03,2,-1,1,2,1,-3.0,57.59559028,-98.30115591
6620,1,3,2,7,11.2,2,-1,1,2,1,2.0,57.59659384,-97.7388986
6621,1,2,3,0,2.91,2,-1,1,2,1,-1.0,57.4009198,-97.92438894
6622,1,2,3,7,10.32,2,-1,1,2,1,7.0,57.71916228,-98.75999983
6623,1,2,3,7,10.81,2,-1,1,2,1,3.0,57.92597276,-98.17629292
6624,1,3,3,7,3.89,2,-1,1,2,1,4.0,57.17791458,-98.70755417
6625,1,2,2,7,12.94,2,-1,1,2,1,9.0,57.99104661,-99.2372972
6626,1,2,3,0,4.67,2,-1,1,2,1,2.0,57.5790982,-98.06233111
6627,1,2,3,7,2.67,2,-1,1,2,1,2.0,56.97903309,-97.90002465
6628,1,2,3,7,7.21,2,-1,1,2,1,-4.0,57.30220644,-99.06829402
6629,1,2,3,0,-0.07,2,-1,1,2,1,4.0,57.53049932,-99.21604533
6630,1,2,3,0,4.49,2,-1,1,2,1,4.0,57.61941346,-98.29422783
6631,1,3,3,7,2.89,2,-1,1,2,1,6.0,57.55513123,-97.32817479
6632,1,3,2,0,7.49,2,-1,1,2,1,6.0,57.60388317,-99.34296095
6633,1,2,3,0,7.2,2,-1,1,2,1,-4.0,57.49987115,-98.09449208
6634,1,2,3,7,6.88,2,-1,1,2,1,9.0,57.48717792,-98.50653128
6635,1,3,3,0,4.01,2,-1,1,2,1,-4.0,57.51626824,-97.08795881
6636,1,2,3,0,4.24,2,-1,1,2,1,4.0,57.8901791,-97.07530364
6637,1,3,3,7,11.5,2,-1,1,2,1,7.0,57.27179961,-98.5705698
6638,1,4,2,0,3.07,2,-1,1,2,1,2.0,57.63626785,-96.40659666
6639,1,2,3,0,4.23,2,-1,1,2,1,0.0,58.05772946,-97.43118272
6640,1,3,2,0,0.48,2,-1,1,2,1,-7.0,57.76373857,-98.31091453
6641,1,4,2,0,13.83,2,-1,1,2,1,0.0,57.57843136,-97.28423821
6642,1,3,3,7,3.41,2,-1,1,2,1,5.0,57.88464974,-97.63357108
6643,1,3,3,0,10.13,2,-1,1,2,1,10.0,57.68903069,-100.3673629
6644,1,2,3,7,-1.72,2,-1,1,2,1,9.0,57.61460179,-97.98635563
6645,1,2,3,0,7.87,2,-1,1,2,1,8.0,57.76200614,-96.70008998
6646,1,3,2,0,9.94,2,-1,1,2,1,4.0,57.20142696,-97.02199051
6647,1,3,2,0,2.11,2,-1,1,2,1,6.0,57.37637572,-99.59941585
6648,1,2,3,7,-1.88,2,-1,1,2,1,4.0,57.07603327,-97.87359438
6649,1,3,2,0,0.49,2,-1,1,2,1,-1.0,57.68892667,-98.32699689
6650,1,2,2,7,-0.43,2,-1,1,2,1,1.0,57.29987176,-99.86475089
6651,1,3,2,0,6.4,2,-1,1,2,1,0.0,57.49930076,-99.00496324
6652,1,3,2,7,2.0,2,-1,1,2,1,0.0,57.69540731,-95.68195538
6653,1,2,2,7,11.0,2,-1,1,2,1,0.0,56.96087493,-99.30154167
6654,1,3,3,7,-0.43,2,-1,1,2,1,4.0,57.31961193,-99.84131946
6655,1,4,3,0,4.53,2,-1,1,2,1,8.0,57.80016545,-100.0748704
6656,1,2,2,7,-2.57,2,-1,1,2,1,6.0,57.69116092,-98.41463667
6657,1,2,3,0,6.07,2,-1,1,2,1,6.0,57.89763338,-99.84020638
6658,1,3,3,7,10.42,2,-1,1,2,1,4.0,57.27921247,-97.78281367
6659,1,3,3,7,4.65,2,-1,1,2,1,1.0,57.56623287,-99.64672592
6660,0,0,0,3,0.5,2,0,0,2,2,-2.0,57.58807093,-98.16312678
6661,1,2,3,0,3.37,2,-1,1,2,1,14.0,57.53842519,-96.85436607
6662,1,4,3,0,10.55,2,-1,1,2,1,-1.0,57.2462045,-98.1473774
6663,0,0,3,0,2.23,0,-1,0,0,1,-2.0,57.63531257,-96.90645576
6664,1,3,3,0,10.58,2,-1,1,2,1,7.0,57.88036968,-98.1078935
6665,1,3,2,0,1.3,2,-1,1,2,1,1.0,57.75868644,-98.79817299
6666,1,2,2,7,11.76,2,-1,1,2,1,9.0,57.21205859,-98.43091766
6667,1,2,3,7,13.01,2,-1,1,2,1,8.0,57.54360887,-98.58295296
6668,1,4,2,2,7.95,0,-1,0,2,0,10.0,57.95847401,-98.67791838
6669,1,2,3,0,9.97,2,-1,1,2,1,2.0,57.7112146,-97.01735754
6670,1,3,3,0,6.87,2,-1,1,2,1,11.0,57.4936631,-97.38633959
6671,1,2,3,0,2.7,2,-1,1,2,1,5.0,57.84697112,-97.63824583
6672,1,2,2,7,9.96,2,-1,1,2,1,9.0,57.52823001,-97.24274533
6673,1,2,3,7,-0.49,2,-1,1,2,1,6.0,57.55390618,-98.67315105
6674,1,3,3,7,8.95,2,-1,1,2,1,0.0,57.63856156,-97.17057902
6675,1,3,3,0,2.36,2,-1,1,2,1,0.0,57.1988739,-97.47769391
6676,1,3,3,0,5.48,2,-1,1,2,1,9.0,57.75820983,-98.23153382
6677,1,3,2,7,4.81,2,-1,1,2,1,2.0,58.02227587,-98.93949512
6678,1,2,3,7,6.5,2,-1,1,2,1,3.0,57.32146176,-97.2792184
6679,1,3,2,7,1.35,2,-1,1,2,1,7.0,57.48771267,-95.41311025
6680,1,3,2,0,4.36,2,-1,1,2,1,0.0,57.72442569,-99.03049818
6681,1,2,2,7,4.25,2,-1,1,2,1,7.0,57.6959857,-99.1057241
6682,1,3,2,7,3.91,2,-1,1,2,1,1.0,57.14508322,-99.12249279
6683,1,3,3,7,8.4,2,-1,1,2,1,0.0,57.3401322,-98.38850553
6684,1,3,3,7,7.23,2,-1,1,2,1,6.0,57.56238827,-97.4778312
6685,1,2,3,7,9.51,2,-1,1,2,1,3.0,57.4239556,-98.72376756
6686,1,2,3,7,4.0,2,-1,1,2,1,1.0,57.80754629,-98.71600053
6687,1,4,2,7,4.12,2,-1,1,2,1,5.0,57.69258319,-99.36296318
6688,1,2,2,7,7.59,2,-1,1,2,1,4.54,57.38683795,-98.91877924
6689,1,2,3,7,2.75,2,-1,1,2,1,1.0,57.29245339,-97.91126973
6690,1,2,3,0,1.21,2,-1,1,2,1,4.0,57.91861947,-98.75963151
6691,1,2,3,0,7.7,2,-1,1,2,1,0.0,57.46320387,-97.77784733
6692,1,3,3,0,1.26,2,-1,1,2,1,3.0,57.54037315,-97.26482168
6693,1,3,2,0,2.22,2,-1,1,2,1,1.0,57.80826768,-97.15639228
6694,1,2,3,7,12.28,2,-1,1,2,1,-1.0,57.44644816,-98.92342619
6695,1,4,3,0,1.44,2,-1,1,2,1,2.0,57.67192807,-98.18271226
6696,1,3,3,0,8.93,2,-1,1,2,1,-1.0,57.8671862,-99.49669999
6697,1,3,2,0,7.54,2,-1,1,2,1,3.0,57.48907956,-96.62826626
6698,1,3,2,7,-3.08,2,-1,1,2,1,3.0,57.16574492,-98.16050001
6699,1,3,2,7,1.98,2,-1,1,2,1,6.0,57.54753313,-99.8509492
6700,1,3,2,0,4.87,2,-1,1,2,1,6.0,57.98918918,-98.36564421
6701,1,2,3,7,4.67,2,-1,1,2,1,-1.0,57.0791272,-95.35498534
6702,1,3,2,0,12.27,2,-1,1,2,1,-4.0,57.95412307,-99.06766667
6703,1,3,3,0,7.63,2,-1,1,2,1,0.0,57.2737398,-99.99928259
6704,1,3,3,7,7.36,2,-1,1,2,1,6.0,57.27699906,-99.07386535
6705,1,2,3,0,-2.8,2,-1,1,2,1,-1.0,57.3499868,-97.79116542
6706,1,3,2,7,4.59,2,-1,1,2,1,10.0,57.40464818,-98.58106602
6707,1,4,2,0,3.32,2,-1,1,2,1,-3.0,57.62327938,-97.80728162
6708,1,3,3,0,5.35,2,-1,1,2,1,5.0,57.31405958,-99.23137432
6709,1,3,2,0,1.42,2,-1,1,2,1,3.0,57.93063939,-98.51212573
6710,1,3,3,7,4.17,2,-1,1,2,1,13.0,57.57745199,-100.2804649
6711,1,2,3,0,2.32,2,-1,1,2,1,5.0,57.62294091,-98.35267388
6712,1,3,3,7,7.38,2,-1,1,2,1,12.0,57.39735036,-97.96393389
6713,1,2,3,7,-3.74,2,-1,1,2,1,-1.0,57.56777496,-99.94347444
6714,1,3,2,7,9.91,2,-1,1,2,1,9.0,10.0,-99.14257035
6715,1,2,3,7,2.02,2,-1,1,2,1,2.0,57.44051436,-97.37184946
6716,1,3,3,0,13.79,2,-1,1,2,1,5.0,57.7038687,-98.40641061
6717,1,3,3,0,6.71,2,-1,1,2,1,2.0,57.25264898,-97.88616298
6718,1,2,3,0,0.94,2,-1,1,2,1,9.0,57.50026735,-98.78923777
6719,1,2,3,7,2.49,2,-1,1,2,1,4.0,57.41055559,-98.80908051
6720,1,3,3,7,11.02,2,-1,1,2,1,2.0,57.41123078,-97.92090114
6721,1,2,3,7,4.62,2,-1,1,2,1,5.0,57.28505182,-98.41571688
6722,1,2,3,0,9.71,2,-1,1,2,1,-4.0,57.29575672,-95.54882558
6723,1,3,3,7,7.05,2,-1,1,2,1,4.0,57.51027011,-98.39338714
6724,1,2,2,7,17.72,2,-1,1,2,1,6.0,57.27867311,-97.75825733
6725,1,2,3,0,4.17,2,-1,1,2,1,8.0,58.07854662,-98.32877078
6726,1,2,2,7,7.68,2,-1,1,2,1,-2.0,57.46554546,-98.73380224
6727,1,3,3,7,7.38,2,-1,1,2,1,4.54,57.52557128,-97.97786952
6728,1,2,3,7,5.43,2,-1,1,2,1,3.0,57.53893597,-95.88217652
6729,1,3,2,0,2.2,2,-1,1,2,1,6.0,57.3510348,-97.15466457
6730,1,2,3,7,6.1,2,-1,1,2,1,2.0,57.50544973,-98.74319648
6731,1,2,3,0,9.66,2,-1,1,2,1,4.0,57.49408752,-98.29242574
6732,1,3,3,0,0.8,2,-1,1,2,1,4.0,57.67976108,-97.11522661
6733,1,2,3,7,4.05,2,-1,1,2,1,4.0,57.68063284,-97.89200827
6734,1,3,3,0,9.24,2,-1,1,2,1,8.0,57.61541169,-97.89731063
6735,1,2,2,7,5.67,2,-1,1,2,1,0.0,57.15075439,-99.04625095
6736,1,3,2,0,7.72,2,-1,1,2,1,-2.0,57.03548399,-97.69044141
6737,1,2,2,7,3.25,2,-1,1,2,1,8.0,57.48235151,-99.00362291
6738,1,4,2,0,8.22,2,-1,1,2,1,6.0,57.89490084,-98.38490578
6739,1,3,2,0,2.63,2,-1,1,2,1,11.0,57.22072992,-98.22134359
6740,1,2,2,7,5.31,2,-1,1,2,1,7.0,57.40432853,-96.46181218
6741,1,3,3,0,5.37,2,-1,1,2,1,0.0,57.50601639,-99.9956841
6742,1,2,3,7,9.63,2,-1,1,2,1,0.0,57.56590074,-96.7507956
6743,1,3,3,7,-0.43,2,-1,1,2,1,6.0,57.16980237,-99.95980043
6744,0,2,0,3,-8.05,2,0,0,2,2,4.0,57.34826367,-99.26472442
6745,1,2,3,7,3.96,2,-1,1,2,1,4.0,57.2505795,-98.01375451
6746,1,3,3,0,4.12,2,-1,1,2,1,6.0,57.29914451,-96.3728026
6747,1,3,3,0,13.81,2,-1,1,2,1,1.0,57.68677344,-98.95029879
6748,1,2,3,7,8.98,2,-1,1,2,1,3.0,56.9718562,-98.17493372
6749,1,2,3,7,7.13,2,-1,1,2,1,11.0,57.78722992,-98.12404703
6750,1,2,3,7,8.03,2,-1,1,2,1,-1.0,57.65013619,-98.43489634
6751,1,3,2,7,9.0,2,-1,1,2,1,1.0,57.81339201,-99.0560063
6752,0,0,0,3,5.86,2,0,0,2,2,4.0,57.79409783,-99.23577674
6753,1,3,2,0,5.06,2,-1,1,2,1,6.0,57.21369534,-98.6554685
6754,1,3,2,7,6.12,2,-1,1,2,1,5.0,57.45145833,-96.17393387
6755,1,3,2,0,12.3,2,-1,1,2,1,-4.0,57.09590496,-99.71535255
6756,1,3,3,0,14.06,2,-1,1,2,1,1.0,57.51125806,-96.80387358
6757,1,3,2,0,2.12,2,-1,1,2,1,10.0,57.60316109,-98.7865317
6758,1,2,2,7,11.45,2,-1,1,2,1,4.0,57.7631438,-100.337787
6759,1,3,2,0,5.6,2,-1,1,2,1,-3.0,57.8184288,-97.11368154
6760,1,2,3,0,2.71,2,-1,1,2,1,3.0,57.55484248,-99.44570269
6761,1,3,2,7,7.78,2,-1,1,2,1,-2.0,57.15454115,-98.26089582
6762,0,4,0,3,2.08,2,0,0,2,2,10.0,57.78959257,-98.23416346
6763,0,0,3,0,5.74,0,-1,0,0,1,13.0,57.64913027,-98.84063879
6764,1,3,3,0,4.72,2,-1,1,2,1,3.0,57.27990237,-96.69917113
6765,1,2,3,0,6.19,2,-1,1,2,1,4.0,57.3392385,-96.43367825
6766,1,3,2,0,6.7,2,-1,1,2,1,6.0,57.99921071,-99.47430918
6767,1,3,3,7,10.8,2,-1,1,2,1,8.0,57.17460218,-99.89063162
6768,1,3,2,0,2.7,2,-1,1,2,1,-3.0,57.24894532,-100.07451
6769,1,3,3,0,6.43,2,-1,1,2,1,4.0,57.12721362,-97.26067963
6770,1,3,2,7,5.82,2,-1,1,2,1,2.0,57.47792065,-97.94310959
6771,1,3,2,7,2.54,2,-1,1,2,1,-1.0,57.59059518,-99.93700711
6772,1,3,3,0,10.87,2,-1,1,2,1,5.0,57.84576867,-97.87143732
6773,1,2,3,7,1.67,2,-1,1,2,1,1.0,58.0224766,-97.86062696
6774,0,2,0,8,3.11,2,0,0,2,2,10.0,57.52038646,-99.60652962
6775,1,3,3,0,-1.52,2,-1,1,2,1,8.0,57.75504672,-99.14773146
6776,1,2,3,7,0.81,2,-1,1,2,1,4.0,57.23186798,-100.2087491
6777,1,2,3,0,2.81,2,-1,1,2,1,7.0,57.95575768,-98.56887389
6778,1,2,3,0,1.87,2,-1,1,2,1,2.0,57.46626938,-98.63055384
6779,1,2,3,0,5.83,2,-1,1,2,1,-2.0,57.62919094,-96.30637957
6780,1,4,2,0,5.98,2,-1,1,2,1,10.0,57.32413992,-98.60495801
6781,1,3,3,0,-2.7,2,-1,1,2,1,9.0,57.44076299,-97.14937257
6782,1,2,2,7,3.68,2,-1,1,2,1,1.0,57.47377399,-98.75619355
6783,1,3,3,0,2.62,2,-1,1,2,1,-4.0,57.6447743,-98.69142788
6784,1,3,3,0,6.8,2,-1,1,2,1,4.0,57.49316053,-99.61478326
6785,1,2,3,0,-2.04,2,-1,1,2,1,4.0,10.0,-98.79134854
6786,1,2,3,0,12.36,2,-1,1,2,1,2.0,57.73062812,-98.96461631
6787,1,2,2,7,10.48,2,-1,1,2,1,4.0,57.49879259,-98.54859609
6788,1,3,3,7,6.29,2,-1,1,2,1,0.0,57.24229399,-98.59794422
6789,1,3,3,7,14.86,2,-1,1,2,1,2.0,57.86708807,-100.4137589
6790,1,3,2,0,2.26,2,-1,1,2,1,7.0,57.52853567,-97.65290418
6791,1,2,3,7,6.37,2,-1,1,2,1,0.0,57.53381305,-96.66576104
6792,1,3,3,7,3.37,2,-1,1,2,1,9.0,57.76601405,-97.1971494
6793,1,3,2,7,8.35,2,-1,1,2,1,7.0,57.64384392,-98.21725398
6794,1,3,2,0,4.27,2,-1,1,2,1,6.0,57.7963794,-97.81101932
6795,1,2,2,7,12.42,2,-1,1,2,1,1.0,57.44536009,-97.35047583
6796,1,3,2,0,0.38,2,-1,1,2,1,6.0,57.35955231,-97.28112075
6797,1,3,3,0,-1.62,2,-1,1,2,1,4.0,57.53183308,-99.35183231
6798,1,3,3,0,-0.85,2,-1,1,2,1,4.0,57.41149507,-98.66456831
6799,1,4,2,7,7.7,2,-1,1,2,1,-2.0,57.64589736,-96.41573847
6800,1,3,3,7,5.18,2,-1,1,2,1,5.0,57.84876021,-97.31777403
6801,1,2,3,7,1.46,2,-1,1,2,1,13.0,57.6067178,-99.94542936
6802,1,2,2,7,11.15,2,-1,1,2,1,7.0,57.42505155,-99.52563998
6803,1,3,2,7,4.09,2,-1,1,2,1,-4.0,57.35584418,-97.8268663
6804,1,2,2,7,8.33,2,-1,1,2,1,7.0,57.88402415,-98.35531414
6805,1,3,2,7,12.07,2,-1,1,2,1,0.0,57.23663269,-97.17273888
6806,1,3,2,0,3.69,2,-1,1,2,1,-6.0,57.63803794,-99.61625013
6807,1,3,2,0,3.0,2,-1,1,2,1,11.0,57.61174163,-98.01980959
