measure,year,month,sector,size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
31130,2008,4.0,education,1527.0,5,117.0,3.0,1983.0,21.1,27.0,33.5,3730.4,oil
31131,2013,6.0,commercial,334.0,8,37.0,4.0,,24.0,30.3,38.0,1677.75,oil
31132,2009,9.0,factory,287.0,8,203.0,5.0,1923.0,19.4,26.4,32.9,1582.69,elec
31133,2007,2.0,commercial,451.0,2,12.0,2.0,1981.0,11.4,19.5,28.3,1633.56,elec
31134,2013,7.0,commercial,203.0,6,117.0,4.0,1953.0,24.4,30.3,36.2,1209.56,elec
31135,2009,5.0,,156.0,3,-7.0,3.0,1978.0,21.1,28.6,33.4,413.96,oil
31136,2009,8.0,education,837.0,5,203.0,3.0,1934.0,24.1,28.9,34.5,,oil
31137,2006,6.0,commercial,589.0,2,12.0,2.0,1956.0,24.8,,34.6,1349.71,gas
31138,2008,3.0,commercial,622.0,3,51.0,1.0,1966.0,18.1,23.5,27.0,877.77,elec
31139,2006,1.0,office,575.0,4,172.0,14.0,1940.0,6.1,14.6,20.1,9394.29,oil
31140,2010,1.0,office,601.0,1,19.0,15.0,1934.0,8.4,14.9,23.3,9591.96,elec
31141,2013,8.0,education,599.0,1,337.0,2.0,1946.0,22.8,29.6,34.7,1610.11,elec
31142,2014,3.0,education,420.0,1,12.0,6.0,1925.0,16.5,24.3,29.7,2263.92,gas
31143,2010,12.0,factory,937.0,3,37.0,4.0,1969.0,8.5,15.8,21.6,2673.26,oil
31144,2011,6.0,education,480.0,4,51.0,2.0,1951.0,25.0,29.4,34.7,1490.23,elec
31145,2005,3.0,education,911.0,5,172.0,1.0,1986.0,16.6,23.2,28.6,1036.67,gas
31146,2009,10.0,commercial,975.0,2,12.0,3.0,1994.0,17.5,23.7,,3351.35,gas
31147,2011,5.0,residential,591.0,5,-7.0,20.0,1964.0,23.4,,35.6,10300.14,elec
31148,2008,11.0,education,425.0,5,-7.0,4.0,1932.0,12.7,18.5,28.0,1850.4,gas
31149,2007,9.0,residential,2730.0,1,-7.0,17.0,1973.0,21.2,26.9,31.1,49120.34,elec
31150,2011,6.0,factory,1515.0,3,117.0,6.0,1934.0,23.7,30.5,34.6,5982.36,oil
31151,2009,10.0,,1068.0,1,12.0,11.0,1946.0,17.1,22.8,31.7,13026.18,elec
31152,2009,8.0,residential,686.0,3,172.0,18.0,1950.0,21.9,30.1,39.7,527.1,gas
31153,2009,4.0,commercial,122.0,6,117.0,1.0,1997.0,17.8,26.0,32.2,137.87,oil
31154,2007,6.0,residential,648.0,8,172.0,29.0,1937.0,26.6,30.2,35.2,13851.58,oil
31155,2011,12.0,,323.0,1,117.0,5.0,1927.0,8.6,14.7,22.9,3203.28,oil
31156,2010,5.0,education,420.0,1,12.0,6.0,1925.0,22.3,28.6,36.1,1968.62,gas
31157,2005,1.0,education,429.0,5,37.0,5.0,1994.0,7.6,14.9,20.5,3410.45,elec
31158,2006,9.0,office,460.0,3,12.0,16.0,1981.0,20.0,26.9,31.6,5941.73,oil
31159,2014,2.0,education,338.0,4,117.0,5.0,2007.0,13.6,18.9,25.7,1320.23,gas
31160,2013,11.0,factory,937.0,3,37.0,4.0,1969.0,13.3,19.5,26.8,2691.81,elec
31161,2006,8.0,office,464.0,5,55.0,18.0,1947.0,24.4,28.9,33.2,4817.52,oil
31162,2005,6.0,commercial,139.0,7,117.0,6.0,1928.0,27.2,,37.7,1366.09,oil
31163,2011,2.0,office,921.0,6,51.0,27.0,1979.0,8.8,19.7,28.1,17730.17,gas
31164,2009,5.0,residential,648.0,8,172.0,29.0,1937.0,22.3,29.0,34.5,11872.79,oil
31165,2014,4.0,commercial,1707.0,4,172.0,6.0,2006.0,24.0,27.8,36.3,15176.19,elec
31166,2006,2.0,office,1418.0,5,12.0,20.0,1964.0,14.1,20.6,28.2,24579.84,oil
31167,2011,7.0,commercial,803.0,6,203.0,4.0,,24.5,29.7,35.9,5036.42,elec
31168,2006,7.0,commercial,524.0,6,117.0,3.0,1929.0,25.5,30.5,35.9,1432.72,gas
31169,2009,11.0,commercial,334.0,8,37.0,4.0,2001.0,11.4,20.5,28.2,2327.38,elec
31170,2005,10.0,commercial,1707.0,4,172.0,6.0,2006.0,16.7,23.0,29.2,,oil
31171,2014,9.0,education,529.0,1,55.0,4.0,1974.0,18.9,25.5,32.4,1900.97,gas
31172,2013,9.0,factory,1272.0,2,19.0,3.0,1922.0,17.1,26.3,32.5,1756.7,gas
31173,2008,4.0,office,439.0,8,117.0,9.0,1987.0,20.3,27.3,35.4,1940.1,gas
31174,2011,5.0,commercial,813.0,3,12.0,4.0,1961.0,22.8,28.9,35.0,3196.07,oil
31175,2009,1.0,commercial,524.0,6,117.0,3.0,1929.0,9.7,15.1,22.6,2990.53,oil
31176,2010,2.0,office,430.0,6,55.0,14.0,2001.0,12.1,19.7,26.6,7416.64,elec
31177,2007,7.0,,734.0,3,337.0,6.0,1952.0,25.7,29.8,36.0,326.84,gas
31178,2006,7.0,,1005.0,4,172.0,6.0,1953.0,25.5,,34.2,3333.53,oil
31179,2013,10.0,office,1122.0,6,37.0,27.0,1958.0,18.4,23.4,28.4,17843.17,gas
31180,2008,2.0,commercial,290.0,2,51.0,4.0,2003.0,14.6,19.3,24.6,2275.83,oil
31181,2006,4.0,commercial,1178.0,4,117.0,3.0,1930.0,19.7,27.6,34.5,5407.71,oil
31182,2012,5.0,residential,800.0,7,203.0,2.0,1978.0,21.7,28.8,34.5,1854.72,elec
31183,2013,5.0,commercial,635.0,2,12.0,5.0,2008.0,20.0,28.6,33.9,4004.5,oil
31184,2006,4.0,education,442.0,5,337.0,5.0,1922.0,22.1,27.5,35.1,2159.58,oil
31185,2010,7.0,residential,460.0,7,55.0,21.0,1967.0,22.0,29.5,34.5,13437.45,elec
31186,2008,11.0,office,356.0,1,55.0,25.0,1952.0,11.1,19.2,25.3,6952.68,gas
31187,2013,7.0,commercial,230.0,6,203.0,4.0,1967.0,23.8,,38.1,918.34,gas
31188,2011,10.0,factory,1005.0,4,172.0,6.0,1953.0,16.6,24.9,32.0,6116.23,elec
31189,2007,6.0,commercial,339.0,1,12.0,1.0,1926.0,23.8,31.1,37.3,584.71,elec
31190,2008,6.0,office,1266.0,6,37.0,29.0,,23.8,30.7,37.1,39063.7,elec
31191,2014,6.0,commercial,1554.0,4,37.0,1.0,1995.0,24.5,29.8,36.5,2138.18,oil
31192,2011,3.0,commercial,301.0,2,337.0,3.0,1992.0,13.5,24.4,31.2,1946.87,elec
31193,2012,3.0,factory,349.0,6,172.0,3.0,1958.0,13.8,23.2,30.0,637.82,oil
31194,2005,12.0,office,1342.0,6,19.0,5.0,1944.0,9.8,14.7,24.6,,elec
31195,2005,3.0,office,1260.0,6,55.0,4.0,1937.0,15.3,23.7,32.2,6209.28,elec
31196,2006,5.0,factory,306.0,6,337.0,5.0,1989.0,23.7,,35.8,1477.98,elec
31197,2006,6.0,factory,953.0,2,-7.0,1.0,1982.0,25.1,30.8,40.5,389.97,gas
31198,2013,9.0,commercial,635.0,2,12.0,5.0,2008.0,21.5,26.6,35.8,5202.43,elec
31199,2012,9.0,office,1203.0,8,172.0,17.0,1963.0,20.4,26.9,31.6,17546.96,oil
31200,2007,12.0,office,487.0,1,51.0,2.0,1934.0,6.2,14.8,21.6,1090.88,elec
31201,2007,10.0,commercial,1178.0,4,117.0,3.0,1930.0,17.7,23.4,28.8,3374.26,gas
31202,2008,2.0,commercial,588.0,2,12.0,4.0,1963.0,14.1,20.3,27.4,3604.14,oil
31203,2005,1.0,commercial,157.0,6,12.0,3.0,1921.0,10.2,,19.5,960.09,elec
31204,2013,5.0,,258.0,3,51.0,9.0,1962.0,21.1,29.9,36.7,1687.1,oil
31205,2006,6.0,residential,1024.0,6,203.0,23.0,1967.0,24.0,,35.2,26114.46,elec
31206,2010,2.0,commercial,448.0,1,-7.0,6.0,1987.0,14.1,20.2,27.3,2449.84,gas
31207,2010,6.0,education,1862.0,8,19.0,6.0,1945.0,19.4,,38.4,20473.18,elec
31208,2008,12.0,commercial,975.0,2,12.0,3.0,1994.0,7.7,14.9,,5313.48,oil
31209,2014,12.0,commercial,547.0,2,172.0,1.0,1923.0,6.1,13.7,21.3,943.47,elec
31210,2008,,factory,520.0,7,117.0,2.0,1964.0,9.9,14.8,23.0,500.53,gas
31211,2014,12.0,office,423.0,7,37.0,4.0,1991.0,8.8,,23.1,2288.26,elec
31212,2008,5.0,factory,788.0,4,117.0,6.0,1998.0,22.1,29.6,34.9,2308.45,gas
31213,2007,5.0,office,399.0,5,37.0,15.0,1922.0,23.7,29.8,34.7,5489.92,elec
31214,2009,3.0,education,1013.0,4,117.0,6.0,1977.0,17.2,23.7,32.6,5426.44,gas
31215,2014,,office,285.0,7,55.0,8.0,1932.0,13.1,,23.8,1219.23,gas
31216,2005,5.0,commercial,1105.0,7,117.0,6.0,1966.0,23.6,29.4,35.2,14346.26,elec
31217,2011,1.0,residential,258.0,3,51.0,9.0,1962.0,8.1,15.3,21.9,134.1,gas
31218,2006,8.0,commercial,635.0,2,12.0,5.0,2008.0,20.8,28.8,36.2,3031.49,gas
31219,2008,6.0,factory,342.0,4,172.0,2.0,1984.0,26.0,,36.7,349.87,gas
31220,2014,7.0,office,582.0,4,37.0,3.0,1975.0,24.5,31.0,36.8,1244.9,gas
31221,2006,7.0,commercial,539.0,6,172.0,4.0,2009.0,23.5,30.4,38.3,2001.2,oil
31222,2006,5.0,,1554.0,4,37.0,1.0,1995.0,20.7,29.5,34.2,1281.43,gas
31223,2009,1.0,commercial,596.0,1,337.0,6.0,1984.0,9.9,15.1,20.5,5607.17,elec
31224,2005,5.0,,230.0,6,203.0,4.0,1967.0,22.4,29.7,36.1,878.42,gas
31225,2010,1.0,commercial,831.0,8,172.0,2.0,1933.0,6.4,15.3,25.4,1142.55,gas
31226,2006,1.0,factory,2362.0,6,117.0,6.0,2007.0,9.5,14.8,19.8,13444.48,oil
31227,2007,7.0,education,861.0,7,19.0,5.0,2003.0,26.3,31.2,36.9,7319.19,elec
31228,2011,11.0,office,843.0,4,203.0,4.0,1941.0,11.9,19.0,23.8,2195.17,gas
31229,2011,4.0,residential,233.0,7,51.0,12.0,1949.0,19.0,26.7,32.4,2658.36,oil
31230,2005,5.0,factory,323.0,5,117.0,3.0,1963.0,22.0,28.4,32.3,925.88,elec
31231,2010,10.0,office,1342.0,6,19.0,5.0,1944.0,17.3,23.3,27.7,7890.96,elec
31232,2010,5.0,commercial,1003.0,4,-7.0,6.0,1994.0,25.2,29.4,34.4,5484.81,gas
31233,2010,12.0,commercial,1003.0,4,-7.0,6.0,1994.0,7.5,13.8,17.5,9908.04,elec
31234,2010,9.0,office,1210.0,1,117.0,7.0,2004.0,21.1,,34.2,6341.07,gas
31235,2007,3.0,office,1122.0,6,37.0,27.0,1958.0,19.0,24.0,29.9,35625.74,elec
31236,2007,2.0,commercial,301.0,7,12.0,2.0,1920.0,11.6,,28.0,630.96,gas
31237,2010,5.0,commercial,312.0,4,172.0,3.0,1959.0,22.0,28.7,33.7,1772.18,elec
31238,2008,3.0,commercial,501.0,8,117.0,6.0,2009.0,16.8,,30.4,6188.7,elec
31239,2009,8.0,commercial,122.0,6,117.0,1.0,1997.0,21.1,29.8,35.2,126.56,oil
31240,2008,6.0,office,258.0,4,117.0,11.0,1950.0,24.8,29.9,,1847.54,gas
31241,2007,5.0,commercial,588.0,2,12.0,4.0,1963.0,21.0,28.8,34.5,4056.73,elec
31242,2008,10.0,education,493.0,2,51.0,2.0,1993.0,18.1,23.2,31.0,1530.59,elec
31243,2012,6.0,office,943.0,8,37.0,7.0,1925.0,23.5,29.8,34.0,5406.22,oil
31244,2007,7.0,education,187.0,1,172.0,4.0,2002.0,25.3,30.1,35.4,555.12,gas
31245,2009,2.0,commercial,323.0,1,117.0,5.0,1927.0,9.7,18.6,24.9,1619.1,gas
31246,2014,10.0,factory,833.0,2,117.0,4.0,1935.0,19.7,,31.0,1704.32,gas
31247,2012,12.0,factory,625.0,2,51.0,1.0,1975.0,8.2,14.6,21.5,696.49,oil
31248,2006,10.0,commercial,2080.0,2,117.0,6.0,2006.0,15.7,22.5,29.0,23678.05,elec
31249,2008,12.0,office,921.0,6,51.0,27.0,1979.0,8.5,15.9,22.5,36206.35,elec
31250,2010,9.0,office,277.0,1,172.0,10.0,1928.0,20.4,25.7,31.7,3412.64,elec
31251,2005,3.0,residential,317.0,6,203.0,28.0,1999.0,18.7,23.5,28.1,6654.97,oil
31252,2013,7.0,factory,349.0,6,172.0,3.0,1958.0,24.5,,34.9,462.51,gas
31253,2013,11.0,commercial,558.0,2,117.0,3.0,1938.0,12.7,20.3,27.6,1678.25,gas
31254,2011,11.0,office,331.0,1,55.0,19.0,1964.0,14.2,19.1,25.8,8452.42,elec
31255,2008,1.0,residential,233.0,7,51.0,12.0,1949.0,6.7,,22.8,2332.45,gas
31256,2013,7.0,residential,623.0,8,337.0,26.0,1993.0,20.0,29.1,34.1,20613.57,elec
31257,2010,7.0,office,430.0,6,55.0,14.0,2001.0,23.3,30.2,36.3,,gas
31258,2012,8.0,factory,388.0,2,337.0,1.0,1941.0,23.9,28.8,36.4,322.66,elec
31259,2008,12.0,office,225.0,6,19.0,23.0,1946.0,8.0,,19.5,3529.35,gas
31260,2007,10.0,commercial,551.0,1,203.0,3.0,1927.0,14.3,22.6,27.8,2083.6,oil
31261,2006,3.0,education,1114.0,4,51.0,4.0,1924.0,18.1,23.9,28.7,3481.03,gas
31262,2014,8.0,commercial,734.0,3,337.0,6.0,1952.0,20.6,29.2,36.8,4111.84,oil
31263,2010,3.0,commercial,339.0,1,37.0,4.0,2009.0,17.4,24.3,32.6,2551.45,elec
31264,2010,2.0,residential,2730.0,1,-7.0,17.0,,15.6,20.2,27.0,31270.36,gas
31265,2008,8.0,commercial,657.0,6,-7.0,1.0,1963.0,22.7,29.4,38.7,927.16,elec
31266,2012,10.0,commercial,489.0,6,37.0,2.0,1934.0,18.0,23.0,29.1,1602.87,oil
31267,2010,10.0,residential,880.0,5,12.0,8.0,2000.0,13.6,,28.6,6008.37,gas
31268,2009,8.0,,982.0,8,55.0,28.0,1959.0,22.0,28.7,34.3,36391.07,elec
31269,2012,2.0,education,388.0,4,172.0,2.0,1936.0,10.2,19.2,25.1,1095.09,elec
31270,2005,7.0,commercial,323.0,1,117.0,5.0,1927.0,24.9,30.0,35.7,2028.12,oil
31271,2013,6.0,commercial,635.0,2,12.0,5.0,2008.0,20.7,29.3,34.4,4576.57,oil
31272,2007,8.0,commercial,301.0,7,12.0,2.0,1920.0,24.0,29.2,34.9,,elec
31273,2012,1.0,education,256.0,7,37.0,2.0,1946.0,9.4,,18.7,481.87,gas
31274,2009,6.0,residential,1172.0,8,12.0,2.0,1997.0,26.0,,35.3,941.73,gas
31275,2009,8.0,factory,240.0,3,37.0,5.0,1957.0,24.7,28.0,31.4,1043.28,elec
31276,2007,3.0,residential,2730.0,1,-7.0,17.0,1973.0,17.9,23.7,29.6,28551.2,gas
31277,2011,8.0,commercial,575.0,6,19.0,5.0,1979.0,26.6,29.4,34.0,6085.8,elec
31278,2013,9.0,residential,390.0,7,55.0,15.0,1933.0,19.4,25.4,34.3,4317.04,gas
31279,2011,7.0,commercial,425.0,8,117.0,3.0,1956.0,26.0,31.3,35.1,2019.19,elec
31280,2007,7.0,commercial,139.0,7,117.0,6.0,1928.0,24.9,29.9,37.8,957.37,gas
31281,2012,2.0,factory,323.0,5,117.0,3.0,1963.0,12.5,19.4,26.9,,elec
31282,2006,10.0,residential,594.0,8,337.0,26.0,1994.0,13.9,22.4,28.2,16509.39,elec
31283,2013,7.0,,351.0,3,203.0,5.0,1946.0,26.6,31.7,37.5,2971.99,elec
31284,2012,9.0,,367.0,2,-7.0,6.0,1974.0,19.5,25.9,31.4,2735.64,oil
31285,2009,7.0,commercial,317.0,8,51.0,2.0,1976.0,25.4,30.7,37.3,1054.26,elec
31286,2008,5.0,factory,306.0,6,337.0,5.0,1989.0,26.0,29.7,36.3,984.56,oil
31287,2010,11.0,commercial,575.0,6,19.0,5.0,1979.0,13.6,19.8,25.5,2745.05,gas
31288,2007,12.0,,323.0,1,117.0,5.0,1927.0,5.0,14.2,21.6,2912.17,elec
31289,2012,9.0,commercial,290.0,2,-7.0,5.0,1981.0,20.5,27.2,34.4,2090.09,oil
31290,2005,3.0,office,286.0,3,55.0,15.0,1937.0,16.6,23.7,33.2,3459.46,elec
31291,2014,9.0,residential,233.0,7,51.0,12.0,1949.0,20.4,,33.9,2242.74,gas
31292,2008,7.0,commercial,301.0,2,337.0,3.0,1992.0,25.1,30.6,37.5,1557.49,elec
31293,2011,9.0,factory,923.0,8,12.0,3.0,1975.0,20.6,27.0,32.4,927.06,gas
31294,2014,12.0,office,286.0,3,55.0,15.0,1937.0,8.8,14.7,20.0,275.29,gas
31295,2008,4.0,education,453.0,5,55.0,2.0,1937.0,21.5,27.4,34.3,986.16,gas
31296,2007,11.0,residential,244.0,6,117.0,23.0,1994.0,12.6,,24.9,6221.06,oil
31297,2009,12.0,commercial,323.0,1,117.0,5.0,1927.0,8.5,14.9,20.3,2405.7,elec
31298,2008,4.0,residential,390.0,7,55.0,15.0,1933.0,23.2,27.0,,4317.04,gas
31299,2010,,,650.0,1,12.0,2.0,1999.0,19.3,26.4,32.3,1379.79,oil
31300,2009,5.0,office,976.0,3,19.0,26.0,2001.0,23.1,29.0,35.1,1345.18,gas
31301,2009,1.0,commercial,451.0,2,12.0,2.0,1981.0,6.6,15.0,22.7,1866.92,elec
31302,2007,2.0,commercial,596.0,1,337.0,6.0,1984.0,13.8,20.9,26.7,5326.81,elec
31303,2008,6.0,education,442.0,5,337.0,5.0,1922.0,24.8,30.4,36.4,2733.55,gas
31304,2010,11.0,commercial,831.0,8,172.0,2.0,1933.0,14.7,19.6,27.1,2992.14,oil
31305,2011,6.0,factory,3888.0,8,172.0,1.0,1963.0,23.7,30.4,38.2,2729.38,oil
31306,2012,5.0,office,1342.0,6,19.0,5.0,1944.0,23.5,29.9,36.8,6542.25,oil
31307,2013,11.0,commercial,372.0,6,55.0,3.0,1997.0,8.5,18.6,24.2,1662.39,elec
31308,2011,4.0,commercial,1265.0,7,117.0,3.0,1971.0,21.3,26.9,33.8,7527.46,elec
31309,2014,12.0,commercial,230.0,6,203.0,4.0,1967.0,9.3,15.6,23.1,838.49,gas
31310,2010,3.0,commercial,547.0,7,203.0,1.0,1979.0,17.8,23.5,28.7,986.35,elec
31311,2007,11.0,office,1122.0,6,37.0,27.0,1958.0,14.6,20.4,24.8,20660.51,gas
31312,2006,6.0,office,356.0,1,55.0,25.0,1952.0,24.8,31.2,38.3,9469.6,elec
31313,2010,10.0,factory,371.0,2,117.0,2.0,1945.0,14.5,23.6,33.0,360.56,gas
31314,2014,3.0,residential,317.0,6,12.0,23.0,1945.0,16.5,23.4,32.3,6921.71,oil
31315,2008,11.0,commercial,635.0,2,12.0,5.0,2008.0,11.1,20.0,26.2,4285.77,oil
31316,2008,4.0,commercial,437.0,1,-7.0,3.0,1960.0,23.7,27.5,35.6,1503.19,oil
31317,2010,10.0,commercial,260.0,4,117.0,4.0,2009.0,16.8,23.2,26.8,947.86,gas
31318,2012,1.0,commercial,1707.0,4,172.0,6.0,2006.0,9.5,,22.8,21159.98,oil
31319,2008,12.0,office,176.0,6,55.0,24.0,1972.0,6.6,14.1,19.4,5025.27,oil
31320,2007,10.0,factory,1515.0,3,117.0,6.0,1934.0,17.0,23.1,29.4,494.54,gas
31321,2007,,commercial,425.0,8,117.0,3.0,1956.0,14.3,20.1,26.1,1886.43,oil
31322,2014,5.0,commercial,734.0,3,337.0,6.0,1952.0,23.6,28.7,34.5,4328.25,oil
31323,2012,4.0,residential,982.0,8,55.0,28.0,1959.0,21.2,26.6,31.1,32192.1,elec
31324,2008,8.0,commercial,558.0,2,117.0,3.0,1938.0,19.6,29.6,35.8,2381.6,oil
31325,2007,6.0,commercial,451.0,2,12.0,2.0,1981.0,18.5,30.5,36.5,1477.98,elec
31326,2009,4.0,residential,1186.0,3,117.0,5.0,1999.0,21.4,27.2,34.5,5379.7,elec
31327,2009,6.0,office,460.0,3,12.0,16.0,1981.0,20.9,30.6,38.8,7418.88,elec
31328,2010,9.0,factory,1272.0,2,19.0,3.0,1922.0,16.8,27.1,36.0,2652.53,oil
31329,2006,11.0,factory,320.0,8,37.0,3.0,1990.0,12.0,19.6,26.5,385.69,gas
31330,2014,2.0,factory,937.0,3,37.0,4.0,1969.0,16.6,20.4,26.1,180.38,gas
31331,2009,3.0,residential,863.0,5,19.0,4.0,1940.0,17.6,24.1,28.8,2422.09,oil
31332,2013,8.0,commercial,551.0,1,203.0,3.0,1927.0,23.9,29.6,34.8,1506.54,gas
31333,2014,4.0,residential,293.0,8,172.0,28.0,1972.0,23.0,27.3,32.9,7517.1,elec
31334,2007,1.0,office,529.0,2,117.0,26.0,1989.0,7.3,14.1,21.3,20328.29,oil
31335,2014,12.0,commercial,184.0,4,-7.0,2.0,1926.0,9.1,15.7,19.9,731.76,oil
31336,2014,3.0,commercial,539.0,6,172.0,4.0,2009.0,19.6,24.0,30.4,2152.12,gas
31337,2008,10.0,commercial,388.0,4,37.0,3.0,1970.0,18.8,,30.5,1111.39,gas
31338,2014,1.0,education,545.0,5,19.0,4.0,2002.0,4.3,14.2,19.9,3128.91,oil
31339,2005,4.0,commercial,501.0,8,117.0,6.0,2009.0,20.6,27.2,31.8,,oil
31340,2010,8.0,factory,819.0,3,37.0,6.0,2006.0,22.8,28.9,38.2,4457.98,elec
31341,2012,8.0,commercial,301.0,2,337.0,3.0,1992.0,23.6,29.1,35.1,991.51,gas
31342,2006,3.0,office,956.0,2,51.0,13.0,2002.0,15.3,22.4,29.8,6356.92,gas
31343,2009,12.0,office,1418.0,5,12.0,20.0,1964.0,8.1,,21.4,,elec
31344,2008,10.0,office,435.0,6,117.0,9.0,1990.0,16.6,23.5,,2305.94,gas
31345,2007,12.0,education,508.0,2,19.0,3.0,2006.0,9.6,14.4,20.3,1247.24,gas
31346,2013,7.0,office,577.0,6,203.0,3.0,1941.0,25.9,31.7,38.1,1395.19,gas
31347,2008,3.0,commercial,277.0,2,12.0,5.0,2009.0,15.6,23.6,27.7,2207.35,oil
31348,2010,5.0,residential,648.0,8,172.0,29.0,1937.0,21.6,29.0,35.9,13392.23,elec
31349,2011,11.0,education,453.0,5,55.0,2.0,1937.0,11.9,18.3,25.2,986.16,gas
31350,2009,5.0,factory,306.0,6,337.0,5.0,1989.0,22.1,29.6,34.9,853.74,gas
31351,2013,4.0,education,453.0,5,55.0,2.0,1937.0,21.0,26.9,34.7,922.22,oil
31352,2006,1.0,office,489.0,2,19.0,18.0,2005.0,7.6,14.4,19.8,5702.82,gas
31353,2008,4.0,office,277.0,1,172.0,10.0,1928.0,19.6,27.1,33.2,,elec
31354,2011,9.0,commercial,388.0,4,37.0,3.0,1970.0,19.9,26.7,37.1,2108.05,elec
31355,2005,5.0,office,331.0,1,55.0,19.0,1964.0,21.6,29.3,35.1,4660.15,oil
31356,2009,2.0,commercial,877.0,2,55.0,2.0,1984.0,13.6,18.7,25.5,3630.36,elec
31357,2014,2.0,commercial,599.0,8,337.0,1.0,1948.0,15.1,20.1,27.4,1185.78,elec
31358,2013,6.0,office,582.0,4,37.0,3.0,1975.0,24.4,30.7,36.8,1299.02,gas
31359,2013,7.0,education,425.0,5,-7.0,4.0,1932.0,23.9,30.3,36.7,2495.0,elec
31360,2011,3.0,factory,1005.0,4,172.0,6.0,1953.0,18.2,22.5,27.6,2944.15,gas
31361,2007,2.0,commercial,232.0,5,172.0,3.0,1976.0,14.8,20.4,28.1,819.39,oil
31362,2011,6.0,office,582.0,4,37.0,3.0,1975.0,23.5,30.3,36.1,1028.39,gas
31363,2013,5.0,office,286.0,3,55.0,15.0,1937.0,20.9,28.9,33.6,251.35,gas
31364,2012,4.0,commercial,1554.0,4,37.0,1.0,1995.0,22.7,27.4,31.5,3198.13,elec
31365,2006,1.0,office,285.0,7,55.0,8.0,1932.0,8.7,15.7,23.3,2936.64,elec
31366,2012,2.0,commercial,547.0,2,172.0,1.0,1923.0,11.1,18.9,24.5,816.52,oil
31367,2008,7.0,commercial,301.0,7,12.0,2.0,1920.0,22.5,30.5,37.1,986.08,oil
31368,2010,12.0,commercial,1029.0,5,117.0,4.0,1956.0,10.3,14.9,19.5,7047.65,elec
31369,2010,2.0,education,337.0,8,203.0,1.0,1940.0,12.2,18.8,24.7,480.33,elec
31370,2009,10.0,commercial,277.0,2,12.0,5.0,2009.0,18.1,23.4,33.7,1124.04,gas
31371,2006,4.0,office,659.0,7,117.0,22.0,1920.0,20.7,26.3,35.9,13428.77,oil
31372,2007,1.0,commercial,448.0,1,-7.0,6.0,1987.0,10.7,15.4,22.2,4153.74,oil
31373,2006,12.0,residential,1085.0,5,37.0,7.0,1928.0,6.7,14.8,21.8,6200.21,gas
31374,2008,5.0,factory,407.0,4,-7.0,4.0,1979.0,24.3,29.6,34.6,1364.1,elec
31375,2007,8.0,residential,954.0,8,117.0,27.0,1943.0,23.5,28.9,33.1,10348.53,gas
31376,2006,6.0,,741.0,2,55.0,9.0,2004.0,25.1,30.2,34.9,5435.9,oil
31377,2006,4.0,residential,686.0,3,172.0,18.0,1950.0,20.0,26.7,30.5,713.13,gas
31378,2006,7.0,commercial,547.0,6,37.0,5.0,1992.0,24.4,,40.1,2611.38,gas
31379,2009,1.0,commercial,776.0,7,117.0,3.0,2002.0,10.6,15.9,22.0,5456.94,oil
31380,2005,2.0,office,1342.0,6,19.0,5.0,1944.0,12.8,19.2,26.9,,elec
31381,2012,3.0,residential,460.0,7,55.0,21.0,1967.0,15.1,22.8,32.0,10989.98,oil
31382,2014,5.0,commercial,2080.0,2,117.0,6.0,2006.0,20.2,28.8,35.2,25830.6,elec
31383,2013,2.0,commercial,596.0,1,337.0,6.0,1984.0,13.9,18.6,24.0,2933.25,gas
31384,2014,2.0,factory,452.0,5,-7.0,2.0,1939.0,7.1,18.9,26.4,726.8,gas
31385,2008,2.0,education,429.0,5,37.0,5.0,1994.0,15.8,19.9,26.2,2653.15,gas
31386,2007,11.0,residential,1186.0,3,117.0,5.0,1999.0,11.2,19.0,25.1,6186.65,elec
31387,2014,3.0,office,356.0,1,55.0,25.0,1952.0,14.7,23.6,31.5,8415.44,oil
31388,2014,12.0,residential,179.0,3,12.0,7.0,1978.0,9.5,15.3,20.8,1523.32,oil
31389,2005,8.0,commercial,290.0,2,51.0,4.0,2003.0,20.5,28.6,37.5,1323.72,oil
31390,2007,1.0,factory,595.0,7,37.0,1.0,1999.0,8.2,14.9,22.7,397.72,gas
31391,2009,9.0,office,601.0,1,19.0,15.0,1934.0,22.7,27.1,31.4,5868.76,gas
31392,2013,5.0,office,423.0,7,37.0,4.0,1991.0,20.4,28.5,33.2,1732.18,oil
31393,2008,4.0,factory,595.0,7,37.0,1.0,1999.0,14.9,26.4,35.2,512.26,oil
31394,2005,6.0,commercial,489.0,6,37.0,2.0,1934.0,25.4,30.3,35.8,1388.37,oil
31395,2009,11.0,education,1013.0,4,117.0,6.0,1977.0,13.8,19.6,26.4,10292.73,elec
31396,2006,11.0,commercial,323.0,1,117.0,5.0,1927.0,11.9,18.6,24.7,2594.76,oil
31397,2009,11.0,education,254.0,1,337.0,3.0,1963.0,11.0,,24.6,1116.74,oil
31398,2007,10.0,education,812.0,7,337.0,3.0,2008.0,15.3,22.7,31.4,2396.88,gas
31399,2007,12.0,residential,800.0,7,203.0,2.0,1978.0,8.2,15.8,21.4,2218.74,oil
31400,2009,8.0,residential,460.0,7,55.0,21.0,1967.0,23.0,29.1,34.0,9518.19,elec
