sample,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
5618,,0.56,0.2,2,0.082,114,22,very high,3.22,0.44,9.6,5,red
5619,8.9,0.48,1.2,2.85,0.094,135,106,very high,3.1,0.53,9.2,5,red
5620,7.6,0.42,0.4,2.7,0.084,115,48,high,3.21,0.59,10,5,red
5621,7.1,0.31,1.5,2.2,0.053,134,127,high,2.94,1.62,9.5,5,red
5622,7.5,1.115,0.4,3.1,0.086,87,12,high,3.54,,11.2,4,red
5623,9,0.66,0.85,3,0.077,103,13,very high,3.29,0.55,10.4,5,red
5624,8.1,0.72,0.54,2.8,0.084,136,49,very high,3.43,0.72,11.1,6,red
5625,6.4,0.57,0.1,1.8,0.067,102,11,very high,3.46,0.68,9.5,5,red
5626,6.4,0.57,0.1,1.8,0.067,102,11,very high,3.46,0.68,9.5,5,red
5627,6.4,0.865,0.18,3.2,0.071,145,58,high,3.61,0.49,12.7,6,red
5628,9.5,0.55,3.3,,0.387,114,37,very high,3.17,0.67,9.6,5,red
5629,8.9,0.875,0.65,3.45,0.088,,14,very high,3.44,0.52,11.5,5,
5630,7.3,0.835,0.15,2.1,0.092,112,19,high,3.39,0.47,9.6,5,red
5631,,0.45,1.7,2.7,0.082,114,72,very high,3.55,0.6,9.5,5,red
5632,7.7,0.56,1,2,0.075,111,39,very high,3.48,0.62,9.3,5,red
5633,7.7,0.965,0.5,2.1,0.112,107,22,high,3.26,0.5,9.5,5,red
5634,7.7,0.965,0.5,2.1,0.112,107,22,high,3.26,0.5,9.5,5,red
5635,8.2,,0,2.5,0.093,139,58,very high,3.5,0.65,9.3,6,red
5636,9,0.46,1.15,2.8,0.092,128,104,very high,3.1,,9.2,5,red
5637,9,0.69,0,2.4,0.088,117,38,very high,3.35,0.6,9.3,5,red
5638,8.3,0.76,1.74,4.2,0.075,132,16,high,3.45,0.68,11.5,6,red
5639,,0.53,1.2,2.6,0.078,130,139,very high,3.21,0.57,9.5,5,red
5640,6.5,0.615,0,1.9,0.065,101,18,very high,3.46,0.65,9.2,5,red
5641,11.6,,2.9,2.8,0.096,125,101,very high,3.13,0.53,10,5,red
5642,11.1,0.39,2.7,2.7,0.095,127,101,very high,3.13,0.51,9.5,5,red
5643,7.3,0.51,1.08,2.1,0.07,136,28,very high,3.52,0.73,9.5,6,red
5644,8.2,0.34,2.28,2.5,0.08,130,57,very high,3.3,0.47,9,6,red
5645,8.6,0.33,2,2.6,0.083,116,68,very high,3.3,0.48,9.4,5,
5646,7.2,0.5,1.08,2.1,0.071,136,31,very high,3.52,0.72,9.6,6,red
5647,7.3,0.51,1.08,2.1,0.07,134,28,very high,3.52,0.73,9.5,6,red
5648,8.3,0.65,0.5,2.9,0.089,123,40,very high,3.29,0.55,9.5,5,red
5649,8.3,0.65,0.5,2.9,0.089,121,40,very high,3.29,0.55,9.5,5,red
5650,7.6,0.54,0.65,2.5,0.097,124,66,very high,3.39,0.61,9.4,5,red
5651,8.3,0.65,0.5,2.9,0.089,117,40,very high,3.29,0.55,9.5,5,red
5652,7.8,0.48,4.08,1.7,0.415,136,32,high,3.09,1.06,9.1,6,red
5653,7.8,0.91,0.42,1.9,0.058,138,47,high,3.51,0.43,10.7,6,red
5654,6.3,0.98,0.06,2,0.057,135,33,medium,3.6,,11.2,6,red
5655,,,0,2.2,0.084,104,31,high,3.25,0.5,9.8,5,red
5656,8.1,0.87,0,2.2,0.084,114,31,high,3.25,0.5,9.8,5,red
5657,8.8,0.42,1.05,2.5,0.092,135,88,very high,3.19,0.52,9.2,5,red
5658,,0.58,1.25,2.8,0.075,107,104,very high,3.23,0.57,9.7,5,red
5659,9.3,0.655,1.3,2,0.096,,35,very high,3.25,0.42,9.6,5,red
5660,8.8,0.7,0,1.7,0.069,122,19,very high,3.31,0.53,,6,red
5661,,0.655,1.3,2,0.096,101,35,very high,3.25,0.42,9.6,5,red
5662,9.1,0.68,0.66,2.8,0.093,137,44,very high,3.31,0.55,9.5,6,red
5663,9.2,0.67,0.6,3,0.091,134,48,very high,3.31,0.54,9.5,6,red
5664,8.8,0.59,0.9,2.9,0.089,110,74,very high,3.14,0.54,9.4,5,
5665,7.5,0.6,1.6,2.7,0.103,111,98,very high,3.45,0.62,9.5,5,
5666,7.1,0.59,0.12,2.3,0.082,142,94,very high,3.55,0.53,9.7,6,red
5667,7.9,0.72,0.05,1.9,0.076,109,32,high,3.39,0.54,9.6,5,red
5668,7.1,0.59,0.12,2.3,0.082,146,94,very high,3.55,0.53,9.7,6,
5669,9.4,0.685,1.3,2.4,0.082,115,143,very high,3.28,0.55,9.4,5,red
5670,,0.57,1.35,2.3,0.082,121,144,very high,3.27,0.55,9.4,5,red
5671,7.9,0.4,1.74,1.8,0.157,119,44,very high,3.3,0.92,9.5,6,red
5672,7.9,,1.8,1.8,0.157,124,45,very high,3.31,0.91,9.5,6,red
5673,7.2,1,0,3,0.102,109,16,high,3.43,,10,5,red
5674,6.9,0.765,1.08,2.4,0.243,119.5,48,high,3.4,0.6,10.3,6,red
5675,,0.635,1.02,2.4,0.241,,18,high,3.4,0.59,10.3,6,red
5676,8.3,0.43,1.5,3.4,0.079,107,34,very high,3.36,0.61,10.5,5,red
5677,7.1,0.52,0.15,2.6,0.076,121,92,very high,3.5,0.6,9.8,5,red
5678,7,0.57,0,2,0.19,128,45,high,3.31,0.6,9.4,6,red
5679,6.5,0.46,0.7,2.4,0.114,113,37,very high,3.66,0.65,9.8,5,red
5680,9,0.82,0.25,2.4,0.081,124,96,very high,3.36,0.53,10,5,red
5681,6.5,0.46,0.7,2.4,0.114,113,37,very high,3.66,0.65,9.8,5,red
5682,7.1,,0.05,2.5,0.077,120,85,very high,3.55,0.59,9.8,5,red
5683,9.9,0.35,2.05,2.3,0.083,113,61,very high,3.21,0.5,9.5,5,red
5684,9.9,0.35,2.05,2.3,0.083,113,61,very high,3.21,0.5,9.5,5,red
5685,10,0.56,1.44,2.2,0.079,139,58,very high,3.18,0.56,10.1,6,red
5686,10,0.56,1.44,2.2,0.079,135,58,very high,3.18,0.56,10.1,6,red
5687,8.6,0.63,0.85,2.9,0.099,,119,very high,3.09,0.52,9.3,5,red
5688,7.4,0.37,2.58,2.6,0.082,140,82,very high,3.33,0.68,9.7,6,red
5689,8.8,0.64,0.85,2.9,0.084,125,130,very high,3.23,0.54,9.6,5,red
5690,7.1,,0.12,2.5,0.081,135,87,very high,3.48,0.6,9.7,6,red
5691,7.7,0.6,0,2.6,0.055,107,13,high,3.38,0.56,10.8,5,red
5692,,0.27,3.24,2.3,0.065,125,26,high,3.17,0.53,12.5,6,red
5693,10.8,0.89,1.5,2.6,0.132,105,60,very high,2.99,1.18,10.2,5,red
5694,,0.46,1.55,2.5,0.126,126,64,very high,3.1,0.74,9.6,5,red
5695,,0.37,3.08,1.6,0.038,161,42,high,3.24,0.81,10.8,7,red
5696,9.4,0.5,2.04,3.6,0.082,125,14,very high,3.29,,10.7,6,red
5697,9.4,0.5,2.04,3.6,0.082,123,14,very high,3.29,,10.7,6,red
5698,7.2,0.61,0.4,4,0.082,124,108,high,3.25,0.51,9.4,5,red
5699,8.6,0.55,0.45,3.3,0.068,108,17,very high,3.23,0.44,10,5,red
5700,5.1,0.585,0,1.7,0.044,154,86,medium,3.56,,12.9,7,
5701,7.7,0.56,0.48,2.5,0.114,138,46,very high,3.24,0.66,9.6,6,red
5702,,0.52,1.32,2.7,0.084,128,18,high,3.26,0.57,9.9,6,red
5703,8.2,0.28,2.8,2.4,0.052,144,10,medium,3.33,0.7,12.8,7,red
5704,8.4,0.25,2.73,2,0.041,146,10,medium,3.27,0.71,12.5,7,red
5705,8.2,0.28,2.8,2.4,0.052,140,10,medium,3.33,0.7,12.8,7,red
5706,7.4,,0.6,1.9,0.165,104,12,very high,3.26,0.86,9.2,5,red
5707,,0.48,1.86,2.8,0.07,124,15,high,3.22,0.55,10.3,6,red
5708,7.3,0.49,0.5,2.6,0.068,104,14,high,3.3,0.47,10.5,5,red
5709,12.9,0.5,3.3,2.8,0.072,123,24,very high,3.09,0.68,10.9,6,red
5710,10.8,0.45,1.65,2.5,0.099,120,38,very high,3.24,0.71,10.8,5,
5711,6.9,,0.96,2.1,0.102,84,7,medium,3.44,0.58,11.4,4,red
5712,12.6,0.41,3.24,2.8,0.103,135,41,very high,3.21,0.76,11.3,6,red
5713,10.8,0.45,1.65,2.5,0.099,122,38,very high,3.24,0.71,10.8,5,red
5714,9.8,0.51,1.14,3.2,0.081,128,30,very high,3.23,0.58,10.5,6,red
5715,10.8,0.29,2.52,1.6,0.084,143,27,high,3.28,0.73,11.9,6,red
5716,7.1,0.715,0,2.35,0.071,117,47,high,3.29,0.45,9.4,5,red
5717,9.1,0.66,0.75,3.2,0.097,107,59,very high,3.28,0.54,9.6,5,red
5718,7,0.685,0,1.9,0.099,111,22,high,3.34,0.6,9.7,5,red
5719,,0.42,0,2.1,0.048,154,42,low,3.71,0.74,14,7,red
5720,6.7,0.54,0.65,2,0.076,111,36,very high,3.61,0.64,9.8,5,red
5721,6.7,,0.65,2,0.076,115,36,very high,3.61,0.64,9.8,5,red
5722,,0.48,1.4,2.8,0.068,108,16,high,3.24,,10.3,5,red
5723,7.1,0.46,0.7,2.8,0.076,,37,high,3.36,0.49,10.7,5,red
5724,7.5,0.27,2.38,2.3,0.05,140,8,high,3.4,0.64,11,7,red
5725,7.1,,0.7,2.8,0.076,113,37,high,3.36,0.49,10.7,5,red
5726,7.8,0.57,0.72,2.3,0.065,192,45,medium,3.46,,12.7,8,red
5727,,0.61,0.48,2.1,0.071,136,24,medium,3.56,0.77,11.1,6,red
5728,7.5,0.685,0.28,2.5,0.058,91,9,high,3.38,0.55,,4,red
5729,5.9,0.61,0.48,2.1,0.071,140,24,medium,3.56,0.77,11.1,6,red
5730,10.4,,1.26,,0.145,98,48,very high,3.38,0.86,9.9,3,red
5731,11.6,0.47,1.76,1.6,0.147,112,51,very high,3.38,0.86,9.9,4,red
5732,8.8,0.685,1.3,1.6,0.088,116,23,high,3.32,0.47,9.4,5,red
5733,7.6,0.665,0.5,,0.066,121,55,high,3.39,0.51,9.3,5,red
5734,6.7,0.28,1.96,2.4,0.012,178,100,low,3.26,0.39,11.7,7,red
5735,6.7,0.28,1.96,2.4,0.012,178,100,low,3.26,0.39,11.7,7,red
5736,10.1,0.31,2.45,1.6,0.075,149,28,high,3.24,0.83,11.2,7,red
5737,6,0.5,0.2,2.2,0.092,115,26,high,3.46,0.47,10,5,red
5738,11.1,0.42,3.29,2.65,0.085,147,34,very high,3.24,0.77,12.1,7,red
5739,,0.66,,3,0.115,119,31,high,3.45,0.63,10.3,5,red
5740,10.6,0.5,2.7,2.6,0.119,154,68,very high,3.23,0.72,10.9,6,red
5741,7.1,0.685,1.75,2,0.088,107,92,high,3.28,0.62,9.4,5,red
5742,9.9,0.25,2.76,1.7,0.062,142,42,high,3.18,0.83,10.6,6,red
5743,6.4,0.64,1.05,1.8,0.081,114,31,,3.59,0.66,9.8,5,red
5744,,0.64,1.05,1.8,0.081,112,31,high,3.59,0.66,9.8,5,red
5745,7.4,0.68,0.96,1.8,0.078,132,39,very high,3.5,0.7,9.9,6,red
5746,6.4,0.64,1.05,1.8,0.081,112,31,high,3.59,0.66,9.8,5,red
5747,6.4,0.63,1.05,1.6,0.08,110,32,high,3.58,0.66,9.8,5,red
5748,9.3,0.43,2.2,1.9,0.085,109,22,very high,3.28,0.55,9.5,5,red
5749,9.3,0.43,2.2,1.9,0.085,109,22,very high,3.28,0.55,9.5,5,red
5750,8,0.42,1.6,2.5,0.08,126,122,very high,3.22,,9.7,5,red
5751,9.3,0.36,2.34,1.5,0.08,161,55,high,3.47,0.73,10.9,6,red
5752,9.3,0.36,,1.5,0.08,159,55,high,3.47,0.73,10.9,6,red
5753,7.6,,0.14,2.5,0.071,146,14,high,3.51,,11.7,7,red
5754,9.3,0.36,2.34,1.5,0.08,161,55,high,3.47,0.73,10.9,6,red
5755,8.2,0.26,2.38,2.5,0.073,152,47,high,3.4,0.78,11.3,7,
5756,11.7,0.28,3.29,1.7,0.054,155,32,high,3.15,0.67,10.6,7,red
5757,6.8,0.56,1.32,1.8,0.074,133,24,medium,3.4,0.82,11.2,6,
5758,7.2,0.62,0.3,2.7,0.077,117,85,very high,3.51,0.54,9.5,5,red
5759,5.8,1.01,3.96,2,0.039,133,88,medium,3.66,0.6,11.5,6,red
5760,7.5,0.42,1.6,2.7,0.067,107,25,high,3.24,0.44,10.4,5,red
5761,7.2,0.62,0.3,2.5,0.078,115,84,very high,3.51,0.53,9.7,5,red
5762,7.2,0.62,0.3,2.7,0.077,117,85,very high,3.51,0.54,9.5,5,red
5763,7.2,0.635,0.35,2.6,0.077,116,86,very high,3.51,0.54,9.7,5,red
5764,6.8,0.49,1.32,2.3,0.071,135,24,medium,3.41,0.83,11.3,6,red
5765,6.9,0.51,1.38,2,0.072,129,22,medium,3.4,0.84,11.2,6,red
5766,6.8,0.56,1.32,1.8,0.074,135,24,medium,3.4,0.82,11.2,6,red
5767,7.6,0.63,0.18,2,0.08,141,43,high,3.44,0.64,,6,red
5768,7.7,0.715,0.06,2.1,0.064,159,43,medium,3.41,0.57,11.8,6,red
5769,6.9,0.56,0.15,1.5,0.086,136,46,high,3.53,0.57,10.6,5,red
5770,7.3,,0.96,2,0.067,108,48,high,3.43,0.54,10,4,red
5771,9.1,,2.59,1.6,0.067,148,10,high,3.23,0.58,11.1,7,red
5772,,,3.22,2.1,0.104,148,10,high,3.12,0.65,11.8,7,red
5773,,0.31,2.8,2.8,0.109,147,16,high,3.31,0.79,11.8,7,red
5774,7.1,0.47,0,2.2,0.067,89,14,high,3.4,0.58,10.9,4,red
5775,7.7,0.715,0.06,2.1,0.064,149,43,medium,3.41,0.57,11.8,6,red
5776,8.8,0.61,1.14,4,0.094,148,69,very high,3.22,0.5,10,6,red
5777,7.2,0.6,0.2,2.5,0.076,122,88,very high,3.53,0.55,9.5,5,red
5778,9.2,0.56,0.9,1.6,0.078,108,21,high,3.15,0.49,9.9,5,red
5779,7.6,0.715,0,2.1,0.068,152,35,high,3.48,0.65,11.4,6,red
5780,,0.31,1.74,3.1,0.194,130,26,high,3.22,0.78,12,6,red
5781,7.2,0.6,0.2,2.5,0.076,112,88,very high,3.53,0.55,9.5,5,red
5782,8.8,0.61,1.14,4,0.094,152,69,very high,3.22,0.5,10,6,red
5783,8.9,,0.7,2.5,0.086,111,30,very high,3.34,0.64,10.5,5,red
5784,9,0.8,0.72,2.4,0.083,130,28,very high,3.33,0.65,10.4,6,red
5785,10.7,0.52,2.66,2.6,0.066,169,56,high,3.15,0.79,12.1,7,red
5786,6.8,0.57,0,2.5,0.072,156,64,high,3.43,0.56,11.2,6,red
5787,,0.9,1.7,6.6,0.112,123,99,very high,3.22,0.68,9.3,5,red
5788,7.2,0.34,1.2,2,0.071,,52,high,3.44,0.58,10.1,5,red
5789,7.2,0.66,0.15,,0.078,116,86,very high,3.53,0.57,9.7,5,red
5790,,0.45,1.38,1.9,0.082,134,18,very high,3.22,0.65,9.3,6,
5791,7.2,0.66,0.15,2.3,0.078,116,86,very high,3.53,0.57,9.7,5,red
5792,7.2,0.63,0.18,2.2,0.08,139,88,very high,3.53,0.58,9.8,6,red
5793,7.1,0.59,0.06,2.3,0.08,149,43,high,3.42,0.58,10.7,6,red
5794,8.3,0.31,2.73,2.4,0.078,157,43,medium,3.31,0.77,12.5,7,red
5795,7.1,0.59,0.06,2.3,0.08,143,43,high,3.42,0.58,10.7,6,
5796,8.3,0.31,2.73,2.4,0.078,155,43,medium,3.31,0.77,12.5,7,red
5797,8.3,1.02,0.06,3.4,0.084,68,11,very high,3.48,0.49,11,3,red
5798,8.9,0.31,1.8,2.6,0.056,114,39,high,3.4,0.69,11.8,5,red
5799,7.4,0.635,0.7,2.4,0.08,150,33,very high,3.58,0.69,10.8,7,red
5800,7.4,0.635,0.7,2.4,0.08,162,33,very high,3.58,0.69,10.8,7,red
5801,6.8,0.59,0.42,6,0.06,155,18,high,3.41,0.59,10.8,7,red
5802,6.8,,0.42,6,0.06,151,18,high,3.41,0.59,10.8,7,red
5803,9.2,0.58,1,3,0.081,115,115,very high,3.23,0.59,9.5,5,red
5804,7.2,0.54,1.35,2.6,0.084,108,78,high,3.39,0.71,11,5,red
5805,6.1,0.56,0,2.2,0.079,124,9,medium,3.59,0.54,11.5,6,red
5806,7.4,0.52,0.78,2.4,0.078,154,61,high,3.43,0.59,10.8,6,red
5807,7.3,0.305,2.34,1.2,0.059,129,11,medium,3.29,0.52,11.5,6,red
5808,9.3,0.38,2.88,3.8,0.132,127,11,high,3.23,0.57,13.2,6,red
5809,9.1,0.28,2.76,9,0.114,123,9,very high,3.18,0.6,10.9,6,red
5810,10,0.46,2.64,2.9,0.065,124,8,high,3.33,0.62,12.2,6,red
5811,9.4,0.395,3.22,4.6,0.094,139,10,high,3.27,0.64,12.2,7,red
5812,7.3,0.305,2.34,1.2,0.059,133,11,medium,3.29,0.52,11.5,6,red
5813,8.6,0.315,2.4,2.2,0.079,125,6,high,3.27,0.67,11.9,6,red
5814,5.3,0.715,,1.5,0.161,107,62,medium,3.62,0.61,11,5,red
5815,6.8,0.41,1.86,8.8,0.084,152,45,very high,3.38,0.64,10.1,6,red
5816,8.4,0.36,1.92,2.2,0.081,150,79,high,3.3,0.72,11,6,red
5817,8.4,0.62,0.72,1.8,0.072,156,46,high,3.38,0.89,11.8,6,red
5818,9.6,0.41,1.85,2.3,0.091,110,23,very high,3.24,0.56,10.5,5,red
5819,,0.36,1.92,2.2,0.081,156,79,high,3.3,0.72,11,6,
5820,8.4,0.62,0.72,1.8,0.072,162,46,high,3.38,0.89,11.8,6,red
5821,6.8,0.41,1.86,8.8,0.084,148,45,very high,3.38,0.64,10.1,6,red
5822,8.6,0.47,1.35,2.3,0.055,114,28,high,3.18,0.8,11.2,5,red
5823,8.6,0.22,,1.9,0.064,193,77,high,3.47,0.87,11,7,red
5824,9.4,0.24,1.98,2.3,0.061,176,73,very high,3.47,0.9,10.2,6,red
5825,8.4,0.67,0.76,2.2,0.093,91,75,very high,3.2,0.59,9.2,4,red
5826,,0.47,1.35,2.3,0.055,114,28,high,3.18,0.8,11.2,5,red
5827,8.7,0.33,2.66,3.3,0.063,156,19,medium,3.3,0.73,12,7,red
5828,6.6,0.61,0.05,1.9,0.08,110,25,very high,3.69,0.73,10.5,5,red
5829,7.4,0.61,0.05,2,0.074,113,38,very high,3.48,0.65,9.8,5,red
5830,7.6,0.4,1.74,1.9,0.078,153,66,very high,3.45,0.59,9.5,6,red
5831,,0.61,0.05,2,0.074,111,38,very high,3.48,0.65,9.8,5,red
5832,6.6,0.61,0.05,1.9,0.08,104,25,very high,3.69,0.73,10.5,5,red
5833,8.8,0.3,2.28,2.3,0.06,139,72,high,3.39,0.72,11.8,6,red
5834,,0.3,2.28,2.3,0.06,,72,high,3.39,0.72,11.8,6,
5835,12,0.63,2,,0.071,84,26,very high,3.07,0.6,10.4,4,red
5836,7.2,0.38,2.66,2.8,0.068,163,42,medium,3.34,0.72,12.9,7,red
5837,6.2,0.46,0.85,1.6,0.073,109,11,medium,3.61,0.54,11.4,5,red
5838,,0.33,3.64,2.2,0.074,153,25,high,3.36,0.76,12.4,7,red
5839,,0.27,3.43,5,0.082,151,17,,3.19,0.52,12.5,7,red
5840,10.1,0.43,2.8,2.6,0.092,153,52,very high,3.22,0.64,10,7,red
5841,9.8,,2.38,2.3,0.094,150,45,very high,3.24,0.6,9.7,7,red
5842,8.3,0.3,3.43,3.8,0.09,151,24,high,3.27,0.64,12.1,7,red
5843,10.2,0.44,2.94,2,0.071,141,20,high,3.14,0.79,11.1,7,red
5844,10.2,0.44,4.06,4.1,0.092,147,24,very high,3.29,0.99,12,7,red
5845,8.3,0.28,3.36,2.1,0.093,144,12,medium,3.26,0.62,12.4,7,red
5846,8.9,,3.15,1.8,0.075,150,21,high,3.41,0.76,11.9,7,red
5847,8.9,,3.15,1.8,0.075,148,21,high,3.41,0.76,11.9,7,red
5848,,0.12,3.15,1.8,0.075,152,21,high,3.41,0.76,11.9,7,
5849,8.3,0.28,3.36,2.1,0.093,144,12,medium,3.26,0.62,12.4,7,red
5850,8.2,0.31,2.8,2.2,0.058,142,10,high,3.31,0.68,11.2,7,red
5851,10.2,0.34,3.36,2.1,0.052,141,9,medium,3.2,0.69,12.1,7,red
5852,7.6,0.43,2.4,2.7,0.082,126,11,high,3.44,0.54,12.2,6,red
5853,8.5,0.21,2.6,1.9,0.09,109,23,high,3.36,0.67,10.4,5,red
5854,9,0.36,3.12,2.1,0.111,125,10,high,3.31,,11.3,6,red
5855,9.5,0.37,3.12,2,0.088,134,51,high,3.29,0.58,11.1,6,red
5856,6.4,0.57,0.84,2.3,0.12,161,36,high,3.47,,11.3,7,red
5857,8,0.59,0.25,2,0.089,114,32,very high,3.36,0.61,10,5,red
5858,8.5,0.47,1.62,1.9,0.058,132,38,high,3.16,0.85,11.1,6,red
5859,7.1,0.56,0.7,1.6,0.078,113,18,high,3.27,0.62,9.3,5,red
5860,6.6,0.57,0.1,2.1,0.115,,16,high,3.38,0.69,9.5,5,red
5861,8.8,0.27,2.34,2,0.1,134,27,high,3.15,0.69,11.2,6,red
5862,8.5,0.47,1.62,1.9,0.058,138,38,high,3.16,,11.1,6,red
5863,8.3,0.34,2.4,2.4,0.065,140,48,high,3.34,0.86,11,6,red
5864,9,0.38,2.87,2.4,0.103,144,10,high,3.13,,3.1,7,red
5865,8.5,0.66,1,2.1,0.097,127,113,very high,3.13,,9.2,5,red
5866,,0.4,2.58,2.4,0.068,149,46,medium,3.2,0.6,12.2,6,red
5867,6.7,0.56,0.45,2.9,0.079,105,22,high,3.46,0.61,10.2,5,red
5868,10.4,0.26,2.88,1.9,0.066,122,10,very high,3.33,0.87,10.9,6,red
5869,10.4,0.26,2.88,1.9,0.066,128,10,very high,3.33,0.87,10.9,6,red
5870,10.1,0.38,3.5,2.4,0.104,150,13,high,3.22,0.65,11.6,7,red
5871,8.5,0.34,2.2,1.7,0.079,106,12,high,3.52,0.63,10.7,5,
5872,8.8,0.33,2.87,5.9,0.073,143,13,high,3.3,0.62,12.1,7,red
5873,7.2,0.41,1.5,2.1,0.083,137,72,very high,3.44,0.52,9.4,5,red
5874,7.2,0.41,1.5,2.1,0.083,133,72,very high,3.44,0.52,9.4,5,red
5875,8.4,0.59,1.45,2.6,0.109,129,119,very high,3.15,0.5,9.1,5,red
5876,7,0.4,2.24,3.6,0.061,145,29,medium,3.28,0.49,11.3,7,red
5877,12.2,0.45,2.45,1.4,0.075,105,6,high,3.13,0.63,10.4,5,red
5878,9.1,0.5,1.8,1.9,0.065,124,17,very high,3.32,0.71,10.5,6,red
5879,,0.86,1.3,1.9,0.079,111,28,very high,3.25,0.62,10,5,red
5880,,0.52,1.92,2.1,0.07,171,70,medium,3.34,0.82,12.9,6,red
5881,9.1,0.5,1.8,1.9,0.065,132,17,very high,3.32,,10.5,6,red
5882,12.2,0.45,2.45,1.4,0.075,99,6,high,3.13,0.63,10.4,5,
5883,,0.58,0,2,0.064,129,11,high,3.45,0.58,11.3,6,red
5884,9.8,0.34,2.73,1.4,0.066,147,7,medium,3.19,0.55,,7,red
5885,7.1,0.36,1.5,1.6,0.08,135,70,high,3.44,0.5,9.4,5,red
5886,7.7,0.39,0.6,1.7,0.097,115,27,high,3.16,0.49,9.4,5,red
5887,9.7,0.295,2.4,1.5,0.073,134,21,high,3.14,0.51,10.9,6,red
5888,7.7,0.39,0.6,1.7,0.097,117,27,high,3.16,0.49,9.4,5,red
5889,,0.34,1.4,2,0.082,129,68,high,3.45,0.48,9.4,5,red
5890,6.5,0.4,0.6,2,0.076,150,47,high,3.36,0.48,9.4,6,red
5891,7.1,0.34,1.4,2,0.082,137,68,high,3.45,0.48,9.4,5,red
5892,10,0.35,2.25,2.5,0.092,120,88,very high,3.15,,9.4,5,red
5893,7.7,0.6,0.36,2,0.079,137,41,high,3.39,,10.1,6,red
5894,5.6,0.66,0,2.2,0.087,141,11,medium,3.71,0.63,12.8,7,red
5895,5.6,0.66,0,2.2,0.087,,11,medium,3.71,0.63,12.8,7,red
5896,8.9,0.84,2.04,1.4,0.05,126,10,high,3.12,0.48,9.1,6,red
5897,6.4,0.69,0,1.65,0.055,129,12,low,3.47,,12.9,6,red
5898,7.5,0.43,2.1,2.2,0.062,146,12,high,3.44,0.72,11.5,7,red
5899,,0.35,2.66,1.5,0.058,169,47,high,3.26,0.82,10.6,7,red
5900,9.1,0.29,2.31,2.05,0.063,157,27,high,3.26,0.84,11.7,7,red
5901,6.8,0.36,2.24,1.8,0.067,140,8,medium,3.36,0.55,12.8,7,red
5902,8.2,0.43,1.45,1.6,0.081,127,45,high,3.25,0.54,10.3,5,red
5903,6.8,0.36,2.24,1.8,0.067,146,8,medium,3.36,0.55,12.8,7,
5904,9.1,0.29,2.31,2.05,0.063,153,27,high,3.26,0.84,11.7,7,red
5905,9.1,0.3,2.38,2,0.064,154,25,high,3.26,0.84,11.7,7,red
5906,8.9,0.35,2.8,3.6,0.11,154,24,high,3.23,0.7,12,7,red
5907,9.6,0.5,1.8,2.8,0.116,128,55,very high,3.18,0.68,10.9,5,red
5908,8.9,0.28,3.15,1.7,0.067,149,12,medium,3.25,0.55,12.3,7,red
5909,8.9,0.32,1.86,2,0.088,134,19,high,3.17,0.55,10.4,6,red
5910,7.7,1.005,0.75,2.1,0.102,109,32,high,3.23,0.48,10,5,red
5911,7.5,0.71,0,1.6,0.092,148,31,high,3.38,0.58,10,6,red
5912,8,0.58,0.96,2,0.12,,7,medium,3.22,,11.2,6,red
5913,10.5,0.39,2.76,2.2,0.075,136,27,high,3.06,0.84,11.4,6,red
5914,8.9,0.38,2.8,2.2,0.068,154,28,medium,3.27,0.75,12.6,7,red
5915,8,0.18,2.22,0.9,0.049,158,109,low,2.89,0.44,12.7,6,red
5916,8,0.18,2.22,0.9,0.049,154,109,low,2.89,0.44,12.7,6,red
5917,,0.5,0.7,1.8,0.078,110,23,high,3.53,0.61,10.4,5,red
5918,11.3,,3.96,2.4,0.123,119,8,high,3.2,0.53,11.9,6,red
5919,11.3,0.36,3.96,2.4,0.123,123,8,high,3.2,0.53,11.9,6,red
5920,7,0.51,0.45,2.1,0.062,104,9,high,3.35,0.54,10.5,5,red
5921,8.2,0.32,2.52,2.3,0.098,117,9,high,3.27,0.55,12.3,6,red
5922,,0.58,0.07,1.8,0.088,154,18,high,3.32,0.56,10.5,7,red
5923,8.6,0.83,0,2.8,0.095,139,43,very high,3.33,0.6,10.4,6,
5924,7.9,0.31,1.92,1.9,0.066,134,36,medium,3.41,0.56,12.6,6,red
5925,6.4,0.795,0,2.2,0.065,126,52,medium,3.49,0.52,11.6,5,red
5926,7.2,0.34,1.26,2.5,0.075,161,68,high,3.37,0.54,10.1,6,red
5927,7.7,0.58,0.07,1.8,0.088,152,18,high,3.32,,10.5,7,red
5928,7.1,0.59,0,2.1,0.091,151,14,medium,3.42,0.55,11.5,7,red
5929,7.3,0.55,0.07,1.8,0.093,147,15,high,3.35,0.58,11,7,red
5930,8.1,,0,4.1,0.095,111,14,very high,3.36,0.53,9.6,5,red
5931,7.5,,0.48,,0.089,130,27,high,3.3,0.59,10.4,6,red
5932,8.9,0.745,1.08,2.5,0.077,137,48,very high,3.2,0.47,9.7,6,red
5933,10.1,0.37,2.38,2.4,0.085,145,17,high,3.17,0.65,10.6,7,red
5934,7.6,0.31,2.38,2.5,0.082,162,35,medium,3.22,0.59,12.5,7,red
5935,7.3,0.91,0.5,1.8,0.074,122,56,high,3.35,0.56,9.2,5,
