measure,year,month,sector,size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
29804,2011.0,4.0,commercial,372.0,6,55.0,3.0,1997.0,20.3,26.2,31.3,1218.67,oil
29805,2011.0,6.0,commercial,599.0,8,337.0,1.0,1948.0,25.8,30.9,37.9,817.63,oil
29806,2006.0,9.0,education,351.0,6,117.0,1.0,1979.0,21.7,26.6,32.3,361.39,oil
29807,2009.0,1.0,education,399.0,5,12.0,4.0,1975.0,9.1,15.2,,2204.99,oil
29808,2011.0,2.0,education,453.0,5,55.0,2.0,1937.0,12.3,18.8,24.7,1014.92,oil
29809,2009.0,9.0,factory,923.0,8,12.0,3.0,1975.0,23.7,27.1,33.5,1538.87,oil
29810,2013.0,10.0,,923.0,8,12.0,3.0,1975.0,15.0,23.3,29.1,2936.52,elec
29811,2006.0,2.0,office,1266.0,6,37.0,29.0,1952.0,13.4,19.4,26.3,39063.7,elec
29812,2007.0,9.0,factory,320.0,8,37.0,3.0,1990.0,21.5,26.7,35.7,353.55,gas
29813,2014.0,6.0,office,172.0,1,19.0,23.0,1947.0,25.0,30.1,34.7,,gas
29814,2007.0,11.0,factory,323.0,5,117.0,3.0,1963.0,9.8,19.5,,737.51,oil
29815,2009.0,7.0,,975.0,2,12.0,,1994.0,22.2,28.5,34.6,5297.29,elec
29816,2005.0,3.0,office,943.0,8,37.0,7.0,1925.0,15.9,23.3,32.0,,elec
29817,2007.0,1.0,education,256.0,7,37.0,2.0,1946.0,8.4,15.0,20.9,1001.48,oil
29818,2006.0,10.0,commercial,489.0,6,37.0,2.0,1934.0,13.6,22.8,27.7,1686.85,elec
29819,2012.0,,,525.0,8,117.0,1.0,1993.0,22.0,30.2,,295.29,gas
29820,2008.0,6.0,commercial,301.0,7,12.0,2.0,1920.0,23.8,30.8,36.6,821.73,oil
29821,2011.0,10.0,commercial,588.0,2,12.0,4.0,1963.0,16.7,22.7,29.4,3448.22,elec
29822,2009.0,5.0,commercial,912.0,6,172.0,6.0,1951.0,23.2,29.4,34.3,9009.1,elec
29823,2014.0,1.0,commercial,442.0,1,172.0,5.0,1953.0,9.2,14.3,20.2,3292.02,elec
29824,2013.0,12.0,residential,1068.0,1,12.0,11.0,1946.0,8.7,14.1,19.0,11249.88,elec
29825,2009.0,4.0,education,403.0,5,337.0,6.0,1954.0,16.4,25.9,33.2,2224.21,oil
29826,2011.0,6.0,factory,388.0,2,337.0,1.0,1941.0,23.7,30.2,,394.36,elec
29827,2010.0,4.0,residential,1068.0,1,12.0,11.0,1946.0,22.9,27.3,,9071.81,oil
29828,2011.0,2.0,education,812.0,7,337.0,,2008.0,13.1,19.3,26.4,4329.84,elec
29829,2006.0,6.0,commercial,476.0,7,37.0,4.0,2003.0,,30.6,39.0,2598.96,oil
29830,2005.0,8.0,commercial,157.0,6,12.0,3.0,1921.0,22.6,29.5,37.0,,gas
29831,2011.0,7.0,factory,243.0,8,19.0,2.0,1983.0,22.8,29.7,34.8,,elec
29832,2010.0,6.0,office,557.0,6,37.0,7.0,1925.0,23.6,31.2,37.8,4366.88,elec
29833,2014.0,10.0,office,258.0,4,117.0,,1950.0,18.1,23.8,31.5,3020.69,oil
29834,2010.0,8.0,commercial,1492.0,4,172.0,2.0,1991.0,24.6,29.1,34.4,3763.6,oil
29835,2010.0,11.0,office,,1,337.0,18.0,1995.0,12.3,20.0,27.2,12247.65,gas
29836,2013.0,4.0,education,,5,203.0,3.0,1934.0,19.2,26.2,33.4,2608.92,gas
29837,2014.0,7.0,education,451.0,1,337.0,5.0,1993.0,26.3,30.0,35.1,3788.4,elec
29838,2012.0,4.0,education,427.0,4,55.0,1.0,1946.0,22.2,26.8,,482.6,oil
29839,2009.0,3.0,residential,,3,19.0,22.0,1963.0,16.8,23.8,30.5,4525.29,oil
29840,2008.0,3.0,factory,371.0,2,117.0,2.0,1945.0,14.2,24.3,33.5,,elec
29841,2006.0,11.0,residential,1186.0,3,,5.0,1999.0,14.0,19.7,24.9,312.69,gas
29842,2012.0,8.0,,861.0,7,19.0,5.0,2003.0,21.7,29.8,38.2,5792.38,oil
29843,2011.0,10.0,office,549.0,8,19.0,3.0,1972.0,17.1,23.0,29.5,2142.55,elec
29844,2011.0,12.0,factory,,5,,2.0,1939.0,10.2,14.8,22.3,763.18,oil
29845,2013.0,6.0,residential,317.0,6,203.0,,1999.0,22.6,29.0,36.7,5200.45,gas
29846,2005.0,10.0,commercial,657.0,2,19.0,5.0,1972.0,18.0,23.9,28.6,3920.65,gas
29847,2011.0,3.0,education,529.0,1,55.0,4.0,1974.0,15.8,23.0,30.8,2371.44,oil
29848,2011.0,,education,451.0,1,337.0,5.0,1993.0,10.1,14.9,24.2,3687.78,oil
29849,2011.0,1.0,,596.0,1,337.0,6.0,1984.0,9.3,15.3,21.4,3096.21,gas
29850,2011.0,5.0,residential,800.0,7,203.0,,1978.0,24.6,29.7,38.1,2132.93,elec
29851,2013.0,7.0,,1869.0,5,117.0,4.0,1987.0,24.9,30.0,36.8,8630.59,gas
29852,2005.0,10.0,office,1249.0,6,12.0,9.0,1940.0,16.1,23.1,31.5,6969.42,gas
29853,2009.0,12.0,commercial,203.0,6,117.0,4.0,1953.0,9.6,15.2,20.6,1209.56,elec
29854,2006.0,4.0,,1114.0,4,51.0,4.0,1924.0,20.8,27.4,,3315.26,gas
29855,2007.0,8.0,office,741.0,2,55.0,9.0,2004.0,24.2,29.6,35.2,9859.45,elec
29856,2007.0,10.0,commercial,1231.0,5,55.0,5.0,1935.0,14.0,23.7,29.4,5999.53,oil
29857,2012.0,4.0,education,451.0,5,203.0,4.0,1978.0,19.9,26.7,34.7,1814.04,oil
29858,2009.0,3.0,commercial,836.0,2,12.0,3.0,1971.0,15.2,23.1,33.2,3348.36,oil
29859,2006.0,6.0,commercial,365.0,3,203.0,2.0,1963.0,25.1,29.8,35.5,62.73,gas
29860,2012.0,3.0,,252.0,8,337.0,5.0,1976.0,17.1,23.4,28.2,2095.21,elec
29861,2011.0,8.0,commercial,635.0,2,12.0,5.0,2008.0,20.8,28.3,35.0,5476.24,elec
29862,2014.0,,office,,7,55.0,8.0,1932.0,7.5,15.0,23.8,3679.4,oil
29863,2010.0,9.0,office,1210.0,1,117.0,7.0,2004.0,21.1,26.9,34.2,6341.07,gas
29864,2006.0,1.0,commercial,232.0,5,172.0,3.0,1976.0,9.6,15.4,24.5,883.84,gas
29865,2010.0,7.0,commercial,657.0,2,19.0,5.0,1972.0,24.4,29.8,34.4,5382.67,elec
29866,2006.0,11.0,,804.0,1,337.0,18.0,1995.0,13.3,19.5,24.7,19065.7,oil
29867,2009.0,7.0,education,299.0,6,37.0,5.0,1936.0,25.8,30.8,34.9,2411.14,elec
29868,2011.0,11.0,factory,579.0,7,337.0,1.0,1929.0,12.4,19.5,24.4,615.25,elec
29869,2013.0,6.0,residential,,3,117.0,5.0,1999.0,24.6,30.7,36.0,297.8,gas
29870,2011.0,6.0,commercial,539.0,6,172.0,,2009.0,22.8,31.0,38.3,3380.61,elec
29871,2005.0,2.0,factory,520.0,7,117.0,2.0,1964.0,13.3,19.5,25.0,998.04,oil
29872,2007.0,10.0,,390.0,7,55.0,15.0,1933.0,12.7,23.5,30.7,3941.64,gas
29873,2012.0,12.0,commercial,553.0,4,12.0,2.0,2001.0,6.6,15.3,21.2,,oil
29874,2005.0,3.0,factory,579.0,7,337.0,1.0,1929.0,18.9,23.6,28.3,430.65,oil
29875,2013.0,6.0,residential,924.0,7,203.0,25.0,1931.0,20.6,29.6,36.9,23310.79,oil
29876,2010.0,6.0,commercial,425.0,8,117.0,3.0,1956.0,21.6,30.0,34.9,756.98,gas
29877,2010.0,1.0,factory,268.0,8,37.0,2.0,1963.0,8.9,14.8,20.4,545.69,elec
29878,2014.0,1.0,education,473.0,2,337.0,5.0,1995.0,9.0,14.8,21.5,3496.42,elec
29879,2006.0,1.0,office,577.0,6,203.0,3.0,1941.0,5.0,15.3,23.1,1727.56,oil
29880,2008.0,8.0,commercial,,6,203.0,6.0,1925.0,22.0,29.4,,2280.1,oil
29881,2008.0,11.0,office,1210.0,1,117.0,7.0,2004.0,13.2,18.9,24.7,7853.6,oil
29882,2014.0,6.0,commercial,,3,19.0,,1958.0,27.2,30.8,38.4,2265.11,oil
29883,2009.0,10.0,commercial,411.0,8,19.0,4.0,1987.0,16.8,23.8,29.1,2473.39,elec
29884,2011.0,1.0,residential,256.0,8,-7.0,19.0,2005.0,11.1,15.6,22.3,5273.4,oil
29885,2013.0,1.0,factory,452.0,5,-7.0,,1939.0,9.0,14.7,20.1,829.22,elec
29886,2008.0,11.0,residential,177.0,5,337.0,25.0,1947.0,11.8,19.8,26.0,3856.02,elec
29887,2006.0,10.0,,,6,203.0,4.0,1967.0,19.0,23.1,27.9,1298.3,elec
29888,2006.0,10.0,office,1122.0,6,37.0,27.0,1958.0,19.2,23.1,28.4,18782.28,gas
29889,2011.0,1.0,commercial,547.0,7,203.0,1.0,1979.0,5.5,14.5,20.2,1291.0,oil
29890,2007.0,4.0,office,1203.0,8,172.0,17.0,1963.0,20.4,27.9,34.3,24290.88,elec
29891,2010.0,10.0,office,582.0,4,37.0,,1975.0,18.4,23.5,31.5,1670.28,oil
29892,2006.0,12.0,commercial,372.0,6,55.0,3.0,1997.0,4.9,15.3,21.1,1017.12,gas
29893,2009.0,10.0,commercial,589.0,2,12.0,2.0,1956.0,16.8,23.5,31.1,1405.94,gas
29894,2006.0,3.0,office,487.0,1,51.0,2.0,1934.0,17.6,23.7,29.5,,oil
29895,2014.0,10.0,office,172.0,1,19.0,23.0,1947.0,17.0,24.1,29.6,4873.79,elec
29896,2005.0,1.0,commercial,339.0,1,37.0,4.0,2009.0,6.4,14.7,21.2,3091.14,oil
29897,2009.0,1.0,residential,3228.0,3,-7.0,5.0,1944.0,9.5,15.0,22.0,15374.32,elec
29898,2010.0,9.0,education,473.0,2,337.0,5.0,1995.0,20.5,27.0,34.7,2322.62,gas
29899,2005.0,2.0,commercial,877.0,2,55.0,2.0,1984.0,14.7,19.3,23.6,3327.83,elec
29900,2010.0,7.0,office,489.0,2,19.0,18.0,2005.0,26.7,30.3,,7552.12,oil
29901,2008.0,2.0,education,451.0,5,203.0,4.0,1978.0,11.8,19.5,25.5,2096.05,elec
29902,2012.0,7.0,residential,179.0,3,12.0,7.0,1978.0,22.5,30.6,36.4,831.23,oil
29903,2013.0,12.0,education,222.0,4,117.0,2.0,1982.0,8.9,14.7,18.6,774.15,oil
29904,2011.0,6.0,commercial,932.0,5,117.0,6.0,1958.0,25.8,30.0,,,elec
29905,2008.0,5.0,commercial,122.0,6,117.0,1.0,1997.0,21.5,29.5,33.7,105.9,gas
29906,2008.0,9.0,commercial,213.0,1,172.0,3.0,1960.0,19.6,26.7,32.6,,oil
29907,2014.0,1.0,office,1210.0,1,117.0,7.0,2004.0,7.7,15.2,20.6,11383.68,elec
29908,2007.0,6.0,factory,987.0,5,203.0,2.0,1934.0,23.7,30.0,35.0,954.43,oil
29909,2006.0,3.0,education,480.0,4,51.0,,1951.0,17.0,23.5,32.0,1162.71,oil
29910,2011.0,9.0,factory,379.0,2,117.0,1.0,1973.0,17.8,26.2,31.3,300.4,oil
29911,2014.0,3.0,commercial,575.0,6,19.0,5.0,1979.0,15.9,22.4,30.0,2869.82,gas
29912,2014.0,2.0,office,582.0,4,37.0,3.0,1975.0,16.3,20.0,25.8,,gas
29913,2013.0,7.0,commercial,301.0,7,12.0,,1920.0,23.6,29.6,35.2,1031.25,elec
29914,2011.0,8.0,education,338.0,4,117.0,5.0,2007.0,22.1,28.6,34.5,2981.16,elec
29915,2007.0,3.0,office,843.0,4,203.0,4.0,1941.0,19.8,24.2,32.9,,oil
29916,2009.0,12.0,commercial,339.0,1,12.0,1.0,1926.0,8.6,15.0,22.1,649.4,oil
29917,2012.0,10.0,commercial,290.0,2,-7.0,5.0,1981.0,15.3,23.9,30.7,1916.26,oil
29918,2014.0,11.0,commercial,1127.0,6,12.0,2.0,1936.0,13.7,18.6,23.0,3860.53,oil
29919,2013.0,5.0,factory,2362.0,6,117.0,,2007.0,23.4,29.7,,14285.38,elec
29920,2012.0,7.0,factory,342.0,4,172.0,,1984.0,24.7,30.3,35.5,504.18,oil
29921,2011.0,6.0,commercial,157.0,6,12.0,3.0,1921.0,23.3,30.4,34.0,408.83,gas
29922,2012.0,1.0,residential,,5,37.0,7.0,1928.0,7.0,14.9,,6618.4,elec
29923,2005.0,10.0,commercial,912.0,6,172.0,,1951.0,16.5,23.2,28.4,7540.39,oil
29924,2013.0,11.0,office,435.0,6,117.0,9.0,1990.0,,18.4,24.7,4823.28,elec
29925,2014.0,9.0,residential,244.0,6,117.0,23.0,1994.0,22.0,27.2,35.1,3444.65,gas
29926,2006.0,1.0,office,1122.0,6,37.0,27.0,1958.0,9.6,14.8,21.2,39018.67,elec
29927,2014.0,11.0,education,451.0,1,337.0,5.0,1993.0,13.7,19.2,27.7,3636.86,elec
29928,2008.0,2.0,commercial,1127.0,6,,2.0,1936.0,11.8,18.9,22.7,3710.99,elec
29929,2006.0,5.0,office,1342.0,6,19.0,5.0,1944.0,23.0,29.0,36.0,5233.8,oil
29930,2007.0,8.0,,176.0,6,55.0,24.0,1972.0,21.8,28.9,34.9,2487.94,gas
29931,2005.0,9.0,factory,833.0,2,117.0,4.0,1935.0,20.3,27.3,34.2,2465.76,oil
29932,2008.0,8.0,commercial,589.0,2,12.0,2.0,1956.0,24.0,28.7,35.1,1180.99,gas
29933,2008.0,9.0,office,474.0,2,51.0,26.0,1992.0,20.8,25.7,32.2,9665.71,gas
29934,2009.0,1.0,residential,464.0,3,12.0,3.0,2001.0,11.7,15.5,23.6,,oil
29935,2007.0,2.0,,452.0,5,-7.0,,1939.0,12.6,19.5,25.6,716.91,oil
29936,2011.0,7.0,commercial,339.0,1,12.0,1.0,1926.0,26.5,30.5,,637.86,elec
29937,2014.0,8.0,office,435.0,6,117.0,9.0,1990.0,21.2,29.3,34.7,3206.38,oil
29938,2005.0,6.0,commercial,1003.0,4,-7.0,6.0,1994.0,24.4,31.1,36.9,6268.35,gas
29939,2010.0,9.0,education,349.0,1,55.0,3.0,2003.0,18.7,27.7,,1407.17,elec
29940,2006.0,12.0,education,,4,19.0,6.0,1937.0,4.3,15.1,22.0,3220.36,oil
29941,2006.0,10.0,commercial,734.0,3,337.0,6.0,1952.0,17.7,23.7,28.6,6214.92,elec
29942,2013.0,12.0,education,647.0,7,,6.0,1995.0,7.9,15.1,21.5,3985.73,gas
29943,2006.0,12.0,commercial,411.0,8,19.0,4.0,1987.0,5.4,13.8,21.8,2905.7,oil
29944,2012.0,10.0,commercial,932.0,5,117.0,6.0,1958.0,19.0,23.4,32.1,7263.15,oil
29945,2009.0,12.0,commercial,301.0,2,337.0,3.0,1992.0,7.4,14.3,21.6,1702.47,oil
29946,2006.0,10.0,office,249.0,6,337.0,3.0,1940.0,18.7,24.0,30.7,486.3,gas
29947,2014.0,9.0,,545.0,5,19.0,4.0,2002.0,21.9,26.6,37.4,2265.01,gas
29948,2014.0,5.0,residential,233.0,7,51.0,12.0,1949.0,23.1,29.1,36.0,2332.45,gas
29949,2009.0,5.0,commercial,635.0,2,12.0,5.0,2008.0,18.9,29.5,35.5,6571.49,elec
29950,2007.0,10.0,commercial,,6,172.0,4.0,2009.0,15.8,22.9,30.3,3050.89,oil
29951,2005.0,8.0,,334.0,8,37.0,4.0,2001.0,22.9,29.0,34.4,918.44,gas
29952,2012.0,3.0,education,351.0,6,117.0,1.0,1979.0,13.4,22.9,,310.45,oil
29953,2006.0,2.0,education,911.0,5,172.0,1.0,1986.0,12.8,19.1,27.8,1044.78,oil
29954,2009.0,3.0,factory,320.0,8,37.0,3.0,1990.0,14.8,22.6,29.3,977.36,elec
29955,2008.0,6.0,commercial,624.0,6,55.0,6.0,1978.0,26.2,30.3,36.7,4088.45,oil
29956,2010.0,12.0,commercial,547.0,2,172.0,1.0,1923.0,6.6,14.7,20.7,600.62,gas
29957,2007.0,2.0,commercial,,8,51.0,1.0,1963.0,11.7,19.7,25.6,553.1,oil
29958,2006.0,4.0,residential,530.0,3,19.0,17.0,2007.0,23.0,27.1,33.7,5407.89,oil
29959,2012.0,6.0,commercial,312.0,4,172.0,,1959.0,25.3,30.2,35.6,934.32,gas
29960,2009.0,10.0,education,493.0,2,51.0,2.0,1993.0,16.3,23.8,30.1,1248.12,oil
29961,2010.0,2.0,,657.0,6,-7.0,1.0,1963.0,11.6,19.7,24.1,1081.68,elec
29962,2014.0,8.0,,249.0,6,337.0,3.0,1940.0,23.3,28.6,32.9,1003.97,elec
29963,2007.0,3.0,,394.0,1,37.0,11.0,1940.0,17.3,24.0,30.1,4368.67,elec
29964,2012.0,1.0,commercial,,1,12.0,1.0,1926.0,6.4,14.4,22.7,355.31,gas
29965,2012.0,4.0,office,487.0,1,51.0,2.0,1934.0,20.8,27.0,33.8,797.71,oil
29966,2009.0,1.0,residential,1068.0,1,12.0,11.0,1946.0,9.7,14.9,22.2,7227.31,gas
29967,2011.0,1.0,commercial,,8,51.0,2.0,1976.0,9.4,14.6,19.2,1054.26,elec
29968,2010.0,4.0,commercial,378.0,3,117.0,5.0,1922.0,21.3,27.0,33.1,2800.53,elec
29969,2008.0,2.0,factory,1005.0,4,172.0,6.0,1953.0,12.1,20.1,28.9,2944.15,gas
29970,2005.0,7.0,education,488.0,6,172.0,4.0,2006.0,24.0,29.5,35.5,2009.78,oil
29971,2014.0,9.0,,854.0,4,337.0,1.0,1936.0,20.9,26.4,31.5,979.2,oil
29972,2012.0,4.0,education,451.0,1,337.0,5.0,1993.0,20.9,27.2,32.9,2427.28,oil
29973,2006.0,1.0,,975.0,2,12.0,3.0,1994.0,10.5,15.2,24.5,3072.07,gas
29974,2011.0,10.0,commercial,,2,117.0,3.0,1938.0,15.3,23.6,32.2,1758.17,gas
29975,2010.0,7.0,,921.0,6,51.0,27.0,1979.0,23.2,29.3,36.7,15417.54,gas
29976,2009.0,9.0,residential,,6,12.0,23.0,1945.0,22.0,27.2,31.3,,gas
29977,2014.0,,commercial,501.0,8,117.0,6.0,2009.0,16.7,23.1,29.8,4629.38,oil
29978,2013.0,4.0,residential,390.0,7,55.0,15.0,1933.0,22.3,27.7,32.4,6781.32,elec
29979,2005.0,9.0,office,1266.0,6,37.0,29.0,1952.0,18.0,25.4,30.7,22762.68,gas
29980,2012.0,10.0,commercial,215.0,4,37.0,6.0,1981.0,17.5,23.3,29.9,1231.69,gas
29981,2014.0,1.0,office,479.0,1,203.0,27.0,1973.0,9.3,15.7,22.5,17364.53,oil
29982,2014.0,10.0,residential,390.0,7,55.0,15.0,1933.0,16.8,23.7,29.2,3566.25,gas
29983,2007.0,11.0,education,222.0,4,117.0,2.0,1982.0,11.2,19.3,27.1,346.85,gas
29984,2014.0,11.0,office,356.0,1,55.0,25.0,1952.0,11.0,19.4,30.5,,oil
29985,2006.0,3.0,office,659.0,7,117.0,22.0,1920.0,19.0,23.4,31.0,15084.75,oil
29986,2009.0,7.0,factory,520.0,7,117.0,2.0,1964.0,22.4,30.4,39.1,695.18,gas
29987,2005.0,7.0,education,403.0,5,337.0,6.0,1954.0,22.0,29.5,36.6,2392.66,gas
29988,2006.0,11.0,office,582.0,4,37.0,3.0,,12.0,18.8,27.4,,elec
29989,2008.0,12.0,education,326.0,7,12.0,5.0,1983.0,4.7,15.0,22.5,1534.09,gas
29990,2008.0,11.0,commercial,157.0,6,12.0,3.0,1921.0,14.5,19.8,26.2,764.35,oil
29991,2013.0,1.0,office,123.0,5,12.0,23.0,1963.0,6.7,14.4,22.6,3074.59,oil
29992,2009.0,6.0,factory,218.0,3,203.0,1.0,1971.0,22.9,30.3,37.9,140.09,elec
29993,2013.0,4.0,factory,1272.0,2,19.0,3.0,1922.0,21.9,26.8,,2455.6,oil
29994,2011.0,6.0,education,420.0,1,12.0,6.0,1925.0,24.3,30.0,35.8,1673.33,gas
29995,2011.0,10.0,commercial,360.0,3,12.0,3.0,1948.0,17.0,23.5,28.3,1365.1,oil
29996,2013.0,12.0,,243.0,8,19.0,2.0,1983.0,8.9,13.6,18.2,494.79,elec
29997,2011.0,4.0,residential,,1,55.0,22.0,1960.0,21.2,28.6,33.9,2644.99,gas
29998,2012.0,9.0,office,225.0,6,19.0,23.0,1946.0,21.8,26.7,31.6,3834.68,oil
29999,2006.0,,factory,641.0,6,337.0,,1963.0,25.9,30.2,36.1,3499.86,elec
30000,2007.0,6.0,factory,342.0,4,172.0,2.0,1984.0,24.4,31.4,37.9,525.18,oil
30001,2014.0,,,460.0,7,55.0,21.0,1967.0,23.2,30.0,34.7,6508.76,gas
30002,2011.0,12.0,education,1114.0,4,51.0,,1924.0,,14.8,23.5,5679.15,oil
30003,2014.0,8.0,office,277.0,1,172.0,10.0,1928.0,23.6,28.5,33.7,2163.92,gas
30004,2007.0,7.0,education,911.0,5,172.0,1.0,1986.0,25.2,30.7,37.9,741.85,oil
30005,2005.0,12.0,office,439.0,8,117.0,9.0,1987.0,7.4,14.9,21.0,5363.25,elec
30006,2005.0,6.0,factory,1005.0,4,172.0,6.0,1953.0,25.0,30.5,35.6,4259.52,oil
30007,2005.0,7.0,education,608.0,1,203.0,6.0,1950.0,26.2,31.6,,4657.77,elec
30008,2014.0,9.0,factory,1272.0,2,19.0,3.0,1922.0,21.7,26.6,31.1,1951.88,gas
30009,2006.0,,residential,982.0,8,55.0,28.0,1959.0,14.1,19.0,25.5,11599.13,gas
30010,2005.0,5.0,education,399.0,5,12.0,4.0,1975.0,22.7,29.5,35.5,1299.65,oil
30011,2012.0,12.0,,577.0,6,203.0,3.0,1941.0,7.4,15.4,22.6,2588.16,oil
30012,2013.0,10.0,education,488.0,6,172.0,4.0,2006.0,15.3,23.7,,2874.17,oil
30013,2005.0,5.0,office,943.0,8,37.0,7.0,1925.0,23.0,28.8,34.2,5921.1,oil
30014,2008.0,5.0,residential,1172.0,8,12.0,2.0,1997.0,23.2,29.8,37.4,2386.38,elec
30015,2009.0,7.0,residential,686.0,3,172.0,18.0,1950.0,22.4,29.9,,11762.21,elec
30016,2009.0,11.0,residential,1068.0,1,12.0,11.0,1946.0,10.5,20.0,29.3,6883.15,gas
30017,2013.0,6.0,commercial,,7,117.0,6.0,1928.0,25.3,30.2,35.2,1579.06,elec
30018,2014.0,11.0,education,320.0,2,203.0,,1944.0,13.5,20.8,30.7,1571.33,gas
30019,2013.0,11.0,factory,,2,117.0,4.0,1935.0,6.6,19.2,25.3,3441.78,oil
30020,2010.0,8.0,education,,1,12.0,2.0,1999.0,24.3,29.1,34.8,1460.16,oil
30021,2012.0,2.0,,623.0,1,51.0,26.0,1999.0,13.6,20.4,26.9,10913.97,gas
30022,2008.0,3.0,education,429.0,5,37.0,5.0,1994.0,17.6,22.4,27.4,2440.9,gas
30023,2011.0,11.0,factory,243.0,8,19.0,2.0,1983.0,12.1,19.6,25.4,432.94,elec
30024,2013.0,5.0,office,549.0,8,19.0,3.0,1972.0,24.9,28.9,34.5,1956.24,elec
30025,2007.0,3.0,commercial,323.0,1,117.0,5.0,1927.0,19.3,23.7,27.6,1939.94,oil
30026,2007.0,8.0,office,,3,19.0,26.0,2001.0,23.6,30.1,34.4,26857.96,elec
30027,2014.0,11.0,residential,623.0,1,51.0,26.0,1999.0,14.8,19.9,25.8,19593.1,elec
30028,2007.0,1.0,residential,,5,37.0,18.0,1998.0,9.2,14.4,20.5,4755.99,oil
30029,2005.0,8.0,commercial,975.0,2,12.0,3.0,1994.0,23.8,29.6,39.5,3351.35,gas
30030,2013.0,7.0,commercial,813.0,3,12.0,4.0,1961.0,,30.4,36.6,3900.84,elec
30031,2005.0,4.0,commercial,599.0,8,337.0,1.0,1948.0,19.7,27.4,31.4,393.07,gas
30032,2012.0,12.0,commercial,488.0,2,55.0,5.0,1995.0,7.6,14.4,22.6,4582.65,oil
30033,2005.0,9.0,residential,530.0,3,19.0,17.0,2007.0,,26.0,32.4,4269.39,oil
30034,2012.0,11.0,factory,788.0,4,117.0,6.0,1998.0,14.3,19.7,26.2,,elec
30035,2005.0,1.0,residential,233.0,7,51.0,12.0,1949.0,10.5,15.6,20.6,4065.92,oil
30036,2006.0,1.0,,228.0,1,55.0,22.0,1960.0,7.0,15.5,22.7,2351.1,gas
30037,2006.0,8.0,residential,486.0,2,-7.0,17.0,2006.0,22.9,29.3,35.6,8244.82,elec
30038,2011.0,6.0,residential,954.0,8,117.0,27.0,1943.0,,30.1,36.0,10865.96,gas
30039,2009.0,1.0,factory,625.0,2,51.0,1.0,1975.0,7.8,15.1,,664.13,elec
30040,2007.0,9.0,office,460.0,3,12.0,16.0,1981.0,21.4,26.8,,8902.66,elec
30041,2014.0,11.0,office,,3,172.0,9.0,2008.0,11.9,20.0,26.5,5081.19,oil
30042,2006.0,9.0,commercial,1003.0,4,-7.0,,1994.0,19.6,27.7,32.8,7590.26,oil
30043,2012.0,9.0,office,1249.0,6,12.0,9.0,1940.0,22.2,27.5,32.2,6620.95,gas
30044,2007.0,1.0,commercial,1869.0,5,117.0,4.0,1987.0,8.2,15.0,26.0,9062.12,gas
30045,2007.0,5.0,factory,625.0,2,51.0,1.0,1975.0,23.1,28.9,35.9,383.63,gas
30046,2012.0,8.0,residential,486.0,2,-7.0,17.0,2006.0,22.6,29.0,36.1,,gas
30047,2011.0,1.0,residential,449.0,1,337.0,29.0,1926.0,9.8,15.8,22.3,15093.94,elec
30048,2014.0,8.0,commercial,184.0,4,-7.0,2.0,1926.0,23.3,29.0,36.2,696.76,elec
30049,2005.0,3.0,residential,405.0,2,203.0,19.0,1982.0,17.2,23.8,30.2,5827.99,oil
30050,2013.0,12.0,education,351.0,6,117.0,1.0,1979.0,8.6,14.9,20.5,313.37,gas
30051,2012.0,3.0,commercial,1029.0,5,117.0,4.0,1956.0,15.4,23.2,30.2,6414.76,gas
30052,2011.0,9.0,,956.0,2,51.0,13.0,2002.0,19.5,27.1,33.2,12262.71,oil
30053,2006.0,6.0,commercial,877.0,2,55.0,2.0,1984.0,24.9,30.4,37.4,3025.3,elec
30054,2007.0,12.0,office,1418.0,5,12.0,20.0,1964.0,7.6,14.3,18.8,34685.41,elec
30055,2010.0,,residential,1085.0,5,37.0,7.0,1928.0,17.2,22.5,27.9,5918.38,gas
30056,2009.0,,office,1266.0,6,37.0,29.0,1952.0,10.7,19.3,26.4,22762.68,gas
30057,2012.0,9.0,commercial,734.0,3,337.0,6.0,1952.0,20.5,26.4,32.2,4544.66,oil
30058,2011.0,10.0,residential,350.0,3,19.0,22.0,,14.9,22.7,31.0,5490.48,oil
30059,2012.0,6.0,education,451.0,5,203.0,4.0,1978.0,25.2,31.0,36.8,1322.13,oil
30060,2008.0,7.0,commercial,657.0,5,337.0,,1964.0,18.0,30.2,36.6,,gas
30061,2008.0,7.0,education,420.0,1,12.0,6.0,1925.0,24.8,30.6,36.9,2263.92,gas
30062,2010.0,11.0,commercial,252.0,8,337.0,5.0,1976.0,8.6,18.6,23.8,866.19,gas
30063,2006.0,3.0,education,312.0,1,-7.0,1.0,1941.0,15.1,22.7,27.0,219.36,gas
30064,2011.0,12.0,education,2447.0,8,19.0,6.0,1943.0,8.8,14.4,20.8,16487.39,oil
30065,2005.0,2.0,education,439.0,1,19.0,,1989.0,14.1,19.7,25.2,3492.15,oil
30066,2013.0,2.0,commercial,184.0,4,-7.0,2.0,1926.0,12.1,18.9,26.0,727.05,elec
30067,2006.0,7.0,commercial,1869.0,5,117.0,4.0,1987.0,26.7,30.7,35.9,13867.56,elec
30068,2005.0,10.0,office,1418.0,5,12.0,20.0,1964.0,20.2,25.3,29.9,30349.74,elec
30069,2011.0,4.0,education,650.0,1,12.0,2.0,1999.0,22.7,27.1,31.5,2009.28,elec
