,FA,VA,CA,RS,chlorides,FSD,TSD,density,pH,sulphates,alcohol,quality
4888,6.8,0.22,1.8,1.2,0.052000000000000005,134.0,127.0,2,3.04,0.54,9.2,0
4889,4.9,0.235,1.62,11.75,0.03,158.0,118.0,0,3.07,0.5,9.4,1
4890,6.1,0.34,1.74,2.2,0.036000000000000004,143.0,115.80207972270364,1,3.06,0.44,11.8,1
4891,5.7,0.21,1.92,0.9,0.038,156.0,121.0,1,3.24,0.46,10.6,1
4892,6.5,0.23,1.9,1.3,0.032,125.0,112.0,2,3.29,0.54,9.7,0
4893,6.2,0.21,1.74,1.6,0.039,142.0,92.0,1,3.27,0.5,11.2,1
4894,0.32,6.6,1.8,8.0,0.047,151.0,168.0,0,3.15,0.46,9.6,0
4895,6.5,0.24,1.14,1.2,0.040999999999999995,152.0,111.0,2,2.99,0.46,9.4,1
4897,6.0,0.21,2.28,0.8,0.02,142.0,98.0,1,3.26,0.32,11.8,1
4898,7.4,0.7,0.0,1.9,0.076,115.0,34.0,3,3.51,0.56,9.4,0
4899,7.8,0.88,0.0,2.6,0.098,125.0,67.0,0,3.2,0.68,9.8,0
4900,7.8,0.76,0.2,2.3,0.092,146.8341224489796,54.0,3,3.26,0.65,9.8,0
4902,7.4,0.7,0.0,1.9,0.076,115.0,34.0,3,3.51,0.56,9.4,0
4903,7.4,0.66,1.8638096026490105,1.8,0.075,109.0,40.0,3,3.51,0.56,9.4,0
4904,7.9,0.6,0.3,1.6,0.069,117.0,115.80207972270364,0,3.3,0.46,9.4,0
4905,7.3,0.65,0.0,1.2,0.065,155.0,21.0,2,3.39,0.47,10.0,1
4906,7.8,0.58,0.14,2.0,0.073,151.0,18.0,0,3.36,0.57,9.5,1
4907,7.5,0.5,1.8,6.1,0.071,119.0,102.0,3,3.35,0.8,10.5,0
4908,6.7,0.58,0.4,1.8,0.09699999999999999,111.0,65.0,0,3.28,0.54,9.2,0
4909,7.5,0.5,1.8,6.1,0.071,115.0,115.80207972270364,3,3.35,0.8,10.5,0
4910,5.6,0.615,0.0,1.6,0.08900000000000001,114.0,59.0,2,3.58,0.52,9.9,0
4912,8.9,0.62,0.9,3.8,0.17600000000000002,152.0,145.0,3,3.16,0.88,9.2,0
4913,8.9,0.62,0.95,3.9,0.17,153.0,148.0,3,3.17,0.93,9.2,0
4914,8.5,0.28,3.92,1.8,0.092,181.0,103.0,0,3.3,0.75,10.5,1
4915,8.1,0.56,1.8638096026490105,1.7,0.368,118.0,56.0,0,3.11,1.28,9.3,0
4916,7.4,0.59,0.32,4.4,0.086,86.0,29.0,3,3.38,0.5,9.0,0
4917,7.9,0.32,3.06,1.8,0.341,141.0,56.0,0,3.04,1.08,9.2,1
4918,8.9,0.22,1.8638096026490105,1.8,0.077,151.0,60.0,0,3.39,0.53,9.4,1
4919,7.6,0.39,1.55,2.3,0.08199999999999999,125.0,71.0,3,3.52,0.65,9.7,0
4920,7.9,0.43,1.05,1.6,0.106,146.8341224489796,37.0,0,3.17,0.91,9.5,0
4921,8.5,0.49,0.55,2.3,0.084,107.0,67.0,0,3.17,0.53,9.4,0
4923,6.3,0.39,0.8,1.4,0.08,105.0,23.0,0,3.34,0.56,9.3,0
4924,7.6,0.41,1.2,1.8,0.08,100.0,11.0,0,3.28,0.59,9.5,0
4925,7.9,0.43,1.05,1.6,0.106,112.0,37.0,0,3.17,0.91,9.5,0
4926,7.1,0.71,0.0,1.9,0.08,112.0,115.80207972270364,3,3.47,0.55,9.4,0
4927,7.8,0.645,0.0,2.0,0.08199999999999999,128.0,16.0,0,3.38,0.59,9.8,1
4928,0.675,6.7,0.35,2.4,0.08900000000000001,121.0,82.0,0,3.35,0.54,10.1,0
4929,6.9,0.685,0.0,2.5,0.105,134.0,37.0,0,3.46,0.57,10.6,1
4930,8.3,0.655,0.6,2.3,0.083,113.0,113.0,0,3.17,0.66,9.8,0
4931,6.9,0.605,0.72,10.7,0.073,162.0,83.0,3,3.45,0.52,9.4,1
4932,5.2,0.32,1.25,1.8,0.10300000000000001,111.0,50.0,0,3.38,0.55,9.2,0
4933,7.8,0.645,0.0,5.5,0.086,121.0,18.0,3,3.4,0.55,9.6,1
4934,7.8,0.6,0.84,2.4,0.086,125.0,115.80207972270364,3,3.42,0.6,10.8,1
4935,8.1,0.38,1.96,2.1,0.066,149.0,30.0,0,3.23,0.73,9.7,1
4936,5.7,1.13,0.36,1.5,0.172,87.0,19.0,2,3.5,0.48,9.8,0
4937,7.3,0.45,1.8,5.9,0.07400000000000001,108.0,87.0,3,3.33,0.83,10.5,0
4938,7.3,0.45,1.8,5.9,0.07400000000000001,146.8341224489796,87.0,3,3.33,0.83,10.5,0
4939,8.8,0.61,1.2,2.8,0.08800000000000001,91.0,115.80207972270364,3,3.26,0.51,9.3,0
4940,7.5,0.49,1.8638096026490105,2.6,0.332,128.0,115.80207972270364,0,3.21,0.9,10.5,1
4941,8.1,0.66,1.1,2.2,0.069,109.0,115.80207972270364,0,3.3,1.2,10.3,0
4944,7.7,0.935,2.15,2.2,0.114,120.0,115.80207972270364,3,3.25,0.73,9.2,0
4945,8.7,0.29,2.6,5.443836575875507,0.113,106.0,37.0,0,3.25,0.58,9.5,0
4946,6.4,0.4,1.15,1.6,0.066,105.0,12.0,0,3.34,0.56,9.2,0
4947,5.6,0.31,1.85,1.4,0.07400000000000001,114.0,96.0,0,3.32,0.58,9.2,0
4948,8.8,0.66,1.3,1.7,0.07400000000000001,106.0,23.0,3,3.15,0.74,9.2,0
4949,6.6,0.52,0.24,2.2,0.069,132.0,15.0,0,3.4,0.63,9.4,1
4950,6.6,0.5,0.24,2.1,0.068,130.0,115.80207972270364,0,3.39,0.64,9.4,1
4951,8.6,0.38,1.8,3.0,0.081,128.0,119.0,3,3.2,0.56,9.4,0
4952,7.6,0.51,0.9,2.8,0.11,146.8341224489796,73.0,0,3.17,0.63,10.2,1
4953,7.7,0.62,0.2,3.8,0.084,127.0,45.0,3,3.34,0.53,9.5,0
4954,10.2,0.42,2.85,3.4,0.07,112.0,10.0,3,3.04,0.63,9.6,0
4955,7.5,0.63,0.6,5.1,0.111,148.0,110.0,3,3.26,0.77,9.4,0
4956,7.8,0.59,0.9,2.3,0.076,119.0,54.0,3,3.43,0.59,10.0,0
4958,8.8,0.4,2.0,2.2,0.079,119.0,52.0,3,3.44,0.64,9.2,0
4959,7.7,0.69,2.45,1.8,0.115,120.0,112.0,0,3.21,0.71,9.3,0
4960,7.5,0.52,1.12,1.9,0.085,146.8341224489796,35.0,0,3.38,0.62,9.5,1
4961,7.0,0.735,0.25,2.0,0.081,109.0,54.0,0,3.39,0.57,9.8,0
4962,7.2,0.725,0.25,4.65,0.086,100.0,11.0,0,3.41,0.39,10.9,0
4963,7.2,0.725,0.25,4.65,0.086,100.0,11.0,0,3.41,0.39,10.9,0
4965,6.6,0.705,0.35,1.6,0.076,106.0,15.0,0,3.44,0.58,10.7,0
4966,9.3,0.32,2.85,2.0,0.07400000000000001,129.0,65.0,0,3.28,0.79,10.7,0
4967,7.1831040774234385,0.705,0.3,1.9,0.07400000000000001,130.0,19.0,0,3.34,0.95,10.5,1
4968,7.7,0.63,0.48,1.9,0.076,131.0,27.0,0,3.32,0.54,9.5,1
4969,7.7,0.67,1.15,2.1,0.08800000000000001,127.0,96.0,0,3.32,0.48,9.5,0
4970,7.1831040774234385,0.69,1.1,1.9,0.084,124.0,94.0,0,3.31,0.48,9.5,0
4971,8.3,0.675,1.04,2.1,0.084,91.0,115.80207972270364,3,3.31,0.53,9.2,0
4972,9.7,0.32,2.7,2.5,0.094,128.0,83.0,3,3.28,0.82,9.6,0
4973,8.8,0.41,3.2,2.2,0.09300000000000001,107.0,42.0,3,3.54,0.66,10.5,0
4975,6.8,0.785,0.0,2.4,0.10400000000000001,130.0,30.0,0,3.52,0.55,10.7,1
4976,6.7,0.75,0.6,2.0,0.086,146.8341224489796,115.80207972270364,0,3.38,0.52,10.1,0
4977,8.3,0.625,1.8638096026490105,1.5,0.08,105.0,119.0,3,3.16,1.12,9.1,0
4978,6.2,0.45,1.0,1.6,0.069,107.0,115.80207972270364,0,3.41,0.56,9.2,0
4980,7.4,0.5,2.35,2.0,0.086,117.0,73.0,3,3.36,0.57,9.1,0
4982,6.3,0.3,2.88,1.8,0.069,136.0,61.0,0,3.44,0.78,10.3,1
4983,6.9,0.55,0.75,2.2,0.076,121.0,40.0,0,3.41,0.59,10.1,0
4985,7.7,0.49,1.3,1.9,0.062,107.0,31.0,0,3.39,0.64,9.6,0
4986,9.3,0.39,2.2,2.1,0.107,134.0,125.0,3,3.14,1.22,9.5,0
4987,7.0,0.62,0.4,1.8,0.076,146.8341224489796,24.0,3,3.48,0.53,9.0,0
4988,7.9,0.52,1.3,1.9,0.079,134.0,140.0,0,3.23,0.54,9.5,0
4991,7.7,0.49,1.3,1.9,0.062,111.0,31.0,0,3.39,0.64,9.6,0
4992,5.0,1.02,0.16,1.4,0.045,123.0,85.0,2,3.75,0.48,10.5,0
4994,7.1831040774234385,0.775,0.0,3.0,0.102,108.0,23.0,0,3.45,0.56,10.7,0
4995,7.0,0.5,1.25,2.0,0.07,101.0,22.0,0,3.25,0.63,9.2,0
4996,7.6,0.9,0.3,2.5,0.079,105.0,10.0,0,3.39,0.56,9.8,0
4997,8.1,0.545,1.08,1.9,0.08,131.0,35.0,3,3.3,0.59,9.0,1
4998,8.3,0.61,1.8,2.1,0.084,131.0,50.0,3,3.4,0.61,10.2,1
4999,7.8,0.5,1.8,1.9,0.075,128.0,22.0,0,3.31,0.56,10.4,1
5000,8.1,0.545,1.08,1.9,0.08,137.0,35.0,3,3.3,0.59,9.0,1
5001,8.1,0.575,1.1,2.1,0.077,110.0,65.0,0,3.29,0.51,9.2,0
5002,7.2,0.49,1.2,2.2,0.07,105.0,36.0,0,3.33,0.48,9.4,0
5003,8.1,0.575,1.1,2.1,0.077,114.0,65.0,0,3.29,0.51,9.2,0
5005,6.2,0.63,1.55,1.7,0.08800000000000001,117.0,64.0,0,3.46,0.79,9.3,0
5006,8.0,0.33,3.18,2.5,0.091,136.0,80.0,3,3.37,0.8,9.6,1
5007,8.1,0.785,2.6,2.0,0.122,145.0,153.0,0,3.21,0.69,9.3,0
5008,7.8,0.56,0.95,1.8,0.10400000000000001,118.0,47.0,0,3.19,0.93,9.5,0
5009,8.4,0.62,0.45,2.2,0.084,115.0,108.0,0,3.15,0.66,9.8,0
5011,10.1,0.31,2.64,2.3,0.08,140.0,115.80207972270364,3,3.32,0.67,9.7,1
5012,7.8,0.56,0.95,1.8,0.10400000000000001,108.0,47.0,0,3.19,0.93,9.5,0
5013,9.4,0.4,1.86,2.2,0.09,125.0,62.0,0,3.07,0.63,10.5,1
5014,8.3,0.54,1.68,1.9,0.077,131.0,115.80207972270364,3,3.39,0.61,10.0,1
5015,7.8,0.56,0.72,2.0,0.08199999999999999,125.0,28.0,3,3.37,0.5,9.4,1
5016,8.8,0.55,0.24,2.2,0.11900000000000001,134.0,56.0,0,3.21,0.6,10.9,1
5017,7.0,0.69,0.48,1.8,0.09699999999999999,140.0,89.0,0,3.34,0.54,9.2,1
5018,7.3,1.07,0.45,1.7,0.17800000000000002,146.8341224489796,89.0,0,3.3,0.57,9.0,0
5019,8.8,0.55,0.24,2.2,0.11900000000000001,132.0,115.80207972270364,0,3.21,0.6,10.9,1
5020,7.3,0.695,0.0,2.5,0.075,105.0,115.80207972270364,3,3.49,0.52,9.2,0
5021,8.0,0.71,0.0,2.6,0.08,109.0,34.0,3,3.44,0.53,9.5,0
5022,7.8,0.5,0.85,1.6,0.08199999999999999,121.0,102.0,0,3.39,0.48,9.5,0
5023,9.0,0.62,0.2,1.9,0.146,127.0,90.0,3,3.16,0.7,9.4,0
5024,8.2,1.33,0.0,1.7,0.081,105.0,12.0,0,3.53,0.49,10.9,0
5025,8.1,1.33,0.0,1.8,0.08199999999999999,101.0,12.0,0,3.54,0.48,10.9,0
5026,7.1831040774234385,0.59,1.12,1.8,0.065,139.0,16.0,0,3.42,0.92,10.5,1
5027,6.1,0.38,0.75,1.8,0.07200000000000001,106.0,19.0,0,3.42,0.57,9.4,0
5028,8.0,0.745,2.8,2.0,0.11800000000000001,132.0,134.0,0,3.24,0.66,9.4,0
5029,5.6,0.5,0.45,2.3,0.049,115.0,99.0,2,3.63,0.63,13.0,0
5030,5.6,0.5,0.45,2.3,0.049,115.0,99.0,2,3.63,0.63,13.0,0
5031,6.6,0.5,0.06,1.5,0.06,135.0,26.0,0,3.4,0.58,9.8,1
5032,7.9,1.04,0.3,2.2,0.084,135.0,29.0,0,3.22,0.55,9.9,1
5033,8.4,0.745,0.55,1.9,0.09,118.0,63.0,0,3.19,0.82,9.6,0
5034,8.3,0.715,0.75,1.8,0.08900000000000001,112.0,52.0,0,3.23,0.77,9.5,0
5035,7.2,0.415,1.8,2.0,0.081,115.0,45.0,3,3.48,0.64,9.2,0
5036,7.8,0.56,0.95,2.1,0.081,113.0,105.0,0,3.33,0.54,9.5,0
5037,7.8,0.56,0.95,2.0,0.081,117.0,108.0,0,3.32,0.54,9.5,0
5038,8.4,0.745,0.55,1.9,0.09,116.0,63.0,0,3.19,0.82,9.6,0
5039,8.3,0.715,0.75,1.8,0.08900000000000001,114.0,52.0,0,3.23,0.77,9.5,0
5041,6.3,0.39,1.8638096026490105,1.7,0.066,101.0,115.80207972270364,0,3.34,0.58,9.4,0
5043,8.1,0.67,2.75,1.8,0.11699999999999999,132.0,141.0,0,3.17,0.62,9.4,0
5044,5.8,0.68,0.1,1.8,0.087,123.0,94.0,2,3.54,0.52,10.0,0
5045,7.6,0.49,1.3,1.6,0.23600000000000002,116.0,88.0,0,3.11,0.8,9.3,0
5046,6.9,0.49,0.6,2.3,0.07400000000000001,134.0,30.0,0,3.42,0.58,10.2,1
5047,8.2,0.4,2.64,2.8,0.08900000000000001,135.0,43.0,3,3.53,0.61,10.5,1
5048,7.3,0.33,2.82,2.1,0.077,127.0,11.0,0,3.33,0.53,10.3,1
5050,7.5,0.6,0.15,1.8,0.095,127.0,99.0,0,3.35,0.54,10.1,0
5051,7.5,0.6,0.15,1.8,0.095,123.0,99.0,0,3.35,0.54,10.1,0
5052,7.1,0.43,2.1,5.5,0.07,131.0,129.0,3,3.42,0.72,10.5,0
5053,7.1,0.43,2.1,5.5,0.071,124.0,128.0,3,3.42,0.71,10.5,0
5054,7.1,0.43,2.1,5.5,0.07,129.0,129.0,3,3.42,0.72,10.5,0
5055,7.1,0.43,2.1,5.5,0.071,132.0,115.80207972270364,3,3.42,0.71,10.5,0
5056,7.1,0.68,0.0,2.2,0.073,114.0,22.0,0,3.48,0.5,9.3,0
5057,6.8,0.6,1.08,1.9,0.079,138.0,86.0,0,3.59,0.57,9.3,1
5058,7.6,0.95,0.15,2.0,0.09,105.0,20.0,0,3.2,0.56,9.6,0
5059,7.6,0.68,0.08,1.3,0.07200000000000001,85.0,115.80207972270364,0,3.17,1.08,9.2,0
5061,7.4,0.6,1.3,7.3,0.07,140.0,121.0,3,3.37,0.49,9.4,0
5062,7.3,0.59,1.3,7.2,0.07,133.0,115.80207972270364,3,3.37,0.49,9.4,0
5063,7.8,0.63,2.4,1.7,0.1,112.0,115.80207972270364,0,3.19,0.62,9.5,0
5064,6.8,0.64,0.5,2.1,0.085,120.0,101.0,0,3.34,0.52,10.2,0
5065,7.3,0.55,1.8638096026490105,1.6,0.07200000000000001,91.0,42.0,0,3.37,0.48,9.0,0
5066,6.8,0.63,0.42,2.1,0.08900000000000001,131.0,44.0,0,3.47,0.55,10.4,1
5068,7.1831040774234385,0.885,0.12,1.8,0.057999999999999996,80.0,8.0,3,3.36,0.33,9.1,0
5069,8.0,0.42,1.02,2.0,0.073,124.0,18.0,3,3.29,0.61,9.2,1
5070,8.0,0.42,1.02,2.0,0.073,120.0,18.0,3,3.29,0.61,9.2,1
5071,7.4,0.62,0.3,1.9,0.068,146.0,42.0,0,3.42,0.57,11.5,1
5072,7.3,0.38,1.05,2.0,0.08,101.0,35.0,0,3.33,0.47,9.5,0
5073,6.9,0.5,0.2,1.5,0.085,111.0,49.0,0,3.35,0.78,10.487660536156229,0
5074,7.3,0.38,1.05,2.0,0.08,105.0,35.0,0,3.33,0.47,9.5,0
5075,7.5,0.52,2.52,2.3,0.087,126.0,38.0,3,3.58,0.61,10.5,1
5076,7.0,0.805,0.0,2.5,0.068,113.0,20.0,0,3.48,0.56,9.6,0
5077,8.8,0.61,0.7,2.4,0.067,146.8341224489796,42.0,0,3.19,0.59,9.5,0
5078,8.8,0.61,0.7,2.4,0.067,146.8341224489796,42.0,0,3.19,0.59,9.5,0
5079,8.9,0.61,2.45,2.0,0.27,123.0,115.80207972270364,3,3.12,1.02,9.3,0
5080,7.2,0.73,0.1,2.5,0.076,114.0,42.0,3,3.44,0.52,9.3,0
5081,6.8,0.61,1.0,1.8,0.077,109.0,65.0,3,3.54,0.58,9.3,0
5082,6.7,0.62,1.26,1.9,0.079,128.0,62.0,3,3.52,0.58,9.3,1
5083,8.9,0.31,2.85,2.0,0.111,128.0,85.0,3,3.26,0.53,9.7,0
5084,7.4,0.39,2.4,2.0,0.08199999999999999,112.0,67.0,3,3.34,0.55,9.2,0
5085,7.7,0.705,0.5,2.6,0.084,109.0,26.0,3,3.39,0.49,9.7,0
5086,7.9,0.5,1.65,2.0,0.084,111.0,143.0,0,3.2,0.55,9.5,0
5087,7.1831040774234385,0.49,1.6,1.9,0.08199999999999999,119.0,144.0,0,3.2,0.55,9.5,0
5088,8.2,0.5,1.75,2.9,0.077,121.0,127.0,3,3.23,0.62,9.4,0
5089,6.4,0.37,1.5,1.9,0.07400000000000001,137.0,49.0,3,3.57,0.62,9.8,1
5090,6.8,0.63,0.6,3.8,0.099,116.0,126.0,0,3.28,0.61,9.5,0
5091,7.6,0.55,1.05,2.2,0.071,107.0,28.0,0,3.28,0.55,9.7,0
5092,7.6,0.55,1.05,2.2,0.071,103.0,28.0,0,3.28,0.55,9.7,0
5093,7.8,0.59,1.65,2.0,0.07400000000000001,124.0,120.0,0,3.25,0.54,9.4,0
5094,7.3,0.58,1.5,2.4,0.07400000000000001,119.0,55.0,0,3.46,0.59,10.2,0
5095,11.5,0.3,1.8638096026490105,2.0,0.067,134.0,115.80207972270364,3,3.11,0.97,10.1,1
5096,5.4,0.835,0.56,1.2,0.046,155.0,93.0,2,3.57,0.85,13.0,1
5097,6.9,1.09,0.24,2.1,0.061,98.0,31.0,2,3.51,0.43,11.4,0
5098,9.6,0.32,3.29,1.4,0.055999999999999994,149.0,24.0,0,3.22,0.82,10.3,1
5099,8.8,0.37,1.8638096026490105,2.1,0.09699999999999999,141.0,145.0,3,3.04,1.03,9.3,0
5100,6.8,0.5,0.55,1.5,0.075,114.0,49.0,0,3.36,0.79,9.5,0
5101,7.0,0.42,1.75,1.6,0.08800000000000001,116.0,39.0,0,3.34,0.55,9.2,0
5102,7.0,0.43,2.16,1.6,0.08900000000000001,134.0,37.0,0,3.34,0.56,9.2,1
5103,12.8,0.3,1.8638096026490105,2.6,0.095,149.0,28.0,3,3.2,0.77,10.8,1
5104,12.8,0.3,5.18,2.6,0.095,147.0,28.0,3,3.2,0.77,10.8,1
5105,7.8,0.57,1.55,1.8,0.069,122.0,120.0,0,3.29,0.53,9.3,0
5106,7.8,0.44,1.8638096026490105,2.7,0.1,116.0,95.0,0,3.22,0.67,9.4,0
5107,11.0,0.3,4.06,2.1,0.054000000000000006,145.0,19.0,3,3.31,0.88,10.5,1
5108,9.7,0.53,3.6,2.0,0.039,146.8341224489796,19.0,0,3.3,0.86,12.4,1
5109,8.0,0.725,1.44,2.8,0.083,134.0,62.0,0,3.35,0.56,10.0,1
5110,11.6,0.44,3.84,2.1,0.059000000000000004,125.0,15.0,3,3.21,0.67,10.2,1
5111,8.2,0.57,1.3,2.2,0.06,146.8341224489796,65.0,0,3.3,0.43,10.1,0
5112,7.8,0.735,0.48,5.443836575875507,0.092,132.0,41.0,3,3.24,0.71,9.8,1
5113,7.0,0.49,2.45,5.6,0.06,126.0,121.0,3,3.34,0.76,10.5,0
5114,8.7,0.625,0.8,2.0,0.10099999999999999,146.8341224489796,115.80207972270364,0,3.14,0.57,11.0,0
5115,8.1,0.725,1.1,2.2,0.07200000000000001,109.0,41.0,0,3.36,0.55,9.1,0
5116,7.5,0.49,0.95,1.9,0.076,112.0,44.0,0,3.39,0.54,9.7,0
5117,7.8,0.53,1.65,2.4,0.08,130.0,144.0,0,3.3,0.6,9.5,0
5118,7.8,0.34,2.22,2.0,0.08199999999999999,142.0,58.0,0,3.34,0.59,9.4,1
5119,7.4,0.53,1.3,2.0,0.10099999999999999,114.0,72.0,0,3.15,0.57,9.4,0
5120,6.8,0.61,0.2,1.5,0.057,109.0,115.80207972270364,0,3.42,0.6,9.5,0
5121,8.6,0.645,1.5,2.0,0.083,136.0,28.0,3,3.28,0.6,10.0,1
5122,8.4,0.635,1.44,2.0,0.08900000000000001,93.0,55.0,3,3.31,0.57,10.4,0
5123,7.7,0.43,1.5,2.6,0.073,145.0,63.0,0,3.37,0.58,10.5,1
5125,9.0,0.82,0.7,2.6,0.08900000000000001,107.0,115.80207972270364,3,3.39,0.63,9.8,0
5126,7.7,0.43,1.5,2.6,0.073,149.0,115.80207972270364,0,3.37,0.58,10.5,1
5127,6.9,0.52,1.25,2.6,0.081,110.0,37.0,0,3.46,0.5,11.0,0
5128,5.2,0.48,0.28,1.6,0.054000000000000006,157.0,106.0,2,3.54,0.62,12.2,1
5129,8.0,0.38,0.36,1.8,0.078,132.0,49.0,0,3.37,0.52,9.9,1
5130,8.5,0.37,1.2,2.8,0.09,136.0,58.0,3,3.34,0.7,9.6,1
5131,6.9,0.52,1.25,2.6,0.081,110.0,37.0,0,3.46,0.5,11.0,0
5132,8.2,1.0,0.54,2.3,0.065,125.0,37.0,0,3.32,0.55,9.0,1
5133,7.2,0.63,0.0,1.9,0.09699999999999999,132.0,38.0,0,3.37,0.58,9.0,1
5134,7.2,0.63,0.0,1.9,0.09699999999999999,136.0,38.0,0,3.37,0.58,9.0,1
5135,7.2,0.645,0.0,1.9,0.09699999999999999,129.0,115.80207972270364,0,3.37,0.58,9.2,1
5136,7.2,0.63,0.0,1.9,0.09699999999999999,126.0,38.0,0,3.37,0.58,9.0,1
5137,8.2,1.0,1.8638096026490105,2.3,0.065,129.0,37.0,0,3.32,0.55,9.0,1
5138,8.9,0.635,1.85,1.7,0.263,105.0,62.0,3,3.0,1.09,9.3,0
5139,12.0,0.38,3.36,2.1,0.09300000000000001,128.0,24.0,3,3.14,0.71,10.9,1
5140,7.7,0.58,1.8638096026490105,1.8,0.102,152.0,109.0,0,3.08,0.49,9.8,1
5143,7.3,0.66,0.0,2.0,0.084,128.0,23.0,3,3.61,0.96,9.9,1
5144,7.1,0.68,0.35,1.9,0.075,118.0,51.0,0,3.38,0.52,9.5,0
5145,8.2,0.6,0.85,2.3,0.07200000000000001,107.0,73.0,0,3.2,0.45,9.3,0
5146,7.7,0.53,0.36,1.7,0.07400000000000001,125.0,39.0,0,3.35,0.48,9.8,1
5147,7.3,0.66,0.0,2.0,0.084,132.0,23.0,3,3.61,0.96,10.487660536156229,1
5148,10.8,0.32,2.64,1.6,0.063,138.0,37.0,3,3.22,0.78,10.0,1
5150,11.1,0.35,2.4,3.1,0.09,105.0,21.0,3,3.17,0.53,10.5,0
5151,7.7,0.775,2.1,1.9,0.092,108.0,86.0,0,3.23,0.59,9.5,0
5152,7.1,0.6,0.0,1.8,0.07400000000000001,132.0,34.0,3,3.47,0.7,9.9,1
5153,8.0,0.57,1.15,3.2,0.073,121.0,119.0,0,3.26,0.57,9.3,0
5154,9.4,0.34,1.8638096026490105,2.2,0.075,146.8341224489796,13.0,3,3.22,0.62,9.2,0
5155,6.6,0.695,0.0,2.1,0.075,112.0,56.0,0,3.49,0.67,9.2,0
5157,10.0,0.31,3.29,2.6,0.085,154.0,33.0,3,3.36,0.8,10.5,1
5158,7.9,0.33,1.15,1.7,0.077,116.0,115.80207972270364,0,3.29,0.65,9.3,0
5159,7.0,0.975,0.16,2.0,0.087,94.0,115.80207972270364,0,3.35,0.6,9.4,0
5160,7.1831040774234385,0.52,0.15,1.7,0.07,108.0,115.80207972270364,0,3.34,0.57,10.0,0
5161,7.9,0.37,1.15,1.8,0.077,123.0,49.0,0,3.28,0.67,9.3,0
5162,12.5,0.56,2.45,2.4,0.064,105.0,27.0,3,3.08,0.87,10.9,0
5164,8.1,0.87,1.8638096026490105,3.3,0.096,108.0,61.0,3,3.6,0.72,9.8,0
5165,7.1831040774234385,0.35,3.68,3.6,0.078,175.0,37.0,3,3.35,0.86,12.8,1
5166,6.9,0.54,0.24,3.0,0.077,131.0,27.0,3,3.69,0.91,9.4,1
5167,11.5,0.18,3.06,4.0,0.10400000000000001,120.0,23.0,3,3.28,0.97,10.1,1
5168,7.9,0.545,0.36,4.0,0.087,155.0,61.0,0,3.36,0.67,10.7,1
5169,11.5,0.18,3.06,4.0,0.10400000000000001,122.0,23.0,3,3.28,0.97,10.1,1
5170,10.9,0.37,2.9,4.0,0.071,119.0,65.0,3,3.22,0.78,10.1,0
5171,8.4,0.715,1.0,2.4,0.076,146.8341224489796,38.0,3,3.31,0.64,9.4,0
5172,7.5,0.65,0.9,7.0,0.08800000000000001,127.0,94.0,3,3.38,0.77,9.4,0
5173,7.9,0.545,0.36,4.0,0.087,146.8341224489796,61.0,0,3.36,0.67,10.7,1
5174,6.9,0.54,0.24,3.0,0.077,129.0,27.0,3,3.69,0.91,9.4,1
5175,11.5,0.18,3.06,4.0,0.10400000000000001,122.0,23.0,3,3.28,0.97,10.1,1
5176,7.1831040774234385,0.32,3.6,6.4,0.073,171.0,13.0,3,3.23,0.82,12.6,1
5177,8.9,0.4,1.8638096026490105,5.6,0.087,148.0,47.0,3,3.38,0.77,10.5,1
5178,11.4,0.26,2.64,3.6,0.071,126.0,19.0,3,3.12,0.82,9.3,1
5179,7.7,0.27,4.76,3.5,0.358,143.0,115.80207972270364,3,3.25,1.08,9.9,1
5180,7.6,0.52,1.8638096026490105,3.0,0.067,108.0,53.0,3,3.36,0.57,9.1,0
5181,8.9,0.4,2.24,5.6,0.087,148.0,47.0,3,3.38,0.77,10.5,1
5182,9.9,0.59,0.35,3.4,0.102,146.8341224489796,71.0,3,3.31,0.71,9.8,0
5184,12.0,0.45,3.3,2.0,0.073,143.0,49.0,3,3.1,0.76,10.3,1
5185,7.5,0.4,0.72,3.0,0.092,151.0,53.0,0,3.37,0.7,10.3,1
5186,8.7,0.52,0.63,2.5,0.091,158.0,115.80207972270364,3,3.34,0.86,10.6,1
5187,11.6,0.42,2.65,3.3,0.105,133.0,98.0,3,3.2,0.95,9.2,0
5188,8.7,0.52,0.63,2.5,0.091,160.0,49.0,3,3.34,0.86,10.6,1
5189,11.0,0.2,2.4,2.0,0.34299999999999997,102.0,18.0,3,3.3,0.71,10.5,0
5190,10.4,0.55,1.38,2.7,0.091,142.0,48.0,3,3.22,0.64,10.3,1
5191,6.9,0.36,1.5,2.4,0.098,125.0,16.0,0,3.41,0.6,10.1,1
5192,13.3,0.34,3.12,3.2,0.094,135.0,53.0,3,3.05,0.81,9.5,1
5193,10.8,0.5,2.3,2.5,0.073,105.0,27.0,3,3.05,0.64,9.5,0
5194,10.6,0.83,1.85,2.6,0.086,122.0,70.0,3,3.16,0.52,9.9,0
5195,7.1,0.63,0.3,2.0,0.083,146.8341224489796,29.0,3,3.67,0.73,9.6,0
5196,7.2,0.65,0.1,2.3,0.094,105.0,31.0,3,3.67,0.8,9.7,0
5197,6.9,0.67,0.3,2.1,0.08,110.0,115.80207972270364,3,3.68,0.71,9.6,0
