,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
6022,Male,Yes,43.0,Yes,Entertainment,1.0,Low,4.0,3.0,6.72,3.411,4.606,1.817,A
6024,Male,No,27.0,Yes,Entertainment,9.0,Low,1.0,6.0,4.862,4.4639999999999995,4.457,4.915,A
6025,Male,No,33.0,No,Healthcare,9.0,Low,3.0,7.0,13.439,9.484,11.842,14.95,C
6026,Female,Yes,26.0,No,Doctor,0.0,Average,3.0,4.0,10.038,2.78,10.270999999999999,7.297000000000001,D
6028,Male,No,45.0,Yes,Entertainment,1.0,Low,2.0,6.0,8.496,0.924,2.401,1.087,A
6029,Male,No,25.0,Yes,Doctor,7.0,Low,1.0,6.0,8.296,2.157,3.154,-1.847,A
6030,Male,Yes,37.0,Yes,Artist,6.0,Low,1.0,6.0,0.024,3.182,0.902,7.794,B
6031,Female,Yes,37.0,Yes,Artist,5.0,Average,3.0,6.0,-2.1919999999999997,4.713,0.49200000000000005,9.299,B
6032,Female,Yes,60.0,Yes,Artist,8.0,High,6.0,6.0,4.584,6.085,14.478,15.318,C
6033,Female,Yes,76.0,Yes,Lawyer,1.0,High,2.0,6.0,15.8,8.696,11.58,8.222000000000001,C
6034,Male,Yes,47.0,Yes,Doctor,1.0,Average,4.0,6.0,3.553,4.332,3.929,2.365,A
6035,Female,Yes,42.0,Yes,Artist,8.0,Low,1.0,6.0,4.289,1.459,4.254,4.037,A
6036,Male,Yes,66.0,Yes,Artist,0.0,Low,4.0,2.0,11.023,9.851,10.339,15.475999999999999,C
6037,Male,No,20.0,No,Healthcare,1.0,Low,5.0,4.0,12.494000000000002,1.579,3.5260000000000002,3.235,D
6039,Male,No,21.0,No,Healthcare,13.0,Low,6.0,6.0,8.816,6.196000000000001,-1.354,6.227,D
6040,Female,No,42.0,No,Doctor,1.0,Low,1.0,3.0,7.827999999999999,6.48,2.456,5.777,A
6041,Male,Yes,57.0,Yes,Doctor,5.0,Average,2.0,6.0,10.404000000000002,8.07,11.413,7.4670000000000005,C
6042,Male,No,23.0,No,Healthcare,4.0,Low,3.0,6.0,9.706,5.348,6.314,11.095999999999998,D
6044,Male,Yes,42.0,Yes,Doctor,1.0,Average,2.0,1.0,7.767,11.089,8.022,7.524,C
6045,Male,No,28.0,No,Doctor,0.0,Low,4.0,3.0,10.508,4.63,10.969000000000001,7.252000000000001,D
6046,Male,Yes,43.0,Yes,Artist,9.0,Average,3.0,6.0,4.188,5.6129999999999995,4.188,0.503,A
6047,Male,No,30.0,Yes,Doctor,3.0,Low,2.0,6.0,0.509,1.713,9.591000000000001,0.387,D
6048,Male,No,26.0,No,Healthcare,1.0,Low,6.0,4.0,6.858,5.334,2.539,3.822,A
6049,Male,Yes,86.0,Yes,Executive,0.0,High,2.0,2.0,16.104,2.004,9.107000000000001,-1.9169999999999998,C
6050,Male,Yes,52.0,Yes,Entertainment,0.0,Average,2.0,6.0,15.089,6.096,7.627999999999999,9.802,C
6051,Female,Yes,43.0,No,Engineer,0.0,Low,1.0,6.0,4.688,7.355,5.3420000000000005,2.842,A
6053,Male,Yes,53.0,Yes,Artist,1.0,Average,3.0,6.0,16.128,2.786,11.339,2.9930000000000003,C
6054,Male,No,33.0,Yes,Healthcare,3.0,Low,1.0,6.0,5.282,1.31,10.296,1.393,D
6055,Male,Yes,25.0,Yes,Healthcare,9.0,Low,2.0,6.0,9.772,4.4239999999999995,9.129,9.693999999999999,C
6056,Female,Yes,55.0,Yes,Artist,1.0,Low,1.0,6.0,0.9359999999999999,1.541,2.0869999999999997,3.495,B
6058,Female,Yes,43.0,No,Engineer,1.0,Average,3.0,4.0,1.6230000000000002,2.329,0.451,3.1510000000000002,B
6060,Male,Yes,38.0,Yes,Healthcare,8.0,Average,4.0,6.0,10.636,12.623,8.184,10.161,C
6061,Female,Yes,69.0,Yes,Artist,2.0,Average,9.0,5.0,10.485999999999999,4.897,15.657,7.646,C
6062,Male,No,19.0,No,Doctor,1.0,Low,5.0,4.0,12.981,9.425,1.6669999999999998,4.164,C
6063,Female,No,28.0,No,Marketing,9.0,Low,2.0,3.0,17.553,8.334,10.718,6.6579999999999995,D
6064,Male,Yes,65.0,Yes,Artist,1.0,High,2.0,6.0,19.652,2.114,18.062,5.5329999999999995,C
6065,Male,Yes,33.0,Yes,Artist,2.0,Low,3.0,3.0,13.050999999999998,12.18,9.256,4.835,C
6066,Female,No,22.0,No,Healthcare,0.0,Low,4.0,6.0,13.628,-0.215,13.219000000000001,5.027,D
6067,Female,Yes,25.0,No,Homemaker,11.0,Average,3.0,6.0,10.36,4.9830000000000005,4.025,3.7939999999999996,D
6069,Female,No,37.0,Yes,Artist,0.0,Low,2.0,6.0,9.918,2.2680000000000002,-8.055,0.217,B
6070,Male,Yes,29.0,Yes,Entertainment,0.0,Low,2.0,2.0,10.470999999999998,-4.758,0.7709999999999999,4.783,D
6071,Male,No,31.0,Yes,Healthcare,0.0,Low,3.0,3.0,11.681,3.315,11.296,0.765,D
6072,Female,No,36.0,Yes,Marketing,9.0,Low,1.0,3.0,6.879,6.096,2.99,8.16,C
6073,Female,No,73.0,Yes,Artist,0.0,Low,1.0,6.0,11.669,7.348,-0.092,4.279,C
6074,Male,Yes,51.0,Yes,Artist,2.0,Low,2.0,6.0,3.978,2.531,4.229,3.3689999999999998,A
6075,Male,No,89.0,Yes,Artist,1.0,Low,3.0,6.0,6.341,6.702999999999999,9.338,1.725,A
6076,Male,Yes,60.0,No,Executive,0.0,High,2.0,6.0,3.387,5.797000000000001,1.571,4.406000000000001,B
6077,Male,No,40.0,Yes,Healthcare,1.0,Low,2.0,6.0,8.493,2.371,7.4239999999999995,4.914,D
6078,Female,No,22.0,No,Healthcare,9.0,Low,4.0,6.0,8.235,-2.026,7.777,3.0839999999999996,D
6079,Male,Yes,28.0,Yes,Engineer,9.0,Average,2.0,3.0,2.688,10.294,4.402,11.892000000000001,C
6080,Female,Yes,52.0,Yes,Artist,1.0,Average,3.0,6.0,11.905,-1.933,12.197000000000001,7.041,C
6081,Female,No,28.0,No,Doctor,0.0,Low,4.0,6.0,19.207,10.422,7.706,-0.31,C
6082,Female,Yes,37.0,Yes,Artist,5.0,Average,2.0,6.0,4.901,-2.086,-3.1519999999999997,3.5269999999999997,B
6083,Male,Yes,53.0,Yes,Doctor,2.0,Average,3.0,6.0,23.561,8.623,3.833,6.468,C
6085,Female,Yes,75.0,Yes,Lawyer,0.0,High,2.0,6.0,5.58,2.575,-0.61,3.892,B
6087,Male,Yes,53.0,Yes,Artist,0.0,High,4.0,6.0,11.761,13.167,11.554,10.69,C
6090,Male,No,27.0,Yes,Doctor,0.0,Low,5.0,6.0,2.15,1.7080000000000002,-1.047,4.906000000000001,B
6091,Male,Yes,65.0,Yes,Lawyer,0.0,Low,1.0,6.0,7.5760000000000005,5.699,5.598,1.819,A
6092,Male,Yes,27.0,No,Entertainment,1.0,Average,3.0,4.0,9.572000000000001,1.714,10.715,12.517999999999999,D
6093,Male,Yes,52.0,No,Entertainment,0.0,Average,2.0,4.0,9.543,4.609,-2.989,4.587,B
6097,Male,No,42.0,Yes,Artist,11.0,Low,2.0,6.0,11.412,10.620999999999999,17.744,4.947,C
6098,Female,No,19.0,No,Healthcare,9.0,Low,8.0,5.0,11.739,3.242,8.342,10.654000000000002,D
6100,Male,Yes,41.0,Yes,Artist,0.0,Average,4.0,4.0,13.12,7.5489999999999995,10.714,5.723,C
6101,Female,No,36.0,No,Engineer,14.0,Low,4.0,6.0,8.191,2.45,11.870999999999999,6.385,D
6102,Female,Yes,43.0,Yes,Healthcare,0.0,Average,2.0,3.0,4.074,6.697,4.546,2.4859999999999998,A
6103,Male,Yes,85.0,No,Lawyer,0.0,Low,1.0,6.0,12.227,0.8640000000000001,9.852,7.837999999999999,D
6106,Male,Yes,43.0,Yes,Artist,1.0,Average,2.0,6.0,6.444,-1.6280000000000001,5.151,1.5490000000000002,B
6107,Female,Yes,47.0,Yes,Artist,1.0,Average,2.0,7.0,16.222,9.054,17.471,1.319,C
6108,Female,Yes,60.0,Yes,Lawyer,0.0,Low,2.0,6.0,5.227,8.435,11.419,8.84,D
6109,Male,No,30.0,Yes,Healthcare,0.0,Low,3.0,1.0,11.082,4.743,9.937000000000001,9.644,D
6110,Female,No,37.0,Yes,Doctor,5.0,Low,1.0,2.0,7.577000000000001,4.1610000000000005,-0.779,5.436,B
6111,Male,No,31.0,Yes,Healthcare,0.0,Low,2.0,4.0,20.484,10.511,7.519,0.138,C
6112,Female,No,36.0,No,Engineer,1.0,Low,2.0,6.0,17.199,-1.7080000000000002,9.885,6.077999999999999,D
6113,Male,Yes,82.0,Yes,Lawyer,0.0,Low,3.0,4.0,3.21,7.211,2.5660000000000003,3.0269999999999997,A
6116,Male,No,37.0,Yes,Artist,4.0,Low,7.0,7.0,5.324,2.48,1.7180000000000002,1.851,A
6117,Male,Yes,35.0,Yes,Engineer,1.0,Average,4.0,3.0,6.438,3.7880000000000003,0.499,7.096,A
6118,Male,No,50.0,Yes,Artist,1.0,Low,1.0,2.0,7.867999999999999,-0.457,1.327,0.034,B
6119,Male,No,21.0,No,Healthcare,1.0,Low,4.0,4.0,8.026,7.932,8.748,7.641,D
6120,Male,Yes,59.0,No,Entertainment,1.0,Average,2.0,7.0,18.066,8.632,7.895,10.024,C
6121,Female,No,20.0,No,Healthcare,1.0,Low,5.0,4.0,14.597000000000001,7.774,6.415,3.819,D
6122,Female,No,49.0,Yes,Engineer,9.0,Low,1.0,6.0,7.36,2.319,3.6689999999999996,4.784,A
6123,Male,Yes,62.0,Yes,Executive,0.0,High,4.0,6.0,19.55,3.392,9.265,7.023,C
6124,Male,Yes,61.0,Yes,Artist,0.0,Average,5.0,6.0,15.355,7.8229999999999995,13.599,9.527000000000001,C
6125,Male,Yes,43.0,Yes,Homemaker,1.0,Average,2.0,4.0,4.4910000000000005,3.477,0.552,6.2860000000000005,A
6126,Female,Yes,41.0,No,Marketing,5.0,Average,3.0,6.0,9.505,5.136,4.83,2.6210000000000004,A
6127,Male,Yes,21.0,No,Doctor,1.0,Low,3.0,3.0,5.377000000000001,4.204,9.068999999999999,0.898,D
6128,Female,Yes,42.0,Yes,Artist,1.0,High,3.0,6.0,4.9239999999999995,2.451,7.881,12.138,C
6129,Female,Yes,38.0,No,Engineer,1.0,Average,6.0,4.0,2.077,3.012,-2.2569999999999997,2.654,B
6131,Male,Yes,51.0,Yes,Healthcare,1.0,Low,2.0,6.0,6.531000000000001,3.785,0.972,1.555,A
6132,Female,Yes,48.0,Yes,Artist,2.0,Low,2.0,6.0,11.91,11.415999999999999,7.906000000000001,8.922,C
6133,Female,No,29.0,Yes,Homemaker,1.0,Low,1.0,1.0,10.548,6.403,6.244,9.657,D
6134,Male,No,30.0,Yes,Healthcare,1.0,Low,1.0,6.0,9.656,0.348,3.2569999999999997,5.561,D
6138,Male,Yes,43.0,Yes,Healthcare,1.0,High,4.0,4.0,-1.395,2.046,-0.10099999999999999,12.064,B
6139,Male,Yes,38.0,Yes,Entertainment,2.0,Average,2.0,6.0,2.2640000000000002,-1.578,0.145,0.09699999999999999,B
6141,Female,No,38.0,Yes,Healthcare,8.0,Low,2.0,6.0,9.211,0.7709999999999999,9.31,7.34,D
6142,Female,No,43.0,Yes,Artist,0.0,Low,3.0,6.0,7.247999999999999,1.6480000000000001,1.4069999999999998,2.463,A
6143,Male,No,76.0,Yes,Lawyer,0.0,Low,2.0,6.0,3.958,4.563,5.075,0.9279999999999999,A
6144,Male,No,30.0,Yes,Healthcare,9.0,Low,5.0,6.0,-0.506,4.025,10.720999999999998,5.182,D
6145,Male,No,31.0,No,Healthcare,1.0,Low,4.0,7.0,12.798,6.665,2.213,-0.402,D
6146,Male,No,23.0,No,Healthcare,0.0,Low,3.0,3.0,10.174,-0.055,5.102,2.841,D
6147,Male,Yes,70.0,No,Lawyer,0.0,High,3.0,1.0,3.49,-0.61,3.801,-0.107,B
6148,Female,No,25.0,No,Engineer,1.0,Low,1.0,4.0,6.399,2.5180000000000002,0.99,5.178,A
6149,Male,No,29.0,No,Marketing,1.0,Low,2.0,6.0,9.324,4.2860000000000005,2.6860000000000004,3.1010000000000004,D
6150,Female,Yes,50.0,Yes,Artist,1.0,Average,3.0,6.0,15.751,18.658,8.185,7.5729999999999995,C
6151,Male,Yes,71.0,Yes,Artist,1.0,Average,2.0,6.0,10.982999999999999,10.179,12.907,3.248,C
6152,Female,No,18.0,No,Healthcare,0.0,Low,5.0,4.0,12.128,9.826,3.088,8.53,D
6153,Male,No,42.0,Yes,Artist,8.0,Low,3.0,6.0,7.233,0.843,2.903,1.9369999999999998,A
6154,Male,No,35.0,No,Healthcare,1.0,Low,1.0,4.0,18.854,10.251,7.265,3.347,D
6156,Female,No,41.0,Yes,Artist,2.0,Low,1.0,6.0,1.962,6.063,7.586,0.993,A
6157,Male,No,20.0,No,Marketing,0.0,Low,3.0,3.0,0.18100000000000002,4.928999999999999,-0.44299999999999995,8.529,B
6158,Male,Yes,27.0,No,Entertainment,14.0,Average,2.0,6.0,4.9110000000000005,2.319,6.8870000000000005,1.38,A
6159,Male,Yes,27.0,Yes,Healthcare,1.0,High,2.0,6.0,8.312999999999999,3.0589999999999997,4.994,8.908999999999999,D
6160,Female,No,18.0,No,Healthcare,0.0,Low,4.0,4.0,1.3,4.38,4.75,9.156,D
6161,Female,Yes,41.0,Yes,Artist,9.0,High,2.0,2.0,2.864,-0.871,1.6540000000000001,5.626,B
6162,Male,Yes,67.0,No,Lawyer,1.0,Average,2.0,6.0,2.5,3.5869999999999997,0.887,2.436,A
6165,Male,Yes,45.0,No,Artist,1.0,Average,4.0,6.0,5.21,2.95,-0.475,5.364,B
6166,Male,Yes,36.0,No,Executive,8.0,High,4.0,6.0,11.045,9.604,13.924000000000001,6.004,C
6167,Female,Yes,79.0,Yes,Artist,1.0,Average,2.0,6.0,12.811,9.16,10.344000000000001,2.349,C
6168,Female,No,33.0,No,Engineer,1.0,Low,3.0,6.0,16.827,7.7860000000000005,10.071,4.2780000000000005,C
6169,Female,Yes,87.0,Yes,Artist,1.0,Average,2.0,6.0,13.114,10.751,9.87,5.962999999999999,C
6170,Female,Yes,52.0,Yes,Artist,3.0,Low,1.0,6.0,6.432,4.757,5.626,0.7020000000000001,A
6171,Female,No,32.0,No,Healthcare,1.0,Low,3.0,6.0,8.394,-1.041,12.901,13.234000000000002,D
6172,Female,No,42.0,Yes,Engineer,1.0,Low,7.0,4.0,4.805,1.446,1.579,3.5780000000000003,A
6173,Male,No,22.0,No,Healthcare,8.0,Low,5.0,2.0,13.312000000000001,-2.079,5.483,6.442,D
6174,Female,No,18.0,No,Doctor,2.0,Low,4.0,6.0,9.457,11.280999999999999,2.319,6.412000000000001,D
6175,Female,No,26.0,No,Doctor,1.0,Low,4.0,2.0,7.295,9.128,9.693999999999999,-0.475,D
6176,Female,Yes,66.0,Yes,Artist,0.0,Average,2.0,6.0,17.305999999999997,12.466,5.9510000000000005,13.164000000000001,C
6177,Female,Yes,66.0,No,Engineer,6.0,Average,4.0,5.0,2.54,-1.736,4.471,1.9780000000000002,B
6178,Male,Yes,69.0,No,Lawyer,1.0,Low,2.0,1.0,5.38,2.825,2.8139999999999996,5.837000000000001,B
6179,Male,No,25.0,Yes,Marketing,1.0,Low,5.0,3.0,16.835,1.077,6.136,6.247000000000001,C
6180,Male,Yes,55.0,Yes,Artist,1.0,Low,2.0,6.0,8.907,4.0760000000000005,4.381,7.28,A
6181,Female,Yes,49.0,Yes,Artist,1.0,Low,2.0,6.0,22.444000000000003,11.027999999999999,2.59,9.753,C
6182,Male,Yes,61.0,Yes,Doctor,3.0,Low,2.0,6.0,8.097999999999999,2.245,7.138999999999999,1.916,A
6183,Female,No,47.0,Yes,Artist,0.0,Low,1.0,1.0,18.445999999999998,5.511,8.98,6.382999999999999,C
6184,Male,Yes,59.0,Yes,Executive,0.0,High,5.0,6.0,8.931000000000001,9.432,7.045,7.66,C
6185,Male,Yes,38.0,Yes,Artist,3.0,Average,4.0,6.0,3.298,7.648,2.316,8.726,B
6186,Male,Yes,55.0,Yes,Artist,8.0,Average,2.0,2.0,17.48,12.651,13.269,14.307,C
6188,Male,No,8.0,No,Artist,2.0,Low,4.0,6.0,6.002999999999999,7.617000000000001,5.507000000000001,5.242999999999999,A
6189,Male,Yes,41.0,Yes,Entertainment,0.0,Low,1.0,6.0,3.845,3.32,5.27,3.825,A
6190,Female,No,39.0,No,Engineer,1.0,Low,3.0,3.0,1.972,6.435,2.801,3.0780000000000003,A
6191,Female,No,20.0,No,Healthcare,1.0,Low,3.0,6.0,4.236000000000001,-6.44,5.375,-0.562,D
6192,Female,No,33.0,No,Engineer,0.0,Low,5.0,3.0,5.73,5.186,5.039,3.576,D
6193,Female,Yes,78.0,No,Lawyer,0.0,High,3.0,6.0,0.622,-0.537,3.5039999999999996,6.046,B
6194,Female,Yes,87.0,No,Lawyer,0.0,Low,1.0,4.0,6.867999999999999,2.647,6.632000000000001,1.703,A
6195,Male,No,19.0,No,Healthcare,1.0,Low,6.0,4.0,14.559000000000001,10.265,18.471,6.815,D
6197,Female,Yes,60.0,Yes,Artist,1.0,High,4.0,6.0,14.753,15.659,9.463,14.890999999999998,C
6198,Male,Yes,77.0,No,Lawyer,1.0,High,2.0,6.0,14.629000000000001,11.068,10.524000000000001,8.513,C
6200,Female,Yes,51.0,Yes,Artist,6.0,Average,3.0,6.0,12.280999999999999,1.3519999999999999,7.579,11.296,C
6201,Male,No,18.0,No,Doctor,0.0,Low,5.0,2.0,16.258,5.928999999999999,11.742,6.062,C
6202,Female,No,46.0,Yes,Artist,0.0,Low,2.0,6.0,-0.741,-0.028999999999999998,-3.4560000000000004,2.963,B
6203,Female,No,20.0,No,Healthcare,1.0,Low,5.0,6.0,5.8229999999999995,3.005,12.683,4.967,D
6205,Male,Yes,26.0,Yes,Artist,0.0,Low,2.0,1.0,19.055,4.066,8.285,9.113,C
6206,Female,Yes,57.0,Yes,Artist,0.0,High,3.0,3.0,12.995999999999999,1.2790000000000001,10.847999999999999,-0.12,C
6207,Male,Yes,53.0,Yes,Artist,6.0,Average,2.0,6.0,16.427,1.46,8.79,4.781000000000001,C
6208,Male,Yes,38.0,Yes,Artist,2.0,Low,2.0,6.0,6.479,-3.247,14.575,12.302,C
6209,Male,Yes,41.0,No,Doctor,1.0,Low,3.0,6.0,8.593,3.015,4.636,0.809,A
6210,Female,Yes,81.0,No,Lawyer,0.0,High,2.0,6.0,4.91,4.732,5.178,1.35,A
6211,Female,Yes,38.0,No,Engineer,0.0,Low,3.0,4.0,6.646,1.273,1.871,3.199,A
6212,Female,No,30.0,Yes,Healthcare,0.0,Low,1.0,6.0,8.825,7.121,14.205,3.0410000000000004,D
6213,Male,Yes,37.0,No,Entertainment,2.0,Low,3.0,6.0,7.6579999999999995,4.775,1.058,-0.8190000000000001,A
6214,Male,Yes,28.0,Yes,Artist,9.0,Average,2.0,6.0,5.984,4.173,4.257,6.772,A
6215,Male,Yes,43.0,No,Artist,1.0,High,3.0,6.0,6.085,2.944,0.4,3.4619999999999997,B
6216,Male,No,21.0,No,Doctor,0.0,Low,5.0,7.0,10.856,-1.8980000000000001,4.2219999999999995,5.792000000000001,D
6217,Male,Yes,33.0,Yes,Artist,1.0,Average,3.0,6.0,2.727,4.8389999999999995,4.113,2.535,A
6218,Male,Yes,78.0,Yes,Lawyer,1.0,High,2.0,6.0,3.4819999999999998,2.074,3.944,6.575,A
6221,Female,No,27.0,No,Healthcare,9.0,Low,2.0,6.0,6.1129999999999995,4.369,5.151,3.0039999999999996,A
6222,Female,Yes,45.0,Yes,Artist,1.0,Average,3.0,6.0,2.162,4.556,0.927,1.854,B
6223,Male,No,31.0,No,Doctor,0.0,Low,1.0,6.0,10.152999999999999,3.4410000000000003,3.9960000000000004,12.918,D
6224,Male,Yes,42.0,Yes,Artist,2.0,Average,2.0,6.0,12.23,11.36,2.0,7.182,C
6225,Female,No,37.0,Yes,Healthcare,1.0,Low,3.0,6.0,9.271,16.097,9.513,10.464,C
6226,Male,No,33.0,Yes,Entertainment,9.0,Low,2.0,6.0,16.451,7.725,-1.022,4.758,D
6228,Male,No,21.0,No,Healthcare,1.0,Low,3.0,3.0,12.773,3.1839999999999997,1.224,0.6709999999999999,D
6229,Female,No,32.0,No,Doctor,7.0,Low,4.0,3.0,5.12,6.211,14.222000000000001,0.177,D
6230,Male,Yes,36.0,Yes,Artist,0.0,Average,2.0,6.0,4.52,6.019,-2.131,7.98,B
6231,Male,Yes,43.0,Yes,Artist,9.0,Low,2.0,6.0,17.749000000000002,9.222999999999999,8.422,3.255,C
6232,Male,Yes,37.0,No,Entertainment,1.0,Average,3.0,4.0,7.9,1.919,4.894,3.8689999999999998,A
6233,Male,Yes,41.0,Yes,Artist,0.0,Low,2.0,6.0,7.247999999999999,3.793,5.035,5.93,A
6234,Male,Yes,41.0,Yes,Engineer,1.0,Average,2.0,6.0,10.606,9.052,13.104000000000001,4.777,C
6235,Female,Yes,55.0,No,Artist,1.0,Low,2.0,3.0,6.127000000000001,-2.293,0.57,2.883,B
6236,Male,Yes,61.0,No,Engineer,9.0,Average,4.0,6.0,6.547999999999999,0.9690000000000001,6.77,1.5619999999999998,C
6237,Female,No,38.0,No,Artist,13.0,Low,2.0,4.0,6.148,4.111000000000001,12.075999999999999,5.102,D
6238,Male,Yes,62.0,Yes,Entertainment,0.0,Average,6.0,6.0,18.541,8.449,10.514000000000001,4.897,C
6239,Female,No,33.0,No,Marketing,0.0,Low,4.0,3.0,1.115,3.448,3.137,4.734,D
6240,Male,Yes,53.0,Yes,Entertainment,1.0,Average,2.0,6.0,2.15,-1.541,-2.198,5.898,B
6243,Female,No,41.0,Yes,Artist,2.0,Low,3.0,3.0,6.6579999999999995,4.711,5.977,5.103,A
6244,Female,Yes,36.0,No,Marketing,1.0,Low,4.0,4.0,15.972000000000001,1.1420000000000001,1.197,-3.178,D
6245,Male,Yes,45.0,Yes,Artist,0.0,Average,4.0,6.0,17.734,14.305,6.322,19.483,C
6247,Female,No,26.0,No,Homemaker,0.0,Low,6.0,3.0,7.175,3.347,0.023,1.7,A
6248,Female,Yes,84.0,Yes,Lawyer,1.0,Low,1.0,6.0,5.477,5.455,5.071000000000001,1.7309999999999999,A
6249,Male,Yes,56.0,No,Lawyer,0.0,High,2.0,6.0,18.222,7.997000000000001,18.202,0.77,C
6250,Male,No,27.0,No,Marketing,8.0,Low,4.0,4.0,10.574000000000002,6.087999999999999,8.454,1.28,D
6251,Male,No,36.0,No,Engineer,3.0,Low,3.0,6.0,5.665,4.612,10.172,2.197,D
6252,Female,Yes,70.0,Yes,Artist,1.0,Low,3.0,7.0,6.7589999999999995,3.3160000000000003,3.991,9.127,B
6254,Female,Yes,40.0,Yes,Engineer,0.0,Average,2.0,6.0,6.632999999999999,-2.806,15.155999999999999,7.477,C
6256,Male,Yes,48.0,Yes,Artist,4.0,Low,1.0,6.0,10.280999999999999,-2.254,-3.174,2.497,B
6257,Female,Yes,41.0,Yes,Artist,9.0,Average,2.0,6.0,16.726,-0.9990000000000001,4.751,5.271,C
6258,Male,Yes,77.0,Yes,Lawyer,0.0,Low,2.0,3.0,4.317,6.324,10.243,9.937999999999999,C
6259,Male,Yes,72.0,Yes,Artist,6.0,Low,1.0,6.0,2.804,6.042999999999999,4.02,9.766,D
6260,Female,No,21.0,No,Healthcare,1.0,Low,3.0,3.0,8.336,3.728,9.758,8.549,D
6261,Female,No,29.0,Yes,Healthcare,3.0,Low,4.0,2.0,6.599,15.03,16.781,6.122999999999999,C
6262,Female,Yes,33.0,Yes,Homemaker,1.0,Average,3.0,6.0,9.734,12.64,9.222999999999999,15.106,D
6263,Female,No,29.0,Yes,Artist,7.0,Low,7.0,4.0,10.355,2.8560000000000003,4.725,6.664,D
6264,Male,No,18.0,No,Healthcare,0.0,Low,2.0,4.0,11.588,11.056,7.087000000000001,1.199,D
6265,Female,Yes,38.0,Yes,Engineer,0.0,Average,2.0,6.0,0.5770000000000001,-0.9790000000000001,4.426,7.888,B
6266,Female,Yes,48.0,Yes,Homemaker,3.0,Average,2.0,3.0,6.007000000000001,6.178999999999999,-3.612,3.775,B
6267,Female,Yes,48.0,Yes,Doctor,1.0,Average,2.0,2.0,5.975,0.48200000000000004,3.215,1.349,A
6268,Female,No,37.0,Yes,Artist,3.0,Low,1.0,6.0,22.636,12.055,22.154,7.4879999999999995,C
6269,Male,No,32.0,Yes,Healthcare,9.0,Low,5.0,6.0,15.927999999999999,2.9810000000000003,13.433,15.107000000000001,D
6270,Male,No,33.0,No,Healthcare,3.0,Low,5.0,2.0,4.611000000000001,4.407,-0.249,5.232,B
6271,Male,No,31.0,No,Healthcare,1.0,Low,8.0,4.0,9.337,-2.283,5.638999999999999,-0.8170000000000001,D
6272,Male,Yes,47.0,No,Artist,0.0,Average,5.0,4.0,4.5,1.837,4.732,6.632999999999999,A
6273,Male,Yes,63.0,Yes,Artist,1.0,Average,3.0,4.0,10.006,7.307,11.02,20.349,C
6274,Female,No,26.0,Yes,Healthcare,5.0,Low,2.0,6.0,3.467,7.002999999999999,12.517999999999999,7.1160000000000005,D
6275,Male,Yes,65.0,Yes,Lawyer,11.0,High,2.0,6.0,10.552999999999999,10.640999999999998,8.935,14.555,C
6276,Male,Yes,22.0,No,Healthcare,1.0,Average,4.0,7.0,7.916,8.107999999999999,4.4510000000000005,-0.316,D
6277,Female,Yes,42.0,No,Engineer,4.0,Low,1.0,6.0,5.096,5.565,-0.018000000000000002,9.068999999999999,B
6278,Male,Yes,43.0,No,Artist,8.0,Low,1.0,6.0,7.654,2.294,-0.782,1.6880000000000002,A
6279,Female,No,23.0,No,Marketing,1.0,Low,4.0,3.0,2.5469999999999997,0.23600000000000002,2.075,3.968,B
6280,Male,No,27.0,Yes,Artist,5.0,Low,4.0,3.0,5.18,5.497999999999999,-3.9410000000000003,4.236000000000001,B
6282,Male,Yes,45.0,Yes,Executive,1.0,High,3.0,6.0,12.364,13.491,7.593999999999999,6.428999999999999,C
6283,Male,No,33.0,Yes,Doctor,9.0,Low,6.0,4.0,6.6,2.157,11.321,15.64,D
6284,Male,Yes,58.0,No,Executive,0.0,High,4.0,3.0,2.2230000000000003,0.293,2.52,2.011,B
6285,Male,No,21.0,No,Doctor,0.0,Low,3.0,6.0,10.259,5.632000000000001,5.457000000000001,5.652,A
6286,Female,No,85.0,Yes,Homemaker,4.0,Low,1.0,6.0,12.350999999999999,1.1440000000000001,6.5360000000000005,10.079,D
6287,Male,No,41.0,No,Doctor,1.0,Low,3.0,6.0,2.2840000000000003,1.8119999999999998,4.178,3.6630000000000003,B
6289,Female,Yes,57.0,No,Engineer,0.0,Low,1.0,3.0,1.4909999999999999,-3.47,5.507999999999999,5.3839999999999995,B
6290,Male,Yes,38.0,No,Doctor,0.0,Average,5.0,6.0,7.928,4.901,3.111,2.133,A
6291,Male,Yes,50.0,Yes,Artist,0.0,Average,5.0,6.0,10.113999999999999,7.974,19.25,10.375,C
6292,Male,No,25.0,Yes,Artist,1.0,Low,1.0,6.0,-3.673,8.533999999999999,1.706,10.774000000000001,D
6293,Male,No,33.0,No,Healthcare,1.0,Low,4.0,6.0,12.280999999999999,16.07,13.93,14.374,C
6294,Male,No,62.0,Yes,Entertainment,1.0,Low,1.0,6.0,17.969,5.4510000000000005,8.988,7.2010000000000005,D
6295,Male,No,26.0,No,Healthcare,1.0,Low,6.0,6.0,19.279,14.652999999999999,7.397,7.559,C
6296,Male,Yes,25.0,Yes,Artist,12.0,Low,2.0,6.0,5.473,5.44,3.688,4.8839999999999995,A
