fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
12.0,0.38,3.36,2.1,0.093,128.0,24.0,4.0,3.14,0.71,10.9,6,1.0
7.7,0.58,0.6,1.8,0.102,148.0,115.61731664259348,3.0,3.08,0.49,9.8,6,1.0
7.3,0.66,0.0,2.0,0.084,122.0,23.0,4.0,3.61,0.96,9.9,6,1.0
7.1,0.68,0.35,1.9,0.075,116.0,51.0,3.0,3.38,0.52,9.5,5,1.0
8.2,0.6,0.85,2.3,0.072,115.0,73.0,3.0,3.2,0.45,9.3,5,1.0
7.7,0.53,0.36,1.7,0.074,129.0,39.0,3.0,3.35,0.48,9.8,6,1.0
7.3,0.66,0.0,2.0,0.084,122.0,23.0,4.0,3.61,0.96,9.9,6,1.0
10.8,0.32,2.64,1.6,0.063,134.0,37.0,4.0,3.22,0.78,10.0,6,1.0
7.1,0.6,0.0,1.8,0.074,130.0,34.0,4.0,3.47,0.7,9.9,6,1.0
11.1,0.35,2.4,3.1,0.09,107.0,21.0,4.0,3.17,0.53,10.5,5,1.0
7.7,0.775,2.1,1.9,0.092,110.0,86.0,3.0,3.23,0.59,9.5,5,1.0
7.1,0.6,0.0,1.8,0.074,140.0,34.0,4.0,3.47,0.7,9.9,6,1.0
8.0,0.57,1.15,3.2,0.073,115.0,119.0,3.0,3.26,0.57,9.3,5,1.0
9.4,0.34,1.85,2.2,0.075,105.0,13.0,4.0,3.22,0.62,9.2,5,1.0
6.6,0.695,0.0,2.1,0.075,110.0,56.0,3.0,3.49,0.67,9.2,5,1.0
10.0,0.31,3.29,2.6,0.085,152.0,33.0,4.0,3.36,0.8,10.5,7,1.0
7.9,0.33,1.15,1.7,0.077,118.0,45.0,3.0,3.29,0.65,9.3,5,1.0
8.0,0.52,0.15,1.7,0.07,114.0,35.0,3.0,3.34,0.57,10.0,5,1.0
7.9,0.37,1.15,1.8,0.077,117.0,49.0,3.0,3.28,0.67,9.3,5,1.0
12.5,0.56,2.45,2.4,0.064,109.0,27.0,4.0,3.08,0.87,10.9,5,1.0
11.8,0.26,3.64,1.8,0.071,144.0,10.0,3.0,3.2,0.72,10.2,7,1.0
8.1,0.87,0.0,3.3,0.096,100.0,61.0,4.0,3.6,0.72,9.8,4,1.0
6.9,0.54,0.24,3.0,0.077,129.0,27.0,4.0,3.69,0.91,9.4,6,1.0
11.5,0.18,3.06,4.0,0.104,122.0,23.0,4.0,3.28,0.97,10.1,6,1.0
7.9,0.3391686330029889,0.36,4.0,0.087,147.0,61.0,3.0,3.36,0.67,10.7,6,1.0
11.5,0.18,3.06,4.0,0.104,120.0,23.0,4.0,3.28,0.97,10.1,6,1.0
8.4,0.715,1.0,2.4,0.076,106.0,38.0,4.0,3.31,0.64,9.4,5,1.0
7.5,0.65,0.9,7.0,0.088,133.0,94.0,4.0,3.38,0.77,9.4,5,1.0
7.9,0.545,0.36,4.0,0.087,145.0,61.0,3.0,3.36,0.67,10.7,6,1.0
6.9,0.54,0.24,3.0,0.077,121.0,27.0,4.0,3.69,0.91,9.4,6,1.0
11.5,0.18,3.06,4.0,0.104,128.0,23.0,4.0,3.28,0.97,10.1,6,1.0
8.9,0.4,2.24,5.6,0.087,152.0,47.0,4.0,3.38,0.77,10.5,7,1.0
11.4,0.26,2.64,3.6,0.071,130.0,19.0,4.0,3.2353386767248153,0.82,9.3,6,1.0
7.6,0.52,0.6,3.0,0.067,112.0,53.0,4.0,3.36,0.57,9.1,5,0.0
8.9,0.4,2.24,5.6,0.087,148.0,47.0,4.0,3.38,0.77,10.5,7,1.0
9.9,0.59,0.35,3.4,0.102,132.0,71.0,4.0,3.31,0.71,9.8,5,0.0
12.0,0.45,3.3,2.0,0.073,147.0,49.0,4.0,3.1,0.76,10.3,6,1.0
7.5,0.4,0.72,3.0,0.092,149.0,53.0,3.0,3.37,0.7,10.3,6,1.0
8.7,0.52,0.63,2.5,0.091,164.0,49.0,4.0,3.34,0.86,10.6,7,1.0
11.6,0.42,2.65,3.3,0.105,127.0,98.0,4.0,3.2,0.95,9.2,5,1.0
8.7,0.52,0.63,2.5,0.091,160.0,49.0,4.0,3.34,0.86,10.6,7,0.0
10.4,0.55,1.38,2.7,0.091,140.0,48.0,4.0,3.22,0.64,10.3,6,1.0
6.9,0.36,1.5,2.4,0.098,129.0,115.61731664259348,3.0,3.41,0.6,10.1,6,1.0
10.8,0.5,2.3,2.5,0.073,103.0,27.0,4.0,3.05,0.64,9.5,5,1.0
10.6,0.83,1.85,2.6,0.086,130.0,70.0,4.0,3.16,0.52,9.9,5,1.0
7.1,0.63,0.3,2.0,0.083,104.0,29.0,4.0,3.67,0.73,9.6,5,1.0
7.2,0.65,0.1,2.3,0.094,107.0,31.0,4.0,3.67,0.8,9.7,5,1.0
6.9,0.67,0.3,2.1,0.08,106.0,33.0,4.0,3.2353386767248153,0.71,9.6,5,1.0
7.5,0.53,0.36,2.6,0.086,140.0,44.0,3.0,3.38,0.59,10.7,6,1.0
11.1,0.18,2.88,1.5,0.068,129.0,15.0,4.0,3.22,0.64,10.1,6,1.0
8.3,0.705,0.6,2.6,0.092,118.0,28.0,4.0,3.51,0.72,10.0,5,1.0
7.4,0.67,0.6,1.6,0.186,109.0,21.0,3.0,3.39,0.54,9.5,5,1.0
8.4,0.65,3.0,2.1,0.112,112.0,90.0,4.0,3.2,0.52,9.2,5,1.0
10.3,0.53,2.88,2.5,0.063,124.0,25.0,4.0,3.12,0.59,9.3,6,1.0
7.6,0.62,1.6,2.2,0.082,107.0,54.0,3.0,3.36,0.52,9.4,5,1.0
7.4,0.29,2.28,1.7,0.062,125.0,30.0,3.0,3.41,0.53,9.5,6,1.0
10.3,0.53,2.88,2.5,0.063,134.0,25.0,4.0,3.12,0.59,9.3,6,1.0
7.9,0.53,1.44,2.0,0.072,139.0,105.0,3.0,3.27,0.54,9.4,6,1.0
9.0,0.46,1.86,2.8,0.093,139.0,98.0,4.0,3.32,0.63,9.5,6,1.0
8.6,0.47,1.5,3.0,0.076,124.0,135.0,4.0,3.3,0.53,9.4,5,1.0
7.4,0.36,1.45,2.6,0.087,128.0,72.0,3.0,3.39,0.68,11.0,5,1.0
7.1,0.35,1.74,2.5,0.096,140.0,53.0,3.0,3.42,0.65,11.0,6,1.0
9.6,0.56,1.15,3.4,0.102,135.0,92.0,4.0,3.3,0.65,10.1,5,1.0
9.6,0.77,0.72,2.9,0.082,148.0,74.0,4.0,3.3,0.64,10.4,6,1.0
9.8,0.66,2.73,3.2,0.083,163.0,59.0,4.0,3.37,0.71,11.5,7,1.0
9.6,0.77,0.72,2.9,0.082,148.0,74.0,4.0,3.3,0.64,10.4,6,1.0
9.8,0.66,2.73,3.2,0.083,159.0,59.0,4.0,3.37,0.71,11.5,7,1.0
9.3,0.61,1.3,3.4,0.09,125.0,87.0,4.0,3.24,0.62,9.7,5,1.0
7.8,0.62,0.25,2.3,0.079,108.0,18.0,4.0,3.29,0.63,9.3,5,1.0
10.3,0.59,2.52,2.8,0.09,155.0,73.0,4.0,3.28,0.7,9.5,6,1.0
10.0,0.49,1.2,11.0,0.071,131.0,50.0,4.0,3.16,0.69,9.2,6,1.0
10.0,0.49,1.2,11.0,0.071,131.0,50.0,4.0,3.16,0.69,9.2,6,1.0
10.3,0.44,2.5,4.5,0.107,109.0,13.0,4.0,3.28,0.83,11.5,5,1.0
10.7,0.46,1.95,2.0,0.061,109.0,15.0,4.0,3.18,0.62,9.5,5,1.0
10.2,0.36,3.84,2.9,0.122,126.0,41.0,4.0,3.23,0.66,12.5,6,1.0
10.2,0.36,3.84,2.9,0.122,126.0,41.0,4.0,3.23,0.66,12.5,6,1.0
8.0,0.58,1.68,3.2,0.066,139.0,114.0,4.0,3.22,0.54,9.4,6,1.0
8.4,0.56,0.4,2.1,0.105,116.0,44.0,3.0,3.13,0.52,11.0,5,1.0
7.9,0.65,0.07,2.5,0.078,161.0,38.0,3.0,3.34,0.74,11.7,7,1.0
11.9,0.695,3.71,3.4,0.128,147.0,21.0,4.0,3.17,0.84,12.2,7,1.0
8.9,0.43,2.7,1.9,0.052,122.0,16.0,2.0,3.35,0.7,12.5,6,1.0
7.8,0.43,1.6,2.8,0.08,129.0,58.0,4.0,3.31,0.64,10.3,5,0.0
12.4,0.49,3.48,3.0,0.103,148.0,99.0,4.0,3.16,1.0,11.5,6,1.0
12.2,0.34,3.0,2.4,0.066,124.0,21.0,4.0,3.12,1.18,9.2,6,1.0
10.6,0.42,2.88,2.7,0.065,121.0,18.0,4.0,3.21,0.87,11.3,6,1.0
10.9,0.3391686330029889,2.82,1.8,0.118,126.0,14.0,4.0,3.3,0.75,9.8,6,1.0
10.9,0.39,2.82,1.8,0.118,132.0,14.0,4.0,3.3,0.75,9.8,6,1.0
11.9,0.57,3.0,2.6,0.082,128.0,32.0,4.0,3.12,0.78,10.7,6,1.0
7.0,0.685,0.0,1.9,0.067,142.0,63.0,4.0,3.6,0.81,9.9,5,1.0
9.6,0.56,1.86,2.8,0.089,135.0,46.0,4.0,3.11,0.92,10.0,6,1.0
9.1,0.785,0.0,2.6,0.093,129.0,28.0,4.0,3.36,0.86,9.4,6,1.0
10.7,0.67,1.32,2.7,0.107,135.0,34.0,4.0,3.28,0.98,9.9,6,1.0
9.1,0.795,0.0,2.6,0.096,131.0,26.0,4.0,3.35,0.83,9.4,6,1.0
7.7,0.665,0.0,2.4,0.09,104.0,19.0,4.0,3.27,0.73,9.3,5,1.0
6.1,0.21,2.4,1.4,0.066,164.5,165.0,1.0,3.2353386767248153,0.59,11.9,6,1.0
6.7,0.75,0.06,2.4,0.078,137.0,32.0,3.0,3.55,0.61,12.8,6,1.0
11.5,0.41,2.6,3.0,0.08,125.0,55.0,4.0,3.26,0.88,11.0,5,1.0
12.6,0.38,3.96,2.6,0.088,130.0,41.0,4.0,3.17,0.68,9.8,6,1.0
8.2,0.7,1.15,2.0,0.099,116.0,81.0,4.0,3.19,0.7,9.4,5,1.0
8.6,0.45,1.86,2.6,0.086,143.0,50.0,4.0,3.37,0.91,9.9,6,1.0
11.9,0.58,3.3,2.5,0.072,100.0,37.0,4.0,3.05,0.56,10.0,5,1.0
12.5,0.46,3.15,2.0,0.071,110.0,15.0,4.0,2.99,0.87,10.2,5,1.0
10.0,0.42,3.0,3.4,0.107,127.0,21.0,4.0,3.26,0.93,11.8,6,1.0
10.4,0.575,3.05,2.6,0.076,111.0,24.0,4.0,3.16,0.69,9.0,5,1.0
10.3,0.34,2.6,2.8,0.159,111.0,75.0,4.0,3.18,0.64,9.4,5,1.0
9.4,0.27,3.71,2.4,0.074,142.0,18.0,3.0,3.2,1.13,12.0,7,1.0
6.9,0.765,0.1,2.3,0.063,137.0,63.0,4.0,3.57,0.78,9.9,5,1.0
7.9,0.24,2.4,1.6,0.056,133.0,25.0,3.0,3.32,0.87,8.7,6,1.0
9.1,0.28,2.88,1.8,0.067,148.0,46.0,3.0,3.32,1.04,10.6,6,0.0
7.4,0.55,1.1,2.2,0.106,116.0,72.0,3.0,3.05,0.63,9.2,5,1.0
11.5,0.45,3.0,3.0,0.078,139.0,47.0,4.0,3.26,1.11,11.0,6,1.0
9.4,0.27,3.71,2.4,0.074,146.0,18.0,3.0,3.2,1.13,12.0,7,1.0
11.4,0.625,3.96,6.2,0.088,126.0,24.0,4.0,3.11,0.99,13.3,6,1.0
8.3,0.42,2.28,2.5,0.094,148.0,60.0,4.0,3.31,0.7,10.8,6,1.0
8.3,0.26,2.52,2.0,0.08,137.0,27.0,4.0,3.21,0.8,9.4,6,1.0
8.3,0.26,2.52,2.0,0.08,131.0,27.0,4.0,3.21,0.8,9.4,6,1.0
8.3,0.3391686330029889,2.52,2.0,0.08,129.0,115.61731664259348,4.0,3.21,0.8,9.4,6,1.0
7.7,0.51,1.4,2.1,0.087,121.0,54.0,4.0,3.42,0.74,9.2,5,1.0
7.4,0.63,0.42,2.4,0.09,129.0,37.0,4.0,3.43,0.76,9.7,6,1.0
7.8,0.54,1.56,2.0,0.088,139.0,48.0,4.0,3.41,0.74,9.2,6,1.0
8.3,0.66,0.9,1.9,0.079,133.0,42.0,4.0,3.31,0.54,9.6,6,1.0
7.8,0.46,1.56,1.9,0.088,137.0,53.0,4.0,3.43,0.74,9.2,6,1.0
9.6,0.38,2.17,2.5,0.096,152.0,49.0,4.0,3.2353386767248153,0.7,10.0,7,1.0
9.5,0.37,2.6,2.0,0.082,108.0,26.0,4.0,3.18,0.51,9.5,5,1.0
8.4,0.665,3.05,2.0,0.112,111.0,95.0,4.0,3.16,0.54,9.1,5,1.0
12.7,0.3391686330029889,3.25,2.3,0.063,106.0,115.61731664259348,4.0,3.03,0.57,9.9,5,1.0
6.6,0.735,0.1,7.9,0.122,170.0,124.0,4.0,3.47,0.53,9.9,5,1.0
11.5,0.59,3.54,2.6,0.087,135.0,49.0,4.0,3.18,0.65,11.0,6,1.0
11.5,0.59,3.54,2.6,0.087,137.0,49.0,4.0,3.18,0.65,11.0,6,1.0
8.7,0.765,1.1,2.3,0.064,111.0,42.0,3.0,3.1,0.55,9.4,5,1.0
6.6,0.735,0.1,7.9,0.122,172.0,124.0,4.0,3.47,0.53,9.9,5,1.0
7.7,0.26,1.8,1.7,0.059,138.0,38.0,3.0,3.29,0.47,10.8,6,1.0
12.2,0.48,3.24,2.6,0.085,135.0,64.0,4.0,3.1,0.61,10.5,6,1.0
11.4,0.6,2.94,2.7,0.085,126.0,41.0,4.0,3.15,0.63,10.5,6,1.0
7.7,0.69,0.25,2.7,0.075,111.0,27.0,4.0,3.26,0.61,9.1,5,1.0
8.7,0.31,2.76,1.4,0.059,133.0,25.0,3.0,3.36,0.76,10.1,6,1.0
9.8,0.44,2.82,2.5,0.063,125.0,28.0,4.0,3.24,0.65,10.8,6,1.0
10.4,0.34,3.48,3.7,0.174,124.0,16.0,4.0,3.19,0.7,11.3,6,1.0
12.5,0.46,1.96,4.5,0.07,104.0,49.0,4.0,3.05,0.57,9.6,4,1.0
9.0,0.43,2.04,2.5,0.08,142.0,86.0,4.0,3.38,0.62,9.5,6,1.0
9.1,0.45,1.75,2.4,0.08,125.0,78.0,4.0,3.38,0.62,9.5,5,1.0
7.1,0.735,0.8,1.9,0.1,119.0,77.0,3.0,3.27,0.64,9.3,5,1.0
9.9,0.4,3.71,6.7,0.097,148.0,19.0,4.0,3.27,0.82,11.7,7,1.0
8.6,0.725,1.2,6.6,0.117,131.0,134.0,4.0,3.32,1.07,9.3,5,1.0
10.6,0.48,3.84,2.2,0.111,122.0,20.0,4.0,3.26,0.66,11.7,6,1.0
7.0,0.58,0.6,1.9,0.091,142.0,124.0,3.0,3.44,0.48,10.5,5,1.0
11.9,0.38,3.06,2.0,0.121,129.0,20.0,4.0,3.24,0.76,10.4,6,1.0
6.8,0.77,0.0,1.8,0.066,136.0,52.0,4.0,3.62,0.68,9.9,5,1.0
9.5,0.56,2.31,2.4,0.089,175.0,67.0,4.0,3.28,0.73,11.8,7,1.0
6.6,0.84,0.21,2.3,0.059,172.0,48.0,3.0,3.52,0.56,12.3,7,1.0
10.5,0.24,3.29,2.1,0.066,148.0,24.0,4.0,3.15,0.9,11.0,7,1.0
6.4,0.67,0.48,2.1,0.045,135.0,48.0,3.0,3.49,0.49,11.4,6,1.0
9.5,0.78,1.32,1.9,0.077,124.0,32.0,4.0,3.26,0.56,10.6,6,1.0
9.1,0.52,1.65,1.3,0.07,109.0,30.0,4.0,3.24,0.6,9.3,5,1.0
12.8,0.84,3.78,2.4,0.088,131.0,35.0,4.0,3.1,0.6,10.4,6,0.0
10.5,0.24,3.29,2.1,0.066,142.0,24.0,4.0,3.15,0.9,11.0,7,1.0
7.8,0.55,1.75,2.2,0.074,125.0,66.0,4.0,3.25,0.56,9.2,5,1.0
11.9,0.37,4.14,2.3,0.078,126.0,24.0,3.0,3.0,0.65,12.8,6,1.0
12.3,0.39,3.15,2.3,0.091,110.0,18.0,4.0,3.2353386767248153,0.49,9.5,5,1.0
10.4,0.41,3.3,3.2,0.076,148.0,54.0,4.0,3.15,0.89,9.9,6,1.0
12.3,0.39,3.15,2.3,0.091,102.0,18.0,4.0,3.16,0.49,9.5,5,1.0
8.0,0.67,1.8,2.0,0.06,158.0,62.0,3.0,3.26,0.56,10.2,6,1.0
11.1,0.45,4.38,3.2,0.066,122.0,22.0,4.0,3.17,0.66,11.2,6,1.0
10.4,0.41,3.3,3.2,0.076,142.0,54.0,4.0,3.15,0.89,9.9,6,1.0
7.0,0.62,0.9,1.5,0.062,111.0,50.0,3.0,3.2353386767248153,0.6,9.3,5,1.0
11.9,0.4,3.9,2.15,0.068,125.0,27.0,4.0,3.06,0.68,11.3,6,1.0
10.0,0.44,3.43,2.7,0.077,153.0,19.0,3.0,3.23,0.63,11.6,7,1.0
5.3,0.57,0.07,1.7,0.054,145.0,27.0,2.0,3.57,0.84,12.5,7,1.0
9.5,0.735,0.6,2.1,0.079,132.0,31.0,4.0,3.23,0.56,10.1,6,1.0
12.5,0.38,3.0,2.6,0.081,131.0,72.0,4.0,3.1,0.73,10.5,5,1.0
9.3,0.48,1.45,2.1,0.127,108.0,16.0,3.0,3.22,0.72,11.2,5,1.0
8.6,0.53,1.32,2.0,0.1,125.0,27.0,3.0,3.2,0.56,10.2,6,1.0
11.9,0.39,4.14,2.8,0.095,139.0,35.0,4.0,3.1,0.61,10.8,6,1.0
11.9,0.39,4.14,2.8,0.095,139.0,35.0,4.0,3.1,0.61,10.8,6,1.0
6.8,0.56,0.18,1.7,0.084,130.0,35.0,3.0,3.44,0.63,10.0,6,1.0
10.4,0.33,4.41,2.8,0.084,149.0,22.0,4.0,3.26,0.74,11.2,7,1.0
7.0,0.23,2.0,1.6,0.063,119.0,67.0,3.0,3.5,0.63,11.1,5,1.0
8.9,0.59,1.95,2.3,0.095,103.0,22.0,4.0,3.37,0.58,10.3,5,1.0
9.2,0.63,1.05,2.7,0.097,135.0,65.0,4.0,3.28,0.58,9.6,5,1.0
10.4,0.33,4.41,2.8,0.084,141.0,22.0,4.0,3.26,0.74,11.2,7,1.0
9.2,0.43,3.12,2.3,0.083,134.0,23.0,4.0,3.35,0.61,11.3,6,1.0
8.3,0.615,1.1,2.6,0.087,104.0,19.0,4.0,3.26,0.61,9.3,5,1.0
11.0,0.26,3.4,2.55,0.085,110.0,25.0,4.0,3.18,0.61,11.8,5,1.0
8.1,0.66,3.5,2.2,0.098,123.0,129.0,4.0,3.08,0.53,9.0,5,1.0
11.5,0.315,3.24,2.1,0.084,125.0,15.0,4.0,2.98,0.7,9.2,6,1.0
10.0,0.29,2.0,2.9,0.098,110.0,26.0,4.0,3.48,0.91,9.7,5,1.0
10.3,0.5,2.52,2.0,0.069,137.0,51.0,4.0,3.16,0.72,11.5,6,1.0
8.8,0.46,2.7,2.6,0.065,129.0,18.0,2.0,3.32,0.79,14.0,6,1.0
11.4,0.36,4.14,2.1,0.09,126.0,21.0,4.0,3.17,0.62,9.2,6,1.0
8.7,0.82,0.1,1.2,0.07,140.0,48.0,3.0,3.2,0.58,9.8,5,1.0
13.0,0.32,3.25,2.6,0.093,119.0,47.0,4.0,3.2353386767248153,0.61,10.6,5,1.0
9.6,0.54,2.52,2.4,0.081,143.0,52.0,4.0,3.2,0.71,11.4,6,1.0
12.5,0.37,3.3,2.6,0.083,145.0,68.0,4.0,3.15,0.82,10.4,6,1.0
9.9,0.35,2.75,2.1,0.062,107.0,14.0,4.0,3.26,0.79,10.6,5,1.0
10.5,0.28,3.06,1.7,0.08,136.0,24.0,4.0,3.2,0.89,9.4,6,1.0
9.6,0.68,1.2,2.2,0.087,111.0,28.0,4.0,3.14,0.6,10.2,5,1.0
9.3,0.27,2.05,2.0,0.091,102.0,16.0,4.0,3.28,0.7,9.7,5,1.0
10.4,0.24,2.94,1.8,0.075,122.0,20.0,4.0,3.18,1.06,11.0,6,1.0
9.6,0.68,1.2,2.2,0.087,111.0,28.0,4.0,3.14,0.6,10.2,5,1.0
9.4,0.685,0.66,2.7,0.077,128.0,31.0,4.0,3.19,0.7,10.1,6,1.0
10.6,0.28,1.95,15.5,0.069,106.0,23.0,4.0,3.12,0.66,9.2,5,1.0
10.6,0.36,2.95,2.2,0.152,104.0,18.0,4.0,3.04,1.05,9.4,5,1.0
10.6,0.36,3.0,2.2,0.152,109.0,18.0,4.0,3.04,1.06,9.4,5,1.0
10.6,0.44,4.08,4.1,0.114,126.0,24.0,4.0,3.06,0.66,13.4,6,1.0
10.2,0.67,1.95,1.9,0.054,106.0,17.0,4.0,3.17,0.47,10.0,5,0.0
10.2,0.67,1.95,1.9,0.054,106.0,17.0,4.0,3.17,0.47,10.0,5,1.0
10.2,0.645,2.16,1.8,0.053,125.0,14.0,4.0,3.17,0.42,10.0,6,1.0
11.6,0.32,3.85,2.8,0.081,169.0,67.0,4.0,3.32,0.92,10.8,7,1.0
9.3,0.39,2.4,2.6,0.073,132.0,26.0,4.0,3.34,0.75,10.2,6,1.0
9.3,0.775,1.62,2.8,0.078,148.0,56.0,4.0,3.31,0.67,10.6,6,1.0
9.2,0.41,3.5,2.5,0.055,154.0,25.0,3.0,3.34,0.79,13.3,7,1.0
8.9,0.4,3.57,2.6,0.052,151.0,27.0,3.0,3.32,0.9,13.4,7,1.0
8.7,0.69,1.86,3.0,0.086,137.0,81.0,4.0,3.48,0.74,11.6,6,1.0
6.5,0.39,1.38,8.3,0.051,146.0,91.0,3.0,3.44,0.55,12.1,6,1.0
7.8,0.52,1.5,1.9,0.081,130.0,38.0,4.0,3.43,0.65,9.0,6,1.0
7.2,0.34,1.6,2.5,0.09,141.0,113.0,3.0,3.32,0.79,11.1,5,1.0
7.8,0.52,1.5,1.9,0.081,136.0,38.0,4.0,3.43,0.65,9.0,6,1.0
10.5,0.26,3.29,1.9,0.078,150.0,24.0,4.0,3.18,1.04,10.9,7,1.0
10.5,0.24,2.94,1.8,0.077,144.0,22.0,4.0,3.21,1.05,10.8,7,1.0
10.2,0.49,4.41,2.9,0.072,152.0,26.0,3.0,3.16,0.78,12.5,7,1.0
10.4,0.24,3.22,1.8,0.075,142.0,21.0,4.0,3.25,1.02,10.8,7,1.0
11.2,0.67,3.3,2.3,0.084,132.0,13.0,4.0,3.17,0.71,9.5,6,1.0
10.0,0.59,1.86,2.2,0.09,150.0,62.0,4.0,3.18,0.63,10.2,6,1.0
12.4,0.42,2.45,4.6,0.073,125.0,43.0,4.0,3.02,0.61,9.5,5,1.0
10.0,0.59,1.86,2.2,0.09,142.0,62.0,4.0,3.18,0.63,10.2,6,1.0
10.7,0.4,2.88,2.1,0.125,141.0,49.0,4.0,3.03,0.81,9.7,6,1.0
10.5,0.51,4.48,2.4,0.107,144.0,15.0,4.0,3.09,0.66,11.8,7,1.0
10.5,0.51,4.48,2.4,0.107,142.0,15.0,4.0,3.09,0.66,11.8,7,1.0
8.5,0.655,2.45,6.1,0.122,136.0,151.0,4.0,3.31,1.14,9.3,5,1.0
12.5,0.6,2.94,4.3,0.1,123.0,14.0,4.0,3.25,0.74,11.9,6,1.0
10.9,0.21,2.94,2.8,0.088,135.0,32.0,4.0,3.22,0.68,11.7,6,1.0
7.3,0.365,2.45,2.5,0.088,141.0,106.0,3.0,3.36,0.78,11.0,5,1.0
9.8,0.25,2.94,2.7,0.088,131.0,33.0,4.0,3.42,0.9,10.0,6,1.0
7.6,0.41,2.45,2.0,0.088,116.0,43.0,4.0,3.48,0.64,9.1,5,1.0
8.2,0.39,2.45,2.3,0.099,147.0,133.0,4.0,3.38,0.99,9.8,5,1.0
9.3,0.4,2.45,2.5,0.085,136.0,142.0,4.0,3.22,0.55,9.4,5,1.0
9.2,0.43,2.45,2.4,0.086,121.0,116.0,4.0,3.23,0.64,9.5,5,1.0
10.4,0.3391686330029889,1.2,2.8,0.105,129.0,53.0,4.0,3.24,0.67,9.9,5,1.0
7.3,0.365,2.45,2.5,0.088,137.0,115.61731664259348,3.0,3.36,0.78,11.0,5,1.0
7.0,0.38,2.94,2.5,0.097,153.0,85.0,3.0,3.39,0.77,11.4,6,1.0
8.2,0.42,2.94,2.6,0.084,152.0,55.0,4.0,3.34,0.75,8.7,6,1.0
9.9,0.63,1.2,2.4,0.077,104.0,33.0,4.0,3.09,0.57,9.4,5,1.0
9.1,0.22,1.44,2.1,0.078,117.0,28.0,4.0,3.41,0.87,10.3,6,1.0
11.9,0.38,2.45,2.7,0.098,112.0,42.0,4.0,3.16,0.61,10.3,5,1.0
11.9,0.38,2.45,2.7,0.098,114.0,42.0,4.0,3.16,0.61,10.3,5,1.0
10.3,0.27,1.44,2.1,0.072,135.0,33.0,3.0,3.22,0.66,12.8,6,1.0
10.0,0.48,1.44,2.7,0.102,137.0,32.0,4.0,3.28,0.56,10.0,6,1.0
9.1,0.22,1.44,2.1,0.078,119.0,28.0,4.0,3.41,0.87,10.3,6,1.0
9.9,0.63,1.2,2.4,0.077,104.0,33.0,4.0,3.09,0.57,9.4,5,1.0
8.1,0.825,1.44,2.1,0.084,131.0,13.0,4.0,3.37,0.77,10.7,6,1.0
12.9,0.35,3.43,5.8,0.066,145.0,35.0,4.0,3.2,0.66,12.0,7,1.0
11.2,0.5,3.7,5.15,0.1,105.0,17.0,4.0,3.22,0.62,11.2,5,1.0
9.2,0.59,1.2,3.3,0.101,122.0,47.0,4.0,3.26,0.67,9.6,5,1.0
9.5,0.46,2.94,6.3,0.064,127.0,17.0,4.0,3.21,0.73,11.0,6,1.0
9.3,0.715,1.2,2.1,0.07,109.0,20.0,3.0,3.12,0.59,9.9,5,1.0
11.2,0.66,1.44,2.5,0.085,132.0,53.0,4.0,3.06,0.72,11.0,6,1.0
9.1,0.47,2.45,2.6,0.094,136.0,106.0,4.0,3.08,0.59,9.1,5,1.0
7.5,0.55,1.44,2.0,0.078,126.0,28.0,4.0,3.45,0.78,9.5,6,1.0
10.6,0.31,2.94,2.5,0.067,132.0,21.0,4.0,3.26,0.86,10.7,6,1.0
12.4,0.35,2.94,2.6,0.079,145.0,69.0,4.0,3.12,0.75,10.4,6,1.0
9.0,0.53,2.94,1.9,0.171,124.0,25.0,4.0,3.27,0.61,9.4,6,1.0
6.8,0.51,0.06,2.1,0.074,125.0,25.0,3.0,3.33,0.56,9.5,6,1.0
9.4,0.43,1.44,2.8,0.092,136.0,45.0,4.0,3.19,0.73,10.0,6,1.0
9.5,0.46,1.44,2.7,0.092,138.0,44.0,4.0,3.12,0.74,10.0,6,1.0
10.9,0.53,2.94,4.6,0.118,130.0,17.0,4.0,3.07,0.56,11.7,6,0.0
10.9,0.53,2.94,4.6,0.118,122.0,115.61731664259348,4.0,3.07,0.56,11.7,6,1.0
13.0,0.47,2.94,4.3,0.085,122.0,47.0,4.0,3.3,0.68,12.7,6,1.0
12.7,0.6,2.45,2.8,0.075,109.0,19.0,4.0,3.14,0.57,11.4,5,1.0
9.0,0.44,2.45,2.4,0.078,124.0,121.0,4.0,3.23,0.58,9.2,5,1.0
9.0,0.54,2.45,2.9,0.094,141.0,110.0,4.0,3.08,0.61,9.2,5,1.0
7.6,0.29,2.94,2.7,0.092,141.0,60.0,4.0,3.31,0.61,10.1,6,1.0
13.0,0.47,2.94,4.3,0.085,124.0,47.0,4.0,3.3,0.68,12.7,6,1.0
12.7,0.6,2.45,2.8,0.075,105.0,19.0,4.0,3.14,0.57,11.4,5,1.0
6.2,0.36,1.44,2.2,0.095,141.0,42.0,2.0,3.57,0.57,11.7,6,1.0
11.5,0.35,2.94,3.3,0.07,128.0,37.0,4.0,3.32,0.91,11.0,6,1.0
6.2,0.36,1.44,2.2,0.095,139.0,42.0,2.0,3.57,0.57,11.7,6,1.0
