sample,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
5663,9.2,0.67,0.6,3,0.091,136,48,very high,3.31,0.54,9.5,6,
5664,8.8,0.59,0.9,2.9,0.089,116,74,very high,3.14,0.54,9.4,5,red
5665,7.5,0.6,1.6,2.7,0.103,113,98,very high,3.45,0.62,9.5,5,red
5666,7.1,0.59,0.12,2.3,0.082,144,94,very high,3.55,0.53,9.7,6,red
5667,7.9,0.72,0.05,1.9,0.076,105,,high,3.39,0.54,9.6,5,red
5668,7.1,0.59,0.12,2.3,0.082,144,,very high,3.55,0.53,9.7,6,red
5669,9.4,0.685,1.3,2.4,0.082,127,143,very high,3.28,0.55,9.4,5,red
5670,9.5,0.57,1.35,2.3,0.082,123,144,very high,3.27,0.55,9.4,5,red
5671,7.9,0.4,1.74,1.8,0.157,119,44,very high,3.3,0.92,9.5,6,red
5672,7.9,0.4,1.8,1.8,0.157,124,45,very high,3.31,0.91,9.5,6,red
5673,7.2,1,0,3,0.102,111,16,high,3.43,0.46,10,5,red
5674,6.9,,1.08,2.4,0.243,127.5,48,high,3.4,0.6,10.3,6,red
5675,6.9,0.635,1.02,2.4,0.241,128,,high,3.4,0.59,10.3,6,red
5676,8.3,0.43,1.5,3.4,0.079,111,34,very high,3.36,0.61,10.5,5,red
5677,7.1,0.52,0.15,2.6,0.076,121,,very high,3.5,0.6,9.8,5,red
5678,7,0.57,0,2,0.19,138,45,,3.31,0.6,9.4,6,red
5679,6.5,0.46,0.7,2.4,0.114,105,,very high,3.66,0.65,9.8,5,red
5680,9,0.82,0.25,2.4,0.081,124,96,very high,3.36,0.53,10,5,red
5681,6.5,0.46,0.7,2.4,0.114,109,37,very high,3.66,0.65,9.8,5,red
5682,7.1,0.59,0.05,2.5,0.077,118,85,very high,3.55,0.59,9.8,5,red
5683,9.9,0.35,2.05,2.3,0.083,109,61,very high,3.21,0.5,9.5,5,red
5684,9.9,0.35,2.05,2.3,0.083,111,61,very high,3.21,0.5,9.5,5,
5685,10,0.56,1.44,2.2,0.079,135,58,very high,3.18,0.56,10.1,6,red
5686,10,0.56,1.44,2.2,0.079,143,58,very high,3.18,0.56,10.1,6,red
5687,8.6,0.63,0.85,2.9,0.099,121,119,very high,3.09,0.52,9.3,5,red
5688,7.4,0.37,2.58,2.6,0.082,140,82,very high,3.33,0.68,9.7,6,red
5689,8.8,0.64,0.85,2.9,0.084,131,130,very high,3.23,0.54,9.6,5,red
5690,7.1,0.61,0.12,2.5,0.081,139,87,very high,3.48,0.6,9.7,6,red
5691,7.7,0.6,0,2.6,0.055,103,13,high,3.38,0.56,10.8,5,red
5692,10.1,0.27,3.24,2.3,0.065,129,26,high,3.17,0.53,12.5,6,red
5693,10.8,0.89,1.5,2.6,0.132,103,60,very high,2.99,1.18,10.2,5,red
5694,8.7,0.46,1.55,2.5,0.126,124,64,very high,3.1,0.74,9.6,5,red
5695,9.3,0.37,3.08,1.6,0.038,163,42,high,3.24,0.81,10.8,7,red
5696,9.4,0.5,2.04,3.6,0.082,121,14,very high,3.29,0.52,10.7,6,red
5697,9.4,0.5,2.04,3.6,0.082,123,14,very high,3.29,0.52,10.7,6,red
5698,7.2,0.61,0.4,4,0.082,124,108,high,3.25,0.51,9.4,5,red
5699,8.6,0.55,0.45,3.3,0.068,108,17,very high,3.23,0.44,10,5,red
5700,5.1,0.585,0,1.7,0.044,156,86,medium,3.56,0.94,12.9,7,red
5701,7.7,0.56,0.48,2.5,0.114,134,46,very high,3.24,0.66,9.6,6,red
5702,8.4,0.52,1.32,2.7,0.084,122,18,high,3.26,0.57,9.9,6,red
5703,8.2,0.28,2.8,2.4,0.052,142,10,medium,3.33,0.7,12.8,7,red
5704,8.4,0.25,2.73,2,0.041,144,10,medium,3.27,0.71,12.5,7,red
5705,8.2,0.28,2.8,2.4,0.052,144,10,medium,3.33,0.7,12.8,7,red
5706,7.4,0.53,0.6,1.9,0.165,98,12,very high,3.26,0.86,9.2,5,red
5707,7.6,0.48,1.86,2.8,0.07,126,15,high,3.22,0.55,10.3,6,red
5708,7.3,0.49,0.5,2.6,0.068,106,14,high,3.3,0.47,10.5,5,red
5709,12.9,0.5,3.3,2.8,0.072,127,24,very high,,0.68,10.9,6,red
5710,10.8,0.45,1.65,2.5,0.099,118,38,very high,3.24,0.71,10.8,5,red
5711,6.9,0.39,0.96,2.1,0.102,76,7,medium,3.44,0.58,11.4,4,red
5712,12.6,0.41,3.24,2.8,0.103,141,41,very high,3.21,0.76,11.3,6,red
5713,10.8,0.45,1.65,2.5,0.099,120,38,very high,3.24,0.71,10.8,5,red
5714,9.8,0.51,1.14,3.2,0.081,126,30,very high,3.23,0.58,10.5,6,red
5715,10.8,0.29,2.52,1.6,0.084,139,27,high,3.28,0.73,11.9,6,red
5716,7.1,0.715,0,2.35,0.071,123,47,high,3.29,0.45,9.4,5,red
5717,9.1,0.66,0.75,3.2,0.097,109,59,very high,3.28,0.54,9.6,5,red
5718,7,0.685,0,1.9,0.099,111,22,high,3.34,0.6,9.7,5,red
5719,4.9,0.42,0,2.1,0.048,156,42,low,3.71,0.74,14,7,red
5720,6.7,0.54,0.65,2,0.076,117,36,very high,3.61,0.64,9.8,5,red
5721,6.7,0.54,0.65,2,0.076,119,36,very high,3.61,0.64,9.8,5,red
5722,7.1,0.48,1.4,2.8,0.068,110,16,high,3.24,0.53,10.3,5,
5723,7.1,0.46,0.7,2.8,0.076,115,37,high,3.36,0.49,10.7,5,red
5724,7.5,0.27,2.38,2.3,0.05,144,8,high,3.4,0.64,11,7,red
5725,7.1,0.46,0.7,2.8,0.076,119,37,high,3.36,0.49,10.7,5,red
5726,7.8,0.57,0.72,2.3,0.065,192,45,medium,3.46,0.74,12.7,8,red
5727,5.9,0.61,0.48,2.1,0.071,136,24,medium,3.56,0.77,11.1,6,red
5728,7.5,0.685,0.28,2.5,0.058,87,9,high,3.38,0.55,10.9,4,red
5729,5.9,0.61,0.48,2.1,0.071,134,24,medium,3.56,0.77,11.1,6,red
5730,10.4,0.44,1.26,1.5,0.145,88,48,very high,3.38,0.86,9.9,3,red
5731,11.6,0.47,1.76,1.6,0.147,116,51,very high,3.38,0.86,9.9,4,red
5732,8.8,0.685,1.3,1.6,0.088,118,23,high,3.32,0.47,9.4,5,red
5733,7.6,0.665,0.5,1.5,0.066,129,55,high,3.39,0.51,9.3,5,red
5734,6.7,0.28,1.96,2.4,0.012,176,100,low,3.26,0.39,11.7,7,red
5735,6.7,0.28,1.96,2.4,0.012,180,100,low,3.26,0.39,11.7,7,red
5736,10.1,0.31,2.45,1.6,0.075,149,28,high,3.24,0.83,11.2,7,red
5737,6,0.5,0.2,2.2,0.092,113,26,high,3.46,0.47,10,5,red
5738,11.1,0.42,3.29,2.65,0.085,153,34,very high,3.24,0.77,12.1,7,red
5739,6.6,0.66,0,3,0.115,125,31,high,3.45,0.63,10.3,5,red
5740,10.6,0.5,2.7,2.6,0.119,150,68,very high,3.23,0.72,10.9,6,red
5741,7.1,0.685,1.75,2,0.088,107,92,high,3.28,0.62,9.4,5,
5742,9.9,0.25,2.76,1.7,0.062,150,42,high,3.18,0.83,10.6,6,red
5743,6.4,0.64,1.05,1.8,0.081,114,31,high,3.59,0.66,9.8,5,red
5744,6.4,0.64,1.05,1.8,0.081,108,31,high,3.59,0.66,9.8,5,red
5745,7.4,0.68,0.96,1.8,0.078,132,39,very high,3.5,0.7,9.9,6,red
5746,6.4,0.64,1.05,1.8,0.081,120,31,high,3.59,0.66,9.8,5,red
5747,6.4,0.63,1.05,1.6,0.08,112,32,high,3.58,0.66,9.8,5,red
5748,9.3,0.43,2.2,1.9,0.085,111,22,very high,3.28,0.55,9.5,5,red
5749,9.3,0.43,2.2,1.9,0.085,107,22,very high,3.28,0.55,9.5,5,red
5750,8,0.42,1.6,2.5,0.08,130,122,very high,3.22,1.07,9.7,5,red
5751,9.3,0.36,2.34,1.5,0.08,161,55,high,3.47,0.73,10.9,6,red
5752,9.3,0.36,2.34,1.5,0.08,163,55,high,3.47,0.73,10.9,6,red
5753,7.6,0.735,0.14,2.5,0.071,148,14,high,3.51,0.71,11.7,7,red
5754,9.3,0.36,2.34,1.5,0.08,153,55,high,3.47,0.73,10.9,6,red
5755,8.2,0.26,2.38,2.5,0.073,156,47,high,3.4,0.78,11.3,7,red
5756,11.7,0.28,3.29,1.7,0.054,157,32,high,3.15,0.67,10.6,7,red
5757,6.8,0.56,1.32,1.8,0.074,137,24,medium,3.4,0.82,11.2,6,red
5758,7.2,0.62,0.3,2.7,0.077,115,85,very high,3.51,0.54,9.5,5,red
5759,5.8,1.01,3.96,2,0.039,137,88,medium,3.66,0.6,11.5,6,red
5760,7.5,0.42,1.6,2.7,0.067,103,,high,3.24,0.44,10.4,5,red
5761,7.2,0.62,0.3,2.5,0.078,121,84,very high,3.51,0.53,9.7,5,red
5762,7.2,0.62,0.3,2.7,0.077,119,,very high,3.51,0.54,9.5,5,red
5763,7.2,0.635,0.35,2.6,0.077,118,86,very high,3.51,0.54,9.7,5,red
5764,6.8,0.49,1.32,2.3,0.071,135,24,medium,3.41,0.83,11.3,6,red
5765,6.9,0.51,1.38,2,0.072,129,22,medium,3.4,0.84,11.2,6,red
5766,6.8,0.56,1.32,1.8,0.074,131,24,medium,,0.82,11.2,6,red
5767,7.6,0.63,0.18,2,0.08,147,43,high,3.44,0.64,10.9,6,red
5768,7.7,0.715,0.06,2.1,0.064,155,43,medium,3.41,0.57,11.8,6,red
5769,6.9,0.56,0.15,1.5,0.086,140,46,high,3.53,0.57,10.6,5,red
5770,7.3,0.35,0.96,2,0.067,108,48,high,3.43,0.54,10,4,red
5771,9.1,0.21,2.59,1.6,0.067,146,10,high,3.23,0.58,11.1,7,red
5772,10.4,0.38,3.22,2.1,0.104,144,10,high,3.12,0.65,11.8,7,red
5773,8.8,0.31,2.8,2.8,0.109,149,16,high,3.31,0.79,11.8,7,red
5774,7.1,0.47,0,2.2,0.067,85,14,high,3.4,0.58,10.9,4,red
5775,7.7,0.715,0.06,2.1,0.064,151,43,medium,3.41,0.57,11.8,6,red
5776,8.8,0.61,1.14,4,0.094,154,69,very high,3.22,0.5,10,6,red
5777,7.2,0.6,0.2,2.5,0.076,114,88,very high,3.53,0.55,9.5,5,red
5778,9.2,0.56,0.9,1.6,0.078,114,21,high,3.15,0.49,9.9,5,red
5779,7.6,0.715,0,2.1,0.068,148,35,high,3.48,0.65,11.4,6,red
5780,8.4,0.31,1.74,3.1,0.194,132,26,high,3.22,0.78,12,6,red
5781,7.2,0.6,0.2,2.5,0.076,122,88,very high,3.53,0.55,9.5,5,red
5782,8.8,0.61,1.14,4,0.094,152,69,very high,3.22,0.5,10,6,red
5783,8.9,0.75,0.7,2.5,0.086,109,30,very high,3.34,0.64,10.5,5,red
5784,9,0.8,0.72,2.4,0.083,128,28,very high,3.33,0.65,10.4,6,red
5785,10.7,0.52,2.66,2.6,0.066,173,56,high,3.15,0.79,12.1,7,red
5786,6.8,0.57,0,2.5,0.072,152,64,high,3.43,0.56,11.2,6,red
5787,10.7,0.9,1.7,6.6,0.112,121,99,very high,3.22,0.68,9.3,5,red
5788,7.2,0.34,1.2,2,0.071,128,52,high,3.44,0.58,10.1,5,red
5789,7.2,0.66,0.15,2.3,0.078,114,86,very high,3.53,0.57,9.7,5,red
5790,10.1,0.45,1.38,1.9,0.082,132,18,very high,3.22,0.65,9.3,6,red
5791,7.2,0.66,0.15,2.3,0.078,120,86,very high,3.53,0.57,9.7,5,red
5792,7.2,0.63,0.18,2.2,0.08,131,88,very high,3.53,0.58,9.8,6,red
5793,7.1,0.59,0.06,2.3,0.08,147,43,high,3.42,0.58,10.7,6,red
5794,8.3,0.31,2.73,2.4,0.078,157,43,medium,3.31,0.77,12.5,7,red
5795,7.1,0.59,0.06,2.3,0.08,151,43,high,3.42,0.58,10.7,6,red
5796,8.3,0.31,2.73,2.4,0.078,157,43,medium,3.31,0.77,12.5,7,red
5797,8.3,1.02,0.06,3.4,0.084,64,11,very high,3.48,0.49,11,3,red
5798,8.9,0.31,1.8,2.6,0.056,110,39,high,3.4,0.69,11.8,5,red
5799,7.4,0.635,0.7,2.4,0.08,150,33,very high,3.58,0.69,10.8,7,red
5800,7.4,0.635,0.7,2.4,0.08,156,33,very high,3.58,0.69,10.8,7,red
5801,6.8,0.59,0.42,6,0.06,151,18,high,3.41,0.59,10.8,7,red
5802,6.8,0.59,0.42,6,0.06,149,18,high,3.41,0.59,10.8,7,red
5803,9.2,0.58,1,3,0.081,115,115,very high,3.23,0.59,9.5,5,red
5804,7.2,0.54,1.35,2.6,0.084,112,78,high,3.39,0.71,11,5,red
5805,6.1,0.56,0,2.2,0.079,124,9,medium,3.59,0.54,11.5,6,red
5806,7.4,0.52,0.78,2.4,0.078,158,61,high,3.43,0.59,10.8,6,red
5807,7.3,0.305,2.34,1.2,0.059,127,11,medium,3.29,0.52,11.5,6,red
5808,9.3,0.38,2.88,3.8,0.132,125,11,high,3.23,0.57,13.2,6,red
5809,9.1,0.28,2.76,9,0.114,121,9,very high,3.18,0.6,10.9,6,red
5810,10,0.46,2.64,2.9,0.065,118,8,high,3.33,0.62,12.2,6,red
5811,9.4,0.395,3.22,4.6,0.094,145,10,high,3.27,0.64,12.2,7,
5812,7.3,0.305,2.34,1.2,0.059,123,11,medium,3.29,0.52,11.5,6,red
5813,8.6,0.315,2.4,2.2,0.079,121,6,high,3.27,0.67,11.9,6,
5814,5.3,0.715,0.95,1.5,0.161,107,62,medium,3.62,0.61,11,5,red
5815,6.8,0.41,1.86,8.8,0.084,146,45,very high,3.38,0.64,10.1,6,red
5816,8.4,0.36,1.92,2.2,0.081,148,79,high,3.3,0.72,11,6,red
5817,8.4,0.62,0.72,1.8,0.072,158,46,high,3.38,0.89,11.8,6,red
5818,9.6,0.41,1.85,2.3,0.091,108,23,very high,3.24,0.56,10.5,5,red
5819,8.4,0.36,1.92,2.2,0.081,154,79,high,3.3,0.72,11,6,red
5820,8.4,0.62,0.72,1.8,0.072,154,46,high,3.38,0.89,11.8,6,red
5821,6.8,0.41,1.86,8.8,0.084,146,45,very high,3.38,0.64,10.1,6,red
5822,8.6,0.47,1.35,2.3,0.055,114,28,high,3.18,0.8,11.2,5,red
5823,8.6,0.22,2.52,1.9,0.064,191,77,high,3.47,0.87,11,7,red
5824,9.4,0.24,1.98,2.3,0.061,170,73,very high,3.47,0.9,10.2,6,red
5825,8.4,0.67,0.76,2.2,0.093,89,75,very high,3.2,0.59,9.2,4,red
5826,8.6,0.47,1.35,2.3,0.055,118,28,high,3.18,0.8,11.2,5,red
5827,8.7,0.33,2.66,3.3,0.063,154,19,medium,3.3,0.73,12,7,red
5828,6.6,0.61,0.05,1.9,0.08,104,25,very high,3.69,0.73,10.5,5,red
5829,7.4,0.61,0.05,2,0.074,115,38,very high,,0.65,9.8,5,red
5830,7.6,0.4,1.74,1.9,0.078,147,66,very high,3.45,0.59,9.5,6,red
5831,7.4,0.61,0.05,2,0.074,113,38,very high,3.48,0.65,9.8,5,red
5832,6.6,0.61,0.05,1.9,0.08,106,25,very high,3.69,0.73,10.5,5,red
5833,8.8,0.3,2.28,2.3,0.06,135,72,high,3.39,0.72,11.8,6,red
5834,8.8,0.3,2.28,2.3,0.06,135,72,high,3.39,0.72,11.8,6,red
5835,12,0.63,2,1.4,0.071,90,26,very high,3.07,0.6,10.4,4,red
5836,7.2,0.38,2.66,2.8,0.068,163,42,medium,3.34,0.72,12.9,7,red
5837,6.2,0.46,0.85,1.6,0.073,107,11,medium,3.61,0.54,11.4,5,red
5838,9.6,0.33,3.64,2.2,0.074,153,25,high,3.36,0.76,12.4,7,red
5839,9.9,0.27,3.43,5,0.082,145,17,medium,3.19,0.52,12.5,7,red
5840,10.1,0.43,2.8,2.6,0.092,153,52,very high,3.22,0.64,10,7,red
5841,9.8,0.5,2.38,2.3,0.094,144,45,very high,3.24,0.6,9.7,7,red
5842,8.3,0.3,3.43,3.8,0.09,155,24,high,3.27,0.64,12.1,7,red
5843,10.2,0.44,2.94,2,0.071,145,20,high,3.14,0.79,11.1,7,red
5844,10.2,0.44,4.06,4.1,0.092,153,24,very high,3.29,0.99,12,7,red
5845,8.3,0.28,3.36,2.1,0.093,144,12,medium,3.26,0.62,12.4,7,
5846,8.9,0.12,3.15,1.8,0.075,146,,high,3.41,0.76,11.9,7,red
5847,8.9,0.12,3.15,1.8,0.075,146,21,high,3.41,0.76,11.9,7,red
5848,8.9,0.12,3.15,1.8,0.075,150,21,high,3.41,0.76,11.9,7,red
5849,8.3,0.28,3.36,2.1,0.093,152,12,medium,3.26,0.62,12.4,7,red
5850,8.2,0.31,2.8,2.2,0.058,142,10,high,3.31,0.68,11.2,7,red
5851,10.2,0.34,3.36,2.1,0.052,141,9,medium,3.2,0.69,12.1,7,red
5852,7.6,0.43,2.4,2.7,0.082,126,11,high,3.44,0.54,12.2,6,red
5853,8.5,0.21,2.6,1.9,0.09,107,23,high,3.36,0.67,10.4,5,red
5854,9,0.36,3.12,2.1,0.111,127,,high,3.31,0.62,11.3,6,red
5855,9.5,0.37,3.12,2,0.088,132,,high,3.29,0.58,11.1,6,
5856,6.4,0.57,0.84,2.3,0.12,165,36,high,3.47,0.71,11.3,7,red
5857,8,0.59,0.25,2,0.089,108,32,very high,3.36,0.61,10,5,red
5858,8.5,0.47,1.62,1.9,0.058,142,38,high,3.16,0.85,11.1,6,red
5859,7.1,0.56,0.7,1.6,0.078,103,18,high,3.27,0.62,9.3,5,red
5860,6.6,0.57,0.1,2.1,0.115,108,16,high,3.38,0.69,9.5,5,red
5861,8.8,0.27,2.34,2,0.1,142,27,high,3.15,0.69,11.2,6,red
5862,8.5,0.47,1.62,1.9,0.058,142,38,high,3.16,0.85,11.1,6,red
5863,8.3,0.34,2.4,2.4,0.065,146,48,high,3.34,0.86,11,6,red
5864,9,0.38,2.87,2.4,0.103,140,10,high,3.13,0.58,11.9,7,red
5865,8.5,0.66,1,2.1,0.097,123,,very high,3.13,0.48,9.2,5,red
5866,9,0.4,2.58,2.4,0.068,149,46,medium,3.2,0.6,12.2,6,red
5867,6.7,0.56,0.45,2.9,0.079,105,22,high,3.46,0.61,10.2,5,red
5868,10.4,0.26,2.88,1.9,0.066,128,10,very high,3.33,0.87,10.9,6,red
5869,10.4,0.26,2.88,1.9,0.066,124,10,very high,3.33,0.87,10.9,6,red
5870,10.1,0.38,3.5,2.4,0.104,148,13,high,3.22,0.65,11.6,7,red
5871,8.5,0.34,2.2,1.7,0.079,106,12,high,3.52,0.63,10.7,5,red
5872,8.8,0.33,2.87,5.9,0.073,147,13,,3.3,0.62,12.1,7,red
5873,7.2,0.41,1.5,2.1,0.083,133,72,very high,3.44,0.52,9.4,5,red
5874,7.2,0.41,1.5,2.1,0.083,137,72,very high,3.44,0.52,9.4,5,red
5875,8.4,0.59,1.45,2.6,0.109,129,119,very high,3.15,0.5,9.1,5,red
5876,7,0.4,2.24,3.6,0.061,147,29,medium,3.28,0.49,11.3,7,red
5877,12.2,0.45,2.45,1.4,0.075,101,6,high,3.13,0.63,10.4,5,red
5878,9.1,0.5,1.8,1.9,0.065,130,17,very high,3.32,0.71,10.5,6,red
5879,9.5,0.86,1.3,1.9,0.079,109,28,very high,3.25,0.62,10,5,red
5880,7.3,0.52,1.92,2.1,0.07,171,70,medium,3.34,0.82,12.9,6,red
5881,9.1,0.5,1.8,1.9,0.065,126,17,very high,3.32,0.71,10.5,6,red
5882,12.2,0.45,2.45,1.4,0.075,101,6,high,3.13,0.63,10.4,5,red
5883,7.4,0.58,0,2,0.064,127,11,high,3.45,0.58,11.3,6,red
5884,9.8,0.34,2.73,1.4,0.066,145,7,medium,3.19,0.55,11.4,7,red
5885,7.1,0.36,1.5,1.6,0.08,131,70,high,3.44,0.5,9.4,5,red
5886,7.7,0.39,0.6,1.7,0.097,115,27,high,3.16,0.49,9.4,5,red
5887,9.7,0.295,2.4,1.5,0.073,132,21,high,3.14,0.51,10.9,6,red
5888,7.7,0.39,0.6,1.7,0.097,117,27,high,3.16,0.49,9.4,5,red
5889,7.1,0.34,1.4,2,0.082,131,68,high,3.45,0.48,9.4,5,red
5890,6.5,0.4,0.6,2,0.076,152,47,high,3.36,0.48,9.4,6,red
5891,7.1,0.34,1.4,2,0.082,131,68,high,3.45,0.48,9.4,5,red
5892,10,0.35,2.25,2.5,0.092,122,88,very high,3.15,0.43,9.4,5,red
5893,7.7,0.6,0.36,2,0.079,135,41,high,3.39,0.62,10.1,6,red
5894,5.6,0.66,0,2.2,0.087,141,11,medium,3.71,0.63,12.8,7,red
5895,5.6,0.66,0,2.2,0.087,141,11,medium,3.71,0.63,12.8,7,red
5896,8.9,0.84,2.04,1.4,0.05,124,10,high,3.12,0.48,9.1,6,red
5897,6.4,0.69,0,1.65,0.055,123,12,low,3.47,0.53,12.9,6,red
5898,7.5,0.43,2.1,2.2,0.062,142,12,high,3.44,0.72,11.5,7,red
5899,9.9,0.35,2.66,1.5,0.058,171,47,high,3.26,0.82,10.6,7,red
5900,9.1,0.29,2.31,2.05,0.063,151,27,high,3.26,0.84,11.7,7,red
5901,6.8,0.36,2.24,1.8,0.067,140,8,medium,3.36,0.55,12.8,7,red
5902,8.2,0.43,1.45,1.6,0.081,125,45,high,3.25,0.54,10.3,5,red
5903,6.8,0.36,2.24,1.8,0.067,144,8,medium,3.36,0.55,12.8,7,red
5904,9.1,0.29,2.31,2.05,0.063,157,27,high,3.26,0.84,11.7,7,red
5905,9.1,0.3,2.38,2,0.064,150,25,high,3.26,0.84,11.7,7,red
5906,8.9,0.35,2.8,3.6,0.11,154,,high,3.23,0.7,12,7,red
5907,9.6,0.5,1.8,2.8,0.116,126,55,very high,3.18,0.68,10.9,5,red
5908,8.9,0.28,3.15,1.7,0.067,149,12,medium,3.25,0.55,12.3,7,red
5909,8.9,0.32,1.86,2,0.088,134,19,high,3.17,0.55,10.4,6,red
5910,7.7,1.005,0.75,2.1,0.102,105,32,high,3.23,0.48,10,5,red
5911,7.5,0.71,0,1.6,0.092,148,31,high,3.38,0.58,10,6,red
5912,8,0.58,0.96,2,0.12,121,7,medium,3.22,0.58,11.2,6,red
5913,10.5,0.39,2.76,2.2,0.075,134,27,high,3.06,0.84,11.4,6,red
5914,8.9,0.38,2.8,2.2,0.068,148,28,medium,3.27,0.75,12.6,7,red
5915,8,0.18,2.22,0.9,0.049,152,109,low,2.89,0.44,12.7,6,red
5916,8,0.18,2.22,0.9,0.049,160,109,low,2.89,0.44,12.7,6,red
5917,7,0.5,0.7,1.8,0.078,112,23,high,3.53,0.61,10.4,5,red
5918,11.3,0.36,3.96,2.4,0.123,121,8,high,3.2,0.53,11.9,6,red
5919,11.3,0.36,3.96,2.4,0.123,123,8,high,3.2,0.53,11.9,6,red
5920,7,0.51,0.45,2.1,0.062,104,9,high,3.35,0.54,10.5,5,red
5921,8.2,0.32,2.52,2.3,0.098,119,9,high,3.27,0.55,12.3,6,red
5922,7.7,0.58,0.07,1.8,0.088,154,18,high,3.32,0.56,10.5,7,red
5923,8.6,0.83,0,2.8,0.095,137,43,very high,3.33,0.6,10.4,6,red
5924,7.9,0.31,1.92,1.9,0.066,128,36,medium,3.41,0.56,12.6,6,red
5925,6.4,0.795,0,2.2,0.065,128,52,medium,3.49,0.52,11.6,5,red
5926,7.2,0.34,1.26,2.5,0.075,159,68,high,3.37,0.54,10.1,6,red
5927,7.7,0.58,0.07,1.8,0.088,150,18,high,3.32,0.56,10.5,7,red
5928,7.1,0.59,0,2.1,0.091,151,14,medium,3.42,0.55,11.5,7,red
5929,7.3,0.55,0.07,1.8,0.093,151,15,high,3.35,0.58,11,7,red
5930,8.1,0.82,0,4.1,0.095,105,14,very high,3.36,0.53,9.6,5,red
5931,7.5,0.57,0.48,2.6,0.089,138,27,high,3.3,0.59,10.4,6,red
5932,8.9,0.745,1.08,2.5,0.077,137,48,very high,3.2,0.47,9.7,6,red
5933,10.1,0.37,2.38,2.4,0.085,145,17,high,3.17,0.65,10.6,7,red
5934,7.6,0.31,2.38,2.5,0.082,170,,medium,3.22,0.59,12.5,7,red
5935,7.3,0.91,0.5,1.8,0.074,120,56,high,3.35,0.56,9.2,5,red
5936,8.7,0.41,2.87,6.2,0.078,165,42,high,3.24,0.77,12.6,7,red
5937,8.9,0.5,1.26,2.2,0.088,143,39,high,3.33,0.83,11.1,6,red
5938,7.4,0.965,0,2.2,0.088,112,32,very high,3.58,0.67,10.2,5,red
5939,6.9,0.49,1.14,1.7,0.079,135,26,high,3.38,0.64,9.8,6,red
5940,8.9,0.5,1.26,2.2,0.088,145,39,high,3.33,0.83,11.1,6,red
5941,9.5,0.39,2.87,8.9,0.069,156,39,very high,3.29,0.81,10.9,7,red
5942,6.4,0.39,1.98,3.3,0.046,130,53,medium,3.36,0.62,12.2,6,red
5943,6.9,0.44,0,1.4,0.07,154,38,medium,3.32,0.58,11.4,6,red
5944,7.6,0.78,0,1.7,0.076,151,45,high,3.31,0.62,10.7,6,red
5945,7.1,0.43,0.85,1.8,0.082,125,51,high,3.49,0.64,10.4,5,red
5946,9.3,0.49,2.16,1.7,0.081,121,14,very high,3.27,0.78,10.9,6,red
5947,9.3,0.5,2.16,1.8,0.084,128,17,very high,3.27,0.77,10.8,6,red
5948,7.1,0.43,0.85,1.8,0.082,123,51,high,3.49,0.64,10.4,5,red
5949,8.5,0.46,2.95,1.4,0.414,110,45,very high,3.03,1.34,9.2,5,red
5950,5.6,0.605,0.25,2.4,0.073,121,25,medium,3.56,0.55,12.9,5,red
5951,8.3,0.33,2.94,2.3,0.07,145,20,medium,3.38,0.77,12.7,7,red
5952,8.2,0.64,1.62,2,0.095,125,77,very high,3.13,0.62,9.1,6,red
5953,8.2,0.64,1.62,2,0.095,129,77,very high,3.13,0.62,9.1,6,red
5954,8.9,0.48,3.71,4,0.101,145,10,high,3.21,0.59,12.1,7,red
5955,7.6,0.42,1.25,3.9,0.104,128,90,very high,3.15,0.57,9.1,5,red
5956,9.9,0.53,3.99,2.4,0.093,170,52,very high,3.19,0.76,11.6,7,red
5957,8.9,0.48,3.71,4,0.101,143,,high,3.21,0.59,12.1,7,red
5958,11.6,0.23,3.42,1.8,0.074,127,8,very high,3.14,0.7,9.9,6,red
5959,9.1,0.4,4,1.8,0.071,163,16,medium,3.21,0.69,12.5,8,red
5960,8,0.38,2.64,1.9,0.098,130,15,,3.3,0.64,11.4,6,red
5961,10.2,0.29,3.9,2.4,0.075,126,17,high,3.22,0.63,11.8,6,red
5962,8.2,0.74,0.54,2,0.067,129,10,medium,3.28,0.57,11.8,6,red
5963,7.7,0.61,1.08,2.4,0.083,124,20,high,3.29,0.6,10.2,6,red
5964,6.6,0.52,0.56,2.4,0.07,147,26,medium,3.4,0.72,12.5,7,red
5965,11.1,0.31,3.71,2.2,0.06,139,10,high,3.02,0.83,10.9,7,red
5966,11.1,0.31,3.71,2.2,0.06,143,10,high,3.02,0.83,10.9,7,red
5967,8,0.62,1.75,2.8,0.086,128,52,very high,3.31,0.62,10.8,5,red
5968,9.3,0.33,3.15,1.5,0.057,159,37,high,3.18,0.89,11.1,7,red
5969,7.5,0.77,1,8.1,0.098,134,92,very high,3.2,0.58,9.2,5,red
5970,7.2,0.35,1.56,1.8,0.083,151,75,high,3.4,0.58,9.5,6,red
5971,8,0.62,1.98,2.7,0.088,136,37,very high,3.31,0.58,10.7,6,red
5972,7.5,0.77,1,8.1,0.098,130,92,very high,3.2,0.58,9.2,5,red
5973,9.1,,2.38,2,0.071,179,67,very high,3.44,0.86,10.2,7,red
5974,9.9,0.32,3.36,2,0.073,119,8,high,3.15,0.73,11.4,6,red
