sample,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
5188,8.7,0.52,0.63,2.5,0.091,158,49,very hig,3.34,0.86,10.6,7,
5189,11,0.2,2.4,2,0.343,112,18,very hig,3.3,0.71,10.5,5,red
5190,10.4,0.55,1.38,2.7,0.091,140,48,very hig,3.22,0.64,10.3,6,red
5191,6.9,0.36,1.5,2.4,0.098,119,16,,3.41,0.6,,6,red
5192,13.3,0.34,3.12,3.2,0.094,137,53,very hig,3.05,0.81,9.5,6,red
5193,10.8,0.5,2.3,2.5,0.073,103,27,very hig,3.05,0.64,9.5,5,red
5194,10.6,0.83,1.85,2.6,0.086,126,70,very hig,3.16,0.52,9.9,5,red
5195,7.1,0.63,0.3,2,0.083,108,29,very hig,3.67,0.73,9.6,5,red
5196,7.2,0.65,0.1,2.3,0.094,103,31,very hig,3.67,0.8,9.7,5,red
5197,6.9,0.67,0.3,2.1,0.08,114,33,very hig,3.68,0.71,9.6,5,red
5198,7.5,0.53,0.36,2.6,0.086,138,44,hig,3.38,0.59,10.7,6,red
5199,11.1,0.18,2.88,1.5,0.068,133,15,very hig,3.22,0.64,10.1,6,red
5200,8.3,0.705,0.6,2.6,0.092,110,28,very hig,3.51,0.72,10,5,red
5201,7.4,0.67,0.6,1.6,0.186,111,21,,3.39,0.54,9.5,5,red
5202,8.4,0.65,3,2.1,0.112,110,90,very hig,3.2,0.52,9.2,5,red
5203,10.3,0.53,2.88,2.5,0.063,124,25,very hig,3.12,0.59,,6,red
5204,7.6,0.62,1.6,2.2,0.082,111,54,hig,3.36,0.52,9.4,5,red
5205,10.3,0.41,2.52,2.4,0.213,126,14,very hig,3.19,0.62,9.5,6,red
5206,10.3,0.43,2.64,2.4,0.214,127,12,very hig,3.19,0.63,9.5,6,red
5207,7.4,0.29,2.28,1.7,0.062,129,30,hig,,0.53,9.5,6,red
5208,10.3,0.53,2.88,2.5,0.063,128,25,very hig,3.12,0.59,,6,red
5209,7.9,0.53,1.44,2,0.072,133,105,,3.27,0.54,9.4,6,red
5210,9,0.46,1.86,2.8,0.093,139,98,very hig,3.32,0.63,9.5,6,red
5211,8.6,0.47,1.5,3,0.076,134,135,,3.3,0.53,9.4,5,red
5212,7.4,0.36,1.45,2.6,0.087,124,72,hig,3.39,0.68,11,5,red
5213,7.1,0.35,1.74,2.5,0.096,140,53,hig,3.42,0.65,11,6,red
5214,9.6,0.56,1.15,3.4,0.102,137,92,very hig,3.3,0.65,,5,red
5215,9.6,0.77,0.72,2.9,0.082,150,74,very hig,3.3,0.64,,6,red
5216,9.8,0.66,2.73,3.2,0.083,165,59,very hig,3.37,0.71,11.5,7,red
5217,9.6,0.77,0.72,2.9,0.082,148,74,very hig,3.3,0.64,10.4,6,red
5218,9.8,0.66,2.73,3.2,0.083,163,59,very hig,3.37,0.71,11.5,7,red
5219,9.3,0.61,1.3,3.4,0.09,125,87,very hig,3.24,0.62,9.7,5,red
5220,7.8,0.62,0.25,2.3,0.079,106,18,very hig,3.29,0.63,9.3,5,red
5221,10.3,0.59,2.52,2.8,0.09,159,73,,3.28,0.7,9.5,6,red
5222,10,0.49,1.2,11,0.071,133,50,very hig,3.16,0.69,9.2,6,red
5223,10,0.49,1.2,11,0.071,127,50,very hig,3.16,0.69,9.2,6,red
5224,11.6,0.53,4.62,3.65,0.121,142,14,very hig,3.05,0.74,11.5,7,red
5225,10.3,0.44,2.5,4.5,0.107,109,13,very hig,3.28,0.83,11.5,5,red
5226,13.4,0.27,3.72,2.6,0.082,124,21,very hig,3.16,0.67,9.7,6,red
5227,10.7,0.46,1.95,2,0.061,105,15,very hig,3.18,0.62,9.5,5,red
5228,10.2,0.36,3.84,2.9,0.122,132,41,,3.23,0.66,12.5,6,red
5229,10.2,0.36,3.84,2.9,0.122,128,41,very hig,3.23,0.66,12.5,6,red
5230,8,0.58,1.68,3.2,0.066,143,114,very hig,3.22,0.54,9.4,6,red
5231,8.4,0.56,0.4,2.1,0.105,120,44,hig,3.13,0.52,11,5,red
5232,7.9,0.65,0.07,2.5,0.078,159,38,hig,3.34,0.74,11.7,7,red
5233,11.9,0.695,3.71,3.4,0.128,147,21,very hig,3.17,0.84,12.2,7,red
5234,8.9,0.43,2.7,1.9,0.052,126,16,mediu,,0.7,,6,red
5235,7.8,0.43,1.6,2.8,0.08,129,58,very hig,3.31,0.64,10.3,5,red
5236,12.4,0.49,3.48,3,0.103,146,99,very hig,3.16,1,11.5,6,red
5237,12.5,0.28,3.78,2.3,0.082,154,29,very hig,3.11,1.36,9.8,7,red
5238,12.2,0.34,3,2.4,0.066,130,21,very hig,3.12,1.18,9.2,6,red
5239,10.6,0.42,2.88,2.7,0.065,127,18,,3.21,0.87,11.3,6,
5240,10.9,0.39,2.82,1.8,0.118,124,14,very hig,3.3,0.75,9.8,6,red
5241,10.9,0.39,2.82,1.8,0.118,126,14,very hig,3.3,0.75,9.8,6,red
5242,11.9,0.57,3,2.6,0.082,124,32,very hig,3.12,0.78,10.7,6,red
5243,7,0.685,0,1.9,0.067,132,63,,3.6,0.81,9.9,5,red
5244,6.6,0.815,0.14,2.7,0.072,159,34,,3.58,0.89,12.3,7,red
5245,13.8,0.49,4.02,3,0.093,126,15,very hig,3.02,0.93,,6,red
5246,9.6,0.56,1.86,2.8,0.089,133,46,,3.11,0.92,10,6,red
5247,9.1,0.785,0,2.6,0.093,133,28,very hig,3.36,0.86,9.4,6,red
5248,10.7,0.67,1.32,2.7,0.107,139,34,very hig,3.28,0.98,9.9,6,red
5249,9.1,0.795,0,2.6,0.096,129,26,very hig,3.35,0.83,9.4,6,red
5250,7.7,0.665,0,2.4,0.09,110,19,very hig,3.27,0.73,9.3,5,red
5251,13.5,0.53,3.95,4.8,0.12,119,77,very hig,3.18,0.77,13,5,red
5252,6.1,0.21,2.4,1.4,0.066,162.5,165,lo,3.25,0.59,11.9,6,red
5253,6.7,0.75,0.06,2.4,0.078,139,32,hig,3.55,0.61,12.8,6,red
5254,11.5,0.41,2.6,3,0.08,129,55,very hig,3.26,0.88,11,5,red
5255,10.5,0.42,4.62,2.95,0.116,156,29,very hig,3.24,0.75,11.7,7,red
5256,11.9,0.43,4.62,3.1,0.109,152,23,very hig,3.15,0.85,10.4,7,red
5257,12.6,0.38,3.96,2.6,0.088,126,41,very hig,3.17,0.68,9.8,6,red
5258,8.2,0.7,1.15,2,0.099,112,81,very hig,3.19,0.7,9.4,5,red
5259,8.6,0.45,1.86,2.6,0.086,139,50,very hig,3.37,0.91,9.9,6,red
5260,11.9,0.58,3.3,2.5,0.072,106,37,very hig,3.05,0.56,10,5,red
5261,12.5,0.46,3.15,2,0.071,106,15,very hig,2.99,0.87,10.2,5,red
5262,12.8,0.615,4.62,5.8,0.083,147,42,very hig,3.07,0.73,10,7,red
5263,10,0.42,3,3.4,0.107,125,21,very hig,3.26,0.93,11.8,6,red
5264,12.8,0.615,4.62,5.8,0.083,151,42,very hig,3.07,0.73,10,7,red
5265,10.4,0.575,3.05,2.6,0.076,,24,very hig,3.16,0.69,9,5,red
5266,10.3,0.34,2.6,2.8,0.159,111,75,very hig,3.18,0.64,9.4,5,red
5267,9.4,0.27,3.71,2.4,0.074,156,18,hig,3.2,1.13,12,7,red
5268,6.9,0.765,0.1,2.3,0.063,139,63,very hig,3.57,0.78,9.9,5,red
5269,7.9,0.24,2.4,1.6,0.056,131,25,,3.32,0.87,8.7,6,red
5270,9.1,0.28,2.88,1.8,0.067,150,46,hig,3.32,1.04,10.6,6,red
5271,7.4,0.55,1.1,2.2,0.106,114,72,hig,3.05,0.63,9.2,5,red
5272,14,0.41,3.78,3.8,0.089,122,47,very hig,3.01,0.81,10.8,6,red
5273,11.5,0.54,4.97,4.4,0.124,146,15,very hig,3.01,0.83,11.8,7,red
5274,11.5,0.45,3,3,0.078,141,47,very hig,3.26,1.11,,6,red
5275,9.4,0.27,3.71,2.4,0.074,144,18,hig,3.2,1.13,12,7,red
5276,11.4,0.625,3.96,6.2,0.088,134,24,very hig,3.11,0.99,13.3,6,red
5277,8.3,0.42,2.28,2.5,0.094,146,60,very hig,3.31,0.7,10.8,6,red
5278,8.3,0.26,2.52,2,0.08,125,27,very hig,3.21,0.8,9.4,6,red
5279,13.7,0.415,4.08,2.9,0.085,139,43,very hig,3.06,0.8,,6,red
5280,8.3,0.26,2.52,2,0.08,125,27,very hig,,0.8,9.4,6,red
5281,8.3,0.26,2.52,2,0.08,133,27,very hig,3.21,0.8,,6,red
5282,7.7,0.51,1.4,2.1,0.087,125,54,very hig,3.42,0.74,9.2,5,red
5283,7.4,0.63,0.42,2.4,0.09,133,37,very hig,3.43,0.76,9.7,6,red
5284,7.8,0.54,1.56,2,0.088,143,48,very hig,3.41,0.74,9.2,6,red
5285,8.3,0.66,0.9,1.9,0.079,139,42,very hig,3.31,0.54,9.6,6,red
5286,7.8,0.46,1.56,1.9,0.088,147,53,very hig,3.43,0.74,9.2,6,red
5287,9.6,0.38,2.17,2.5,0.096,154,49,very hig,3.19,0.7,10,7,
5288,5.6,0.85,0.4,1.4,0.045,176,88,mediu,3.56,0.82,12.9,8,red
5289,13.7,0.415,4.08,2.9,0.085,133,43,very hig,3.06,0.8,10,6,red
5290,9.5,0.37,2.6,2,0.082,108,26,very hig,3.18,0.51,9.5,5,red
5291,8.4,0.665,3.05,2,0.112,113,95,,3.16,0.54,9.1,5,red
5292,12.7,0.6,3.25,2.3,0.063,110,25,very hig,3.03,0.57,9.9,5,red
5293,12,0.37,5.32,4.2,0.066,149,38,,3.22,0.6,13,7,red
5294,6.6,0.735,0.1,7.9,0.122,170,124,very hig,3.47,0.53,9.9,5,red
5295,11.5,0.59,3.54,2.6,0.087,129,49,very hig,3.18,0.65,11,6,red
5296,11.5,0.59,3.54,2.6,0.087,133,49,very hig,3.18,0.65,,6,red
5297,8.7,0.765,1.1,2.3,0.064,111,42,hig,3.1,0.55,9.4,5,red
5298,6.6,0.735,0.1,7.9,0.122,166,124,very hig,3.47,0.53,,5,red
5299,7.7,0.26,1.8,1.7,0.059,142,38,hig,3.29,0.47,,6,red
5300,12.2,0.48,3.24,2.6,0.085,143,64,very hig,3.1,0.61,10.5,6,red
5301,11.4,0.6,2.94,2.7,0.085,128,41,very hig,3.15,0.63,10.5,6,red
5302,7.7,0.69,0.25,2.7,0.075,113,27,very hig,3.26,0.61,9.1,5,red
5303,8.7,0.31,2.76,1.4,0.059,125,25,hig,3.36,0.76,10.1,6,red
5304,9.8,0.44,2.82,2.5,0.063,133,28,,3.24,0.65,10.8,6,red
5305,12,0.39,4.62,3,0.093,150,30,very hig,3.18,0.63,10.8,7,red
5306,10.4,0.34,3.48,3.7,0.174,128,16,very hig,3.19,0.7,11.3,6,red
5307,12.5,0.46,1.96,4.5,0.07,106,49,,3.05,0.57,,4,red
5308,9,0.43,2.04,2.5,0.08,140,86,very hig,3.38,0.62,9.5,6,red
5309,9.1,0.45,1.75,2.4,0.08,117,78,very hig,3.38,0.62,9.5,5,red
5310,7.1,0.735,0.8,1.9,0.1,121,77,hig,3.27,0.64,9.3,5,red
5311,9.9,0.4,3.71,6.7,0.097,148,19,very hig,3.27,0.82,11.7,7,red
5312,8.8,0.52,1.7,2.7,0.087,124,122,very hig,3.26,0.61,9.5,5,red
5313,8.6,0.725,1.2,6.6,0.117,133,134,very hig,3.32,1.07,9.3,5,red
5314,10.6,0.48,3.84,2.2,0.111,128,20,,3.26,0.66,11.7,6,red
5315,7,0.58,0.6,1.9,0.091,132,124,hig,3.44,0.48,10.5,5,red
5316,11.9,0.38,3.06,2,0.121,129,20,very hig,3.24,0.76,10.4,6,red
5317,6.8,0.77,0,1.8,0.066,134,52,very hig,3.62,0.68,9.9,5,red
5318,9.5,0.56,2.31,2.4,0.089,171,67,very hig,3.28,0.73,11.8,7,red
5319,6.6,0.84,0.21,2.3,0.059,172,48,hig,3.52,0.56,,7,red
5320,7.7,0.96,1,2,0.047,,60,hig,3.36,0.44,10.9,5,red
5321,10.5,0.24,3.29,2.1,0.066,142,24,very hig,3.15,0.9,11,7,red
5322,7.7,0.96,1,2,0.047,111,60,hig,3.36,0.44,10.9,5,red
5323,6.6,0.84,0.21,2.3,0.059,174,48,hig,3.52,0.56,12.3,7,red
5324,6.4,0.67,0.48,2.1,0.045,141,48,,3.49,0.49,11.4,6,red
5325,9.5,0.78,1.32,1.9,0.077,128,32,very hig,3.26,0.56,10.6,6,
5326,9.1,0.52,1.65,1.3,0.07,111,30,very hig,3.24,0.6,9.3,5,red
5327,12.8,0.84,3.78,2.4,0.088,133,35,very hig,3.1,0.6,,6,red
5328,10.5,0.24,3.29,2.1,0.066,146,24,very hig,3.15,0.9,11,7,red
5329,7.8,0.55,1.75,2.2,0.074,121,66,,3.25,0.56,,5,red
5330,11.9,0.37,4.14,2.3,0.078,132,24,,3,0.65,12.8,6,red
5331,12.3,0.39,3.15,2.3,0.091,108,18,very hig,3.16,0.49,9.5,5,red
5332,10.4,0.41,3.3,3.2,0.076,142,54,very hig,3.15,0.89,,6,red
5333,12.3,0.39,3.15,2.3,0.091,98,18,very hig,3.16,0.49,9.5,5,red
5334,8,0.67,1.8,2,0.06,,62,hig,3.26,0.56,,6,red
5335,11.1,0.45,4.38,3.2,0.066,126,22,very hig,3.17,0.66,11.2,6,red
5336,10.4,0.41,3.3,3.2,0.076,146,54,very hig,3.15,0.89,,6,red
5337,7,0.62,0.9,1.5,0.062,105,50,hig,,0.6,,5,
5338,12.6,0.31,5.76,2.2,0.072,166,29,very hig,2.88,0.82,9.8,8,red
5339,11.9,0.4,3.9,2.15,0.068,123,27,very hig,3.06,0.68,11.3,6,red
5340,15.6,0.685,5.32,3.7,0.1,144,43,very hig,2.95,0.68,11.2,7,red
5341,10,0.44,3.43,2.7,0.077,149,19,hig,3.23,0.63,11.6,7,red
5342,5.3,0.57,0.07,1.7,0.054,143,27,mediu,3.57,0.84,12.5,7,red
5343,9.5,0.735,0.6,2.1,0.079,126,31,very hig,3.23,0.56,10.1,6,red
5344,12.5,0.38,3,2.6,0.081,129,72,very hig,3.1,0.73,10.5,5,red
5345,9.3,0.48,1.45,2.1,0.127,112,16,hig,3.22,0.72,11.2,5,red
5346,8.6,0.53,1.32,2,0.1,127,27,hig,3.2,0.56,10.2,6,red
5347,11.9,0.39,4.14,2.8,0.095,133,35,,3.1,0.61,10.8,6,red
5348,11.9,0.39,4.14,2.8,0.095,139,35,,3.1,0.61,10.8,6,red
5349,8.4,0.37,3.18,1.8,0.413,131,26,very hig,3.06,1.06,9.1,6,red
5350,6.8,0.56,0.18,1.7,0.084,138,35,hig,3.44,0.63,,6,red
5351,10.4,0.33,4.41,2.8,0.084,143,22,very hig,3.26,0.74,11.2,7,red
5352,7,0.23,2,1.6,0.063,121,67,hig,3.5,0.63,11.1,5,red
5353,11.3,0.62,5.36,5.2,0.086,170,19,very hig,3.22,0.69,13.4,8,red
5354,8.9,0.59,1.95,2.3,0.095,105,22,very hig,3.37,0.58,10.3,5,red
5355,9.2,0.63,1.05,2.7,0.097,133,65,very hig,3.28,0.58,9.6,5,red
5356,10.4,0.33,4.41,2.8,0.084,145,22,very hig,3.26,0.74,11.2,7,
5357,11.6,0.58,1.98,2.2,0.074,,47,very hig,3.25,0.57,9,3,red
5358,9.2,0.43,3.12,2.3,0.083,134,23,,3.35,0.61,11.3,6,red
5359,8.3,0.615,1.1,2.6,0.087,110,19,very hig,3.26,0.61,9.3,5,red
5360,11,0.26,3.4,2.55,0.085,106,25,very hig,3.18,0.61,,5,red
5361,8.1,0.66,3.5,2.2,0.098,125,129,very hig,3.08,0.53,9,5,red
5362,11.5,0.315,3.24,2.1,0.084,129,15,,2.98,0.7,9.2,6,red
5363,10,0.29,2,2.9,0.098,110,26,very hig,3.48,0.91,9.7,5,red
5364,10.3,0.5,2.52,2,0.069,141,51,very hig,3.16,0.72,11.5,6,
5365,8.8,0.46,2.7,2.6,0.065,127,18,mediu,3.32,0.79,,6,red
5366,11.4,0.36,4.14,2.1,0.09,128,21,,3.17,0.62,,6,red
5367,8.7,0.82,0.1,1.2,0.07,134,48,hig,3.2,0.58,9.8,5,red
5368,13,0.32,3.25,2.6,0.093,119,47,very hig,3.05,0.61,10.6,5,red
5369,9.6,0.54,2.52,2.4,0.081,145,52,very hig,3.2,0.71,11.4,6,red
5370,12.5,0.37,3.3,2.6,0.083,143,68,very hig,3.15,0.82,10.4,6,red
5371,9.9,0.35,2.75,2.1,0.062,105,14,,3.26,0.79,10.6,5,red
5372,10.5,0.28,3.06,1.7,0.08,126,24,very hig,3.2,0.89,9.4,6,red
5373,9.6,0.68,1.2,2.2,0.087,,28,very hig,3.14,0.6,10.2,5,red
5374,9.3,0.27,2.05,2,0.091,102,16,very hig,3.28,0.7,9.7,5,red
5375,10.4,0.24,2.94,1.8,0.075,128,20,very hig,3.18,1.06,,6,red
5376,9.6,0.68,1.2,2.2,0.087,111,28,very hig,3.14,0.6,10.2,5,red
5377,9.4,0.685,0.66,2.7,0.077,126,31,very hig,3.19,0.7,10.1,6,red
5378,10.6,0.28,1.95,15.5,0.069,104,23,very hig,3.12,0.66,9.2,5,red
5379,9.4,0.3,4.48,2.8,0.08,164,17,hig,3.15,0.92,11.7,8,red
5380,10.6,0.36,2.95,2.2,0.152,110,18,very hig,3.04,1.05,9.4,5,red
5381,10.6,0.36,3,2.2,0.152,111,18,very hig,3.04,1.06,9.4,5,red
5382,10.6,0.44,4.08,4.1,0.114,128,24,very hig,3.06,0.66,13.4,6,red
5383,10.2,0.67,1.95,1.9,0.054,108,17,very hig,3.17,0.47,10,5,red
5384,10.2,0.67,1.95,1.9,0.054,110,17,very hig,3.17,0.47,10,5,red
5385,10.2,0.645,2.16,1.8,0.053,127,14,very hig,3.17,0.42,,6,red
5386,11.6,0.32,3.85,2.8,0.081,175,67,very hig,3.32,0.92,10.8,7,red
5387,9.3,0.39,2.4,2.6,0.073,128,26,very hig,3.34,0.75,10.2,6,red
5388,9.3,0.775,1.62,2.8,0.078,140,56,very hig,3.31,0.67,10.6,6,red
5389,9.2,0.41,3.5,2.5,0.055,156,25,hig,3.34,0.79,13.3,7,red
5390,8.9,0.4,3.57,2.6,0.052,153,27,,3.32,0.9,13.4,7,red
5391,8.7,0.69,1.86,3,0.086,145,81,very hig,3.48,0.74,11.6,6,red
5392,6.5,0.39,1.38,8.3,0.051,148,91,hig,3.44,0.55,12.1,6,red
5393,10.7,0.35,4.24,2.6,0.07,169,16,,3.15,0.65,11,8,red
5394,7.8,0.52,1.5,1.9,0.081,138,38,very hig,3.43,0.65,9,6,red
5395,7.2,0.34,1.6,2.5,0.09,141,113,hig,3.32,0.79,11.1,5,red
5396,10.7,0.35,4.24,2.6,0.07,165,16,very hig,3.15,0.65,11,8,red
5397,8.7,0.69,1.86,3,0.086,139,81,very hig,3.48,0.74,11.6,6,red
5398,7.8,0.52,1.5,1.9,0.081,134,38,very hig,3.43,0.65,9,6,red
5399,10.4,0.44,5.11,6.55,0.074,176,76,very hig,3.17,0.85,12,7,red
5400,10.4,0.44,5.11,6.55,0.074,178,76,very hig,3.17,0.85,12,7,red
5401,10.5,0.26,3.29,1.9,0.078,142,24,very hig,3.18,1.04,10.9,7,red
5402,10.5,0.24,2.94,1.8,0.077,140,22,very hig,3.21,1.05,10.8,7,red
5403,10.2,0.49,4.41,2.9,0.072,148,26,hig,3.16,0.78,12.5,7,red
5404,10.4,0.24,3.22,1.8,0.075,140,21,,3.25,1.02,10.8,7,red
5405,11.2,0.67,3.3,2.3,0.084,124,13,very hig,3.17,0.71,9.5,6,red
5406,10,0.59,1.86,2.2,0.09,144,62,,3.18,0.63,10.2,6,red
5407,13.3,0.29,5.25,2.8,0.084,161,43,,3.04,0.68,11.4,7,red
5408,12.4,0.42,2.45,4.6,0.073,117,43,,3.02,0.61,9.5,5,red
5409,10,0.59,1.86,2.2,0.09,144,62,very hig,3.18,0.63,10.2,6,red
5410,10.7,0.4,2.88,2.1,0.125,131,49,very hig,3.03,0.81,9.7,6,red
5411,10.5,0.51,4.48,2.4,0.107,146,15,very hig,3.09,0.66,11.8,7,red
5412,10.5,0.51,4.48,2.4,0.107,148,15,very hig,3.09,0.66,11.8,7,red
5413,8.5,0.655,2.45,6.1,0.122,138,151,very hig,3.31,1.14,9.3,5,red
5414,12.5,0.6,2.94,4.3,0.1,127,14,very hig,3.25,0.74,11.9,6,red
5415,10.4,0.61,1.47,2.1,0.2,65,16,very hig,3.16,0.63,8.4,3,red
5416,10.9,0.21,2.94,2.8,0.088,133,32,very hig,3.22,0.68,11.7,6,red
5417,7.3,0.365,2.45,2.5,0.088,135,106,hig,3.36,0.78,11,5,red
5418,9.8,0.25,2.94,2.7,0.088,141,33,very hig,3.42,0.9,,6,red
5419,7.6,0.41,2.45,2,0.088,108,43,very hig,3.48,0.64,9.1,5,red
5420,8.2,0.39,2.45,2.3,0.099,143,133,very hig,3.38,0.99,9.8,5,red
5421,9.3,0.4,2.45,2.5,0.085,142,142,,3.22,0.55,9.4,5,red
5422,9.2,0.43,2.45,2.4,0.086,121,116,very hig,3.23,0.64,9.5,5,red
5423,10.4,0.64,1.2,2.8,0.105,127,53,very hig,3.24,0.67,9.9,5,red
5424,7.3,0.365,2.45,2.5,0.088,139,106,hig,3.36,0.78,11,5,red
5425,7,0.38,2.94,2.5,0.097,153,85,hig,3.39,0.77,11.4,6,red
5426,8.2,0.42,2.94,2.6,0.084,152,55,very hig,3.34,0.75,8.7,6,red
5427,9.9,0.63,1.2,2.4,0.077,108,33,very hig,3.09,0.57,9.4,5,red
5428,9.1,0.22,1.44,2.1,0.078,125,28,very hig,3.41,0.87,10.3,6,red
5429,11.9,0.38,2.45,2.7,0.098,108,42,very hig,3.16,0.61,10.3,5,red
5430,11.9,0.38,2.45,2.7,0.098,114,42,very hig,3.16,0.61,10.3,5,red
5431,10.3,0.27,1.44,2.1,0.072,137,33,hig,3.22,0.66,,6,red
5432,10,0.48,1.44,2.7,0.102,127,32,very hig,3.28,0.56,10,6,red
5433,9.1,0.22,1.44,2.1,0.078,123,28,very hig,3.41,0.87,10.3,6,red
5434,9.9,0.63,1.2,2.4,0.077,100,33,,3.09,0.57,9.4,5,red
5435,8.1,0.825,1.44,2.1,0.084,127,13,,3.37,0.77,10.7,6,red
5436,12.9,0.35,3.43,5.8,0.066,145,35,very hig,3.2,0.66,12,7,red
5437,11.2,0.5,3.7,5.15,0.1,105,17,very hig,3.22,0.62,11.2,5,red
5438,9.2,0.59,1.2,3.3,0.101,122,47,very hig,3.26,0.67,,5,red
5439,9.5,0.46,2.94,6.3,0.064,127,17,very hig,3.21,0.73,11,6,red
5440,9.3,0.715,1.2,2.1,0.07,111,20,hig,3.12,0.59,,5,red
5441,11.2,0.66,1.44,2.5,0.085,136,53,very hig,3.06,0.72,11,6,red
5442,14.3,0.31,4.44,1.8,0.075,126,15,very hig,2.86,0.79,8.4,6,red
5443,9.1,0.47,2.45,2.6,0.094,136,106,very hig,3.08,0.59,9.1,5,red
5444,7.5,0.55,1.44,2,0.078,130,28,very hig,3.45,0.78,9.5,6,red
5445,10.6,0.31,2.94,2.5,0.067,128,21,very hig,3.26,0.86,,6,red
5446,12.4,0.35,2.94,2.6,0.079,145,69,very hig,3.12,0.75,10.4,6,red
5447,9,0.53,2.94,1.9,0.171,124,25,very hig,3.27,0.61,9.4,6,red
5448,6.8,0.51,0.06,2.1,0.074,129,25,hig,3.33,0.56,9.5,6,red
5449,9.4,0.43,1.44,2.8,0.092,136,45,very hig,3.19,0.73,10,6,red
5450,9.5,0.46,1.44,2.7,0.092,144,44,very hig,3.12,0.74,10,6,red
5451,5,1.04,1.2,1.6,0.05,126,96,mediu,3.74,0.62,,5,red
5452,15.5,0.645,2.45,4.2,0.095,110,23,very hig,2.92,0.74,11.1,5,red
5453,15.5,0.645,2.45,4.2,0.095,110,23,,2.92,0.74,,5,red
5454,10.9,0.53,2.94,4.6,0.118,132,17,very hig,3.07,0.56,11.7,6,red
5455,15.6,0.645,2.45,4.2,0.095,110,23,very hig,2.92,0.74,11.1,5,red
5456,10.9,0.53,2.94,4.6,0.118,134,17,very hig,3.07,0.56,11.7,6,red
5457,13,0.47,2.94,4.3,0.085,130,47,very hig,3.3,0.68,12.7,6,red
5458,12.7,0.6,2.45,2.8,0.075,103,19,very hig,3.14,0.57,11.4,5,red
5459,9,0.44,2.45,2.4,0.078,126,121,very hig,3.23,0.58,9.2,5,red
5460,9,0.54,2.45,2.9,0.094,137,110,very hig,3.08,0.61,9.2,5,red
5461,7.6,0.29,2.94,2.7,0.092,143,60,very hig,3.31,0.61,10.1,6,red
5462,13,0.47,2.94,4.3,0.085,,47,very hig,3.3,0.68,12.7,6,red
5463,12.7,0.6,2.45,2.8,0.075,105,19,very hig,3.14,0.57,11.4,5,red
5464,8.7,0.7,1.44,2.5,0.226,123,15,very hig,3.32,0.6,9,6,red
5465,8.7,0.7,1.44,2.5,0.226,123,15,very hig,3.32,0.6,9,6,red
5466,9.8,0.5,2.94,2.6,0.25,127,20,,3.31,0.79,10.7,6,red
5467,6.2,0.36,1.44,2.2,0.095,141,42,,3.57,0.57,,6,red
5468,11.5,0.35,2.94,3.3,0.07,126,37,very hig,3.32,0.91,11,6,red
5469,6.2,0.36,1.44,2.2,0.095,139,42,mediu,3.57,0.57,11.7,6,red
5470,10.2,0.24,2.45,2.4,0.075,112,28,very hig,3.14,0.61,10.4,5,red
5471,10.5,0.59,1.96,2.1,0.07,96,47,very hig,3.3,0.56,9.6,4,red
5472,10.6,0.34,2.94,3.2,0.078,140,78,very hig,3.19,0.7,10,6,
5473,12.3,0.27,2.94,3.1,0.079,148,46,very hig,3.2,0.8,10.2,6,red
5474,9.9,0.5,0.96,2.3,0.103,86,14,,3.34,0.52,10,4,red
5475,8.8,0.44,2.45,2.8,0.083,118,111,very hig,3.3,0.6,9.5,5,red
5476,8.8,0.47,2.45,2.9,0.085,109,110,very hig,3.29,0.6,9.8,5,red
5477,10.6,0.31,2.94,2.2,0.063,132,40,very hig,3.14,0.51,9.8,6,red
5478,12.3,0.5,2.45,2.2,0.089,101,14,very hig,3.19,0.44,9.6,5,red
5479,12.3,0.5,2.45,2.2,0.089,103,14,very hig,3.19,0.44,9.6,5,red
5480,11.7,0.49,2.45,2.2,0.083,,15,very hig,3.19,0.43,9.2,5,red
5481,12,0.28,3.43,1.9,0.074,152,21,very hig,2.98,0.66,9.9,7,red
5482,11.8,0.33,3.43,3.4,0.093,190,80,very hig,3.3,0.76,10.7,7,red
5483,7.6,0.51,1.44,2.4,0.091,130,38,very hig,3.47,0.66,9.6,6,red
5484,11.1,0.31,3.43,2.7,0.094,156,47,very hig,3.12,1.02,10.6,7,red
5485,7.3,0.73,1.2,1.9,0.108,112,102,hig,3.26,0.59,9.3,5,red
5486,5,0.42,1.92,2,0.06,175,50,lo,3.72,0.74,,8,red
5487,10.2,0.29,3.43,2.6,0.059,141,13,very hig,3.05,0.74,10.5,7,red
5488,9,0.45,2.45,2.6,0.084,119,75,very hig,3.35,0.57,9.7,5,red
5489,6.6,0.39,2.94,1.7,0.07,145,149,lo,3.12,0.5,11.5,6,red
5490,9,0.45,2.45,2.6,0.084,123,75,very hig,3.35,0.57,9.7,5,red
5491,9.9,0.49,2.9,3.5,0.094,107,43,very hig,3.29,0.58,9,5,red
5492,7.9,0.72,0.85,2.6,0.096,118,38,very hig,3.4,0.53,9.5,5,red
5493,8.9,0.595,2.05,7.9,0.086,126,109,very hig,3.27,0.57,9.3,5,red
5494,12.4,0.4,3.06,2,0.059,128,24,very hig,3.04,0.6,9.3,6,red
